workers,ks,sum_W,sum_W,find
78.0,5,9.795918367346937,173.4859516972754,0
104.0,5,8.57142857142857,613258477138.7925,1
106.0,6,10.285714285714283,281385893764.8585,0
108.0,6,10.285714285714283,99.53094480664541,0
38.0,7,11.999999999999996,885181428960.6572,0
103.0,7,11.999999999999996,604640831118.826,0
64.0,8,13.71428571428571,281364698313.2115,0
92.0,8,13.71428571428571,281596432876.7148,1
100.0,8,13.71428571428571,1256334098683.5588,0
109.0,9,18.36734693877551,8925541.520313747,0
29.0,10,39.34119453017297,560247889.029314,0
107.0,11,28.261224489795914,604097960035.0519,0
46.0,12,31.248979591836736,613824114052.9127,1
105.0,12,25.714285714285715,652258906227.0609,0
82.0,13,31.738775510204086,1869465566011.5603,1
97.0,13,59.07840440632728,991738801749.5122,0
75.0,14,37.06355685131196,596650148397.2982,0
87.0,14,33.453061224489794,1853434825882.1335,1
33.0,14,42.40233236151604,1853569952783.6572,1
95.0,14,39.17667638483965,885745818115.048,0
91.0,15,42.304373177842564,1588599197601.7068,0
67.0,16,46.24852977925865,770826344.629871,0
99.0,16,40.651102040816326,991463254510.1257,0
74.0,17,45.98483965014578,901658524526.2362,0
79.0,17,49.1507205331112,1218125537988.641,0
98.0,18,41.38775510204083,1853337038128.3599,1
96.0,19,51.32361516034986,1498506255107.8064,1
102.0,19,69.34557458201937,1869840264295.4834,1
86.0,20,50.49096209912537,621055874734.695,0
32.0,21,95.33975347006766,298410317718.9454,0
85.0,22,88.72810995418571,878718031128.9507,0
83.0,23,69.12419825072885,1870380044961.8728,0
71.0,24,64.97996501457727,1588466342457.6353,0
3.0,25,464.3888484071818,371161662901.671,0
81.0,25,92.44950794311887,1256995226670.4507,0
37.0,26,435.81737832944833,281929398812.8328,0
48.0,27,218.5642999560584,1256480330794.5955,0
7.0,27,147.44818488377473,16640708491.823236,0
18.0,28,111.59098830297864,1273327738023.274,1
68.0,29,91.2145695561737,1499362226264.3481,0
45.0,30,237.1527098520572,371517227641.4627,0
57.0,30,121.57104319410276,1257246631833.0933,0
89.0,30,115.07548045457241,1869824080771.7666,0
42.0,30,1201.0624655527627,1588748301209.8716,0
80.0,31,118.27806441193714,1853917614703.0188,0
88.0,31,149.76715404390325,1265884332764.0679,0
26.0,32,371.7368106149803,1853917786701.1956,1
31.0,32,1223.4252896146854,878729097421.2003,0
84.0,32,185.3112482044045,1854062598332.2827,1
72.0,32,219.9371973888166,1869973742085.5354,0
94.0,32,247.6701803514119,1869977839429.4565,0
59.0,32,457.95184505514885,1266315822990.5195,0
90.0,32,288.1037972810648,1870033700282.3914,0
65.0,32,531.0274540195865,1870402245789.8257,0
61.0,32,670.0646692504757,1869493221826.7073,0
70.0,32,219.22871231749804,1870388923066.2595,1
16.0,32,2055.765382776519,1870533392657.2988,0
24.0,32,254.25091033461922,1870538081380.7239,0
77.0,32,226.59697183609885,1870521341263.9395,1
44.0,32,531.7719240338301,1870533989035.2874,0
56.0,32,1488.6329529436393,1853929740762.153,0
66.0,32,398.0714255422794,1869977841016.6929,0
60.0,32,1159.1623197970268,1870532724586.1973,0
4.0,32,848.8884733737391,1870533314070.985,1
17.0,32,1303.1804783888351,1869977268642.1536,0
63.0,32,503.8665152928521,1853789098952.8372,0
10.0,32,9373079800.558933,1870402271346.103,1
22.0,32,1306.181459750348,1853502353841.3813,0
41.0,32,37536595014.60261,1869977865463.5132,1
50.0,32,6530.072102308798,1870315606149.1233,0
73.0,32,53178.01808645739,1870537521511.6091,1
76.0,33,262.2920287142392,992452106174.9019,0
5.0,34,302248427.61484206,1870533313170.7986,1
14.0,34,7714.046265880722,1870533309440.9075,1
19.0,34,533.5031676254455,1869830045420.6091,0
52.0,34,2393.259745163775,1870538107927.0637,1
1.0,34,6747.114895233441,1870393345708.6794,0
8.0,34,835.3817334172916,1869837225993.9814,0
9.0,34,6165.137580996077,1870318735163.3853,0
12.0,34,8451.773415625215,1870538113049.0686,0
49.0,34,662.2451591902702,1870538112774.7603,1
69.0,34,540.1394962140118,1870538111091.7173,1
27.0,35,43405.98962037193,1870529282301.6096,0
39.0,35,1535.026061426314,1870388643900.1423,0
62.0,35,8478.172868608155,1870533989281.5308,1
6.0,35,20762.91500779222,1870538112881.4082,1
11.0,35,295446.12130833056,1870538108919.9836,1
13.0,35,23904102293106.54,1589313380431.9526,1
15.0,35,1329054.0080285666,1870538094796.5564,1
21.0,35,10829276663.606478,1870393722939.9167,1
23.0,35,9432990054.711367,1870405254222.0923,1
25.0,35,884631874.8941625,1870526158678.694,1
28.0,35,635378237.6612141,1870529287712.0786,1
30.0,35,6866.009318062224,1870538112859.2988,1
34.0,35,46538708313443.7,1273888006702.4917,1
35.0,35,51335302964354.64,1266593372524.2036,1
36.0,35,1812.633040363827,1869977865517.551,0
40.0,35,1219187849762.0015,1854062601723.991,1
43.0,35,30053331443566.684,1499509330042.6882,1
47.0,35,15370322684.90139,1870327560697.0317,1
51.0,35,139215.34183375552,1870533313621.0476,1
53.0,35,1612371.5583196643,1870538090188.2776,1
58.0,35,306049.9672122598,1870538107044.164,1
2.0,36,41341233.25490175,1870537520970.8691,1
20.0,36,56982.96503854752,1870537521945.067,0
54.0,36,5996.880588050355,1870529191751.5178,0
55.0,36,267984941.89615113,1870533990020.822,1
