workers,ks,KKKj,find
107.0,1,0.6499035543073125,0
21.0,13,6.338661086201329,0
105.0,4,6.590560358880066,0
94.0,12,7.2668486629619,0
109.0,7,7.583163182446773,0
99.0,6,7.97924542362613,0
110.0,10,8.25930039262406,0
111.0,2,8.474177390093743,0
90.0,4,8.488395842159292,0
67.0,17,8.623005391745675,0
102.0,6,8.673093258492914,0
64.0,16,8.779620769396773,0
91.0,9,8.897535265517408,0
42.0,21,8.927092970050712,0
92.0,16,9.200111254700275,0
104.0,9,9.248454274947324,0
14.0,24,9.385537763378366,0
87.0,19,9.40871659887464,0
84.0,13,9.59462122965357,0
65.0,22,9.833126454309902,0
5.0,19,9.850219104336288,0
20.0,20,10.228973799788125,0
93.0,3,11.839040225596547,0
100.0,3,11.839040453689268,0
117.0,12,11.878228058291677,1
118.0,4,12.066762389425161,0
113.0,5,12.192691111484368,1
97.0,6,12.2245398995886,1
112.0,6,12.26004067658485,0
75.0,19,12.262764352422794,0
103.0,7,12.35303169594685,0
120.0,6,12.363312167342668,1
70.0,17,12.363518502890763,0
114.0,7,12.422229841801101,0
85.0,23,12.446134361211303,0
115.0,8,12.450744688807138,0
22.0,18,12.480340235692747,0
95.0,6,12.505065800425491,0
116.0,11,12.615976709690486,1
79.0,12,12.620585352154981,0
23.0,16,12.677688884867724,0
108.0,14,12.717163606473981,1
119.0,12,12.72381363279895,1
57.0,24,12.73391666295672,0
46.0,22,12.733948231542751,0
81.0,14,12.765631342893865,0
11.0,23,12.772363408156721,0
73.0,13,12.799316241407626,0
80.0,16,12.852143297601774,1
86.0,17,12.868555299062184,0
39.0,24,12.92313586955192,0
35.0,23,12.925678060116082,0
101.0,12,12.983080921360168,0
52.0,16,13.018785998087699,0
83.0,19,13.078832579987747,0
106.0,17,13.105059852204919,1
82.0,15,13.161172037590177,0
54.0,19,13.166840691773064,0
89.0,17,13.174731840430521,0
68.0,22,13.190614626656672,0
88.0,19,13.195564822139756,0
61.0,18,13.249904346672643,0
96.0,17,13.26153070513234,1
71.0,23,13.286703122623539,0
62.0,23,13.366096525176435,0
76.0,19,13.3925244662775,1
98.0,22,13.392920625086752,1
9.0,21,13.441636902209726,0
43.0,19,13.443790431546436,0
58.0,25,13.450439263488429,0
77.0,24,13.5048578042183,1
27.0,23,13.506632594611652,0
1.0,22,13.544746558877165,0
45.0,23,13.551212801424958,0
59.0,24,13.588217231379979,0
69.0,24,13.609152231178703,1
74.0,27,13.617247497617349,0
78.0,24,13.62454133926865,1
50.0,24,13.657534720622033,0
66.0,24,13.682201521662297,1
51.0,29,13.690538797818144,0
30.0,24,13.783482869021146,0
34.0,25,13.793842817012061,0
44.0,23,13.815903136687021,0
63.0,25,13.829589504405707,1
37.0,23,13.897348126662177,0
72.0,26,14.00192582330562,1
18.0,27,14.050322350362451,0
31.0,29,14.148255411393171,0
60.0,24,14.14945881283775,1
53.0,26,14.267008131675844,1
56.0,25,14.308584019210125,1
55.0,26,14.34967488475588,0
48.0,26,14.385408792262531,0
36.0,29,14.450741861369242,0
49.0,26,14.558397372753891,1
38.0,29,14.795847270850281,0
10.0,28,14.876025232785938,0
3.0,26,15.051284394466798,0
29.0,27,15.109651476262469,0
40.0,24,15.149342477573372,1
47.0,24,15.295870343251764,1
32.0,28,15.393792074745257,0
41.0,29,15.82726719471569,0
17.0,29,16.67013945158629,0
25.0,29,16.98484806638447,1
2.0,29,17.150910017287963,0
16.0,28,17.156032200321846,0
28.0,27,17.270233289034195,1
7.0,29,17.311316390012507,0
33.0,29,17.47073289287326,1
26.0,28,18.527805775788316,1
19.0,29,18.591695964169997,1
24.0,27,19.272019880595327,1
15.0,28,19.656583679587207,1
8.0,29,20.439673797446147,1
13.0,29,20.803095614140815,1
12.0,28,23.263911524684165,1
4.0,26,23.785461982796733,1
6.0,29,23.873227856970956,1
