workers,ks,KKKj,find
43.0,20,4.270202640081195,0
105.0,8,5.255527403341995,0
64.0,15,6.416996377214915,0
97.0,8,7.3518802513866355,0
90.0,9,7.54775653112495,0
113.0,4,7.709137932779127,0
52.0,14,8.038090409523095,0
111.0,7,8.074619832363197,0
112.0,9,8.357911832419825,0
93.0,8,8.43533807756681,0
63.0,22,8.461966293524625,0
56.0,21,8.49896680768078,0
23.0,22,8.748628495075826,0
96.0,16,8.860851306529064,0
68.0,23,8.868750002975826,0
61.0,18,9.064184719854943,0
59.0,25,9.08160008980975,0
65.0,24,9.146179884910769,0
66.0,23,9.20319505956192,0
40.0,19,9.25744681263763,0
54.0,23,9.34786098536739,0
20.0,24,9.359537589158169,0
116.0,10,9.785962900091404,0
100.0,5,9.892684553913746,0
81.0,16,10.194621046702078,0
117.0,7,10.209908253156836,0
115.0,6,10.421871684879633,0
80.0,12,10.515313256349446,0
118.0,6,10.572421395342548,1
99.0,9,10.606463117459082,0
85.0,25,10.651155299341815,0
95.0,10,10.654595541963184,0
120.0,10,10.663848016752828,0
119.0,11,10.695073719084723,0
79.0,15,10.745267393400752,0
110.0,15,10.751331900793241,0
94.0,15,10.758715640014383,0
108.0,11,10.856628953566192,0
82.0,20,10.905954306159437,0
106.0,13,10.937942821085153,0
104.0,13,10.938694924738476,0
109.0,12,10.94806623259835,0
92.0,20,10.951839909518618,0
114.0,12,10.967014279487103,0
103.0,15,10.983610908971613,0
102.0,13,10.990565264492991,0
67.0,23,11.020116159309342,0
101.0,17,11.175547184636983,1
42.0,23,11.19813104507495,0
89.0,22,11.23537637944229,0
91.0,16,11.242155778231346,0
45.0,25,11.253547997030218,0
87.0,14,11.272045937966139,1
70.0,18,11.285454038854358,0
47.0,23,11.288430021031159,0
86.0,23,11.358809323875658,0
75.0,25,11.39301897029435,1
88.0,24,11.439112071006782,0
69.0,25,11.44874090973083,0
11.0,25,11.455831566153009,0
78.0,25,11.46003682680524,0
72.0,25,11.49040374001665,0
27.0,26,11.497740764970946,0
21.0,18,11.549048294727479,0
84.0,25,11.55619076984526,0
98.0,23,11.55752872004154,0
30.0,29,11.576468658563524,0
77.0,24,11.585902927759989,1
53.0,28,11.636802313809975,0
73.0,25,11.664506380562699,1
26.0,25,11.668226243840966,0
76.0,25,11.680049583244656,1
83.0,24,11.680214165849073,1
58.0,25,11.68431053499129,0
62.0,25,11.686834263368702,0
44.0,26,11.714167945935248,0
51.0,25,11.748407918992246,0
74.0,27,11.77466687127784,0
71.0,24,11.779947972566184,1
34.0,29,11.794203933249726,0
57.0,28,11.825476975165301,0
49.0,26,11.851898388517274,0
5.0,25,11.871463094128707,0
25.0,25,11.88341937704898,0
50.0,25,11.884744038500862,0
14.0,25,11.92242372638745,0
28.0,28,11.9609853472392,0
37.0,26,12.003344460670787,0
35.0,27,12.034480115858425,0
55.0,25,12.091226452005031,0
13.0,25,12.093122251705754,0
48.0,28,12.379325495251013,0
31.0,25,12.733489687052487,0
19.0,30,12.748239963449688,0
60.0,28,12.756305590421842,1
36.0,25,12.767243738594768,0
46.0,25,12.803666194718815,1
38.0,25,12.99211464326647,0
10.0,28,13.216236051462342,0
18.0,25,13.2809560505464,0
32.0,31,13.8170055603222,1
29.0,28,13.875162457265802,0
33.0,28,14.617929053078129,1
39.0,25,14.716033359166069,1
41.0,30,14.781063815232093,1
16.0,25,15.16335144890543,0
22.0,25,15.532649241701119,1
15.0,25,15.854602493349203,0
8.0,31,16.10621763135287,0
12.0,31,16.676498062501047,1
24.0,25,17.29618623445641,0
2.0,25,17.299494136905135,0
17.0,31,17.617303057271393,1
9.0,28,17.969093403643527,1
6.0,29,18.20316809650494,1
4.0,25,19.454345218487525,1
7.0,25,20.013499015733707,1
1.0,25,20.046144459377665,1
3.0,31,20.222028615119996,1
