workers,ks,sum_W,sum_W,find
106.0,3,5.142857142857142,208.57389770669,0
103.0,4,6.857142857142856,1344.0150784698214,0
38.0,5,11.999999999999996,2373.518826427153,0
78.0,5,13.224489795918364,1242973.4678835932,0
64.0,6,13.71428571428571,2130.1675163285126,0
100.0,6,13.71428571428571,334224625565.2185,0
104.0,6,13.71428571428571,230564156491.5536,0
108.0,6,13.71428571428571,969229061.5737302,0
92.0,7,15.428571428571423,568799442415.8267,0
109.0,8,18.36734693877551,229595888060.0391,0
29.0,9,89.36453143662742,16254756.078428056,0
46.0,10,24.244897959183675,90945549.15644445,0
82.0,11,26.59591836734694,335192859289.4433,0
105.0,12,24.0,334225747633.59955,0
107.0,12,27.624489795918368,229687242759.15292,0
33.0,13,30.899125364431487,347221.48155461956,0
75.0,14,37.70029154518951,229595083087.41788,0
87.0,14,31.186005830903795,902933226013.3934,0
18.0,14,37.32564764681383,230639160975.86685,0
95.0,15,44.11661807580175,1132546453785.734,1
97.0,15,60.792690120612995,334299264277.05194,0
99.0,15,35.398250728862976,334241961513.3156,0
86.0,16,40.695043731778426,568783902376.9407,0
96.0,16,39.91836734693877,1280621.5763640956,0
26.0,17,79.483352662436,568708655664.889,0
67.0,17,59.92283215326947,969853577.8132453,0
74.0,18,48.92361516034986,799273250196.7385,0
79.0,18,53.53273469387755,1133588087349.9487,0
91.0,18,56.15860058309038,1133512803305.0725,1
98.0,18,42.612244897959194,902951424824.3527,1
84.0,19,104.63633936782895,1132621103398.6982,1
71.0,20,62.67792419825074,335194305069.15717,0
102.0,20,65.30502957101207,1133572434102.7078,0
14.0,21,129.08219164495478,17236807.36878745,0
48.0,22,195.07294817756687,334316498396.8103,0
83.0,22,76.69824239900038,564790265891.9926,1
85.0,22,108.9992122329981,1133571207249.5615,1
32.0,23,152.26707130532344,1133514789668.211,1
80.0,24,94.10512515800627,1132530393940.5562,0
81.0,24,106.6338663652049,1132530451281.144,0
62.0,24,159.98658398729603,564789274648.8746,0
70.0,25,160.18465111389014,334226727117.2405,0
68.0,25,101.76627645186706,1133589311417.1228,0
88.0,25,173.76361382803114,1133513899822.9827,0
37.0,26,397.69520437536573,798394388896.5739,0
30.0,26,803.3857792283219,1133512498537.015,0
58.0,26,810210347.2660433,1133573462957.62,1
41.0,27,554.2382307939105,903902515763.888,0
53.0,27,347.00343405780757,569677609554.3163,0
65.0,27,201.54014521699364,799347457285.8646,0
66.0,27,355.6854660387369,1132619167171.5916,0
89.0,27,112.96812994585581,1133573301343.0818,0
52.0,27,1360.7768886151466,799364754893.3903,0
35.0,27,7320.463461039124,903009892429.6699,0
16.0,27,7208.322980128903,563821905593.5856,0
94.0,27,233.90493326616374,1045303059.4732634,0
5.0,27,591.1336947384996,335269691721.99,0
24.0,27,217.71158706431035,1133589518475.5203,1
25.0,27,11388.618810239668,903008929769.6135,0
76.0,27,210.3813248797096,230640350307.96173,0
17.0,27,808.0521008257267,1133573095474.7146,0
57.0,27,181.90457323493055,1133589487477.5364,1
11.0,27,894.801081262632,1133573309547.042,0
72.0,27,439.0224214512652,1133589674652.0122,1
77.0,27,234.97805089611938,1133573292839.6504,1
2.0,27,3130891.628309843,1133589624396.5007,1
4.0,27,752.7054596857289,1133589536877.4404,1
23.0,27,3209.907593851749,1133573246868.4485,0
55.0,27,1013.9995323997863,1132605056668.3782,0
1.0,27,6699.13989626942,1133573295370.624,0
3.0,27,16530845193218.746,903994602685.0715,1
12.0,27,94441262.70653439,1133588433225.0854,1
27.0,27,115889.93960879964,1133589673405.7566,1
54.0,27,36537.771079218284,1133573459359.113,0
7.0,28,611.6555421808217,1133589670931.363,1
45.0,29,285.6362512722614,1133514941522.5347,0
10.0,29,3848.8262028740496,903978197398.5135,0
19.0,29,516.1060268493853,1132530095350.1711,0
31.0,29,2268.662970668166,798305996259.8586,0
69.0,29,388.2444008379298,1133588420675.2117,0
42.0,29,8881725.105389591,1133589500384.1042,1
59.0,29,747.0698264310939,1133588416058.5806,0
90.0,29,319.52664738062595,1133514866512.7441,0
8.0,29,498.37980269044897,1133573296545.7698,0
61.0,29,8622975.648913808,1133589522207.8179,1
6.0,29,10732.748580374246,1133589675515.605,1
22.0,29,57834962.59726598,1133588861010.5027,1
56.0,29,739781.0400521983,1133589663060.241,1
60.0,29,4980.735409787308,1133573471486.405,0
73.0,29,23450.60511650997,1133589624872.4592,1
49.0,30,191.21084882675373,903008700257.8702,0
39.0,30,972.2569594100225,1133589285260.3809,0
63.0,31,477.61618443121,1132621238107.8936,0
47.0,31,1684754.9983055068,1133589652588.0364,1
50.0,31,6146.838315168235,1133588837664.0671,0
9.0,32,42653136052542.76,564881195092.9697,1
13.0,32,51851.34861974333,903978073426.926,0
15.0,32,248564.4284059948,1133589671300.7905,1
20.0,32,87808.29770632474,1133589523233.6614,0
21.0,32,4922420353.140724,1133515093572.8538,1
28.0,32,8846656.271910824,1133589537548.0146,1
34.0,32,497461.46865905845,1133573465247.2644,0
36.0,32,6474.257866101557,1133573471584.6257,0
40.0,32,65841891778.024254,1132621412280.3337,1
43.0,32,26069507136022.82,799365225390.2117,1
44.0,32,979.3528670469498,1133589501448.894,1
51.0,32,3408.5652841358888,1133573306309.5745,0
