workers,ks,KKKj,find
107.0,1,0.5995985042580547,0
93.0,2,5.136706124669397,0
90.0,3,5.629677166560722,0
115.0,4,7.684971714229384,0
22.0,18,8.459431782332885,0
82.0,13,8.540095132162442,0
4.0,14,8.578719886354586,0
100.0,4,8.615090953041317,1
113.0,2,8.934339942482431,0
104.0,7,8.96922921579352,0
61.0,13,8.98986916158076,0
105.0,4,9.50979480541677,1
103.0,4,9.719423275889604,0
95.0,6,9.871423448284999,0
52.0,8,9.929316866868628,0
112.0,6,9.931156599063478,1
97.0,5,10.057712186599886,1
102.0,4,10.058250243941197,0
99.0,4,10.114998372603742,0
119.0,7,10.296219172081008,0
118.0,5,10.429192360680371,1
117.0,8,10.495500171033873,1
120.0,8,10.508112678550361,0
101.0,10,10.568536488535353,0
111.0,12,10.584638667221604,1
108.0,9,10.63478398971779,1
64.0,14,10.6655244825077,0
79.0,13,10.722562352818455,0
80.0,10,10.72413805234886,0
89.0,12,10.74029231922953,0
116.0,11,10.75122626148683,0
87.0,16,10.800586086470148,0
92.0,12,10.820759920507513,0
114.0,11,10.855228609921326,1
109.0,11,10.92421595198731,1
110.0,14,10.96086854184093,1
86.0,18,10.978101099320492,1
91.0,15,10.98081621038782,0
96.0,18,11.02952019649753,0
67.0,18,11.109282067205625,0
76.0,17,11.116544023214864,0
85.0,21,11.122623118151994,0
106.0,20,11.230371615382488,1
63.0,19,11.321877843561456,0
88.0,23,11.325614838540211,0
69.0,24,11.328238838707126,0
78.0,20,11.333415000762024,0
62.0,24,11.334460949209305,0
98.0,23,11.351464063534642,1
34.0,21,11.354827948713545,0
20.0,23,11.395230511306142,0
84.0,21,11.40717100594954,0
75.0,23,11.412593255768726,0
27.0,24,11.455101636266102,0
81.0,23,11.474437355035617,1
53.0,29,11.491635719453413,0
94.0,24,11.515780169984748,1
70.0,23,11.531588659585779,0
42.0,22,11.544542685406306,0
73.0,27,11.549428854179418,1
68.0,24,11.557646898822938,1
58.0,24,11.595922019079882,0
74.0,26,11.621727027887815,1
77.0,27,11.622561087204751,1
9.0,21,11.629423015300926,0
83.0,30,11.649274886751352,1
71.0,27,11.67766119202873,1
57.0,24,11.677793124655974,0
65.0,22,11.725333999246455,0
49.0,25,11.783792991899228,0
59.0,24,11.810779795968045,0
60.0,30,11.889878928946633,0
37.0,24,11.986461768052969,0
39.0,30,12.035428496592012,0
66.0,24,12.151074185609275,1
6.0,24,12.156383425198444,0
51.0,24,12.172609124418798,0
55.0,31,12.310250615786934,1
72.0,29,12.332377270756322,1
47.0,31,12.355339786196165,1
31.0,24,12.43057568658018,0
50.0,30,12.471753892035903,1
48.0,30,12.525287672257454,1
38.0,30,12.565714649893408,0
54.0,27,12.602984778168548,1
46.0,30,12.608308246092172,1
45.0,31,12.633283180660273,1
56.0,31,12.66712506618301,1
29.0,28,12.741133021218054,0
40.0,31,12.97568799778307,1
44.0,30,13.180346465869777,1
41.0,31,13.21959884768976,1
30.0,30,13.432774716279667,1
32.0,31,14.095056834808313,1
36.0,31,14.133977991607265,1
43.0,31,14.211143014187286,1
28.0,31,14.226300936152146,1
7.0,30,14.369847871655898,0
33.0,31,14.434018855066302,1
26.0,31,14.547692734186754,1
21.0,31,14.604348018646977,1
25.0,30,14.726632650231917,1
35.0,31,14.832005470683942,1
23.0,31,14.892340323089716,1
15.0,27,15.588023504479816,0
17.0,31,15.61001442615458,1
18.0,31,15.650103805155014,1
19.0,31,15.662438732306054,1
8.0,31,15.726225248215423,0
24.0,31,17.162214939172244,1
16.0,31,17.383937858632002,1
12.0,31,17.50796870654211,1
11.0,31,17.68934061485725,1
10.0,31,17.791610034105382,1
5.0,31,18.14406734475154,1
13.0,31,18.627685024342735,1
14.0,31,19.43127034176831,1
1.0,31,19.645981679236193,1
2.0,31,19.892115612833393,1
3.0,31,19.900096242618552,1
