workers,ks,sum_W,sum_W,find
107.0,1,1.6,3.941792522987535,0
93.0,2,11.2,55.932227152330405,0
100.0,2,11.2,14983942.97415316,0
117.0,2,11.2,14983082.224498164,0
97.0,3,14.399999999999999,1084134.4926967775,0
105.0,3,17.28,11926091.688184652,0
111.0,3,16.035555555555554,1392912.6869305468,0
118.0,3,15.359999999999998,164365260.58204392,1
99.0,4,18.986666666666665,30942648.33523579,0
112.0,5,18.56,38781.720608076954,0
113.0,5,20.480000000000004,133836670.8417028,1
108.0,6,22.755555555555564,125218500.72637704,1
115.0,6,23.715555555555564,193364136.31916416,0
119.0,7,22.720000000000006,31130702.861986276,0
120.0,7,22.720000000000006,232537016.74758285,1
106.0,8,24.96,181598626.96715963,0
109.0,8,27.726222222222233,136833086.35054007,1
64.0,9,46.738892839950836,6835.727359581379,0
95.0,9,26.560000000000006,224223132.55785498,1
91.0,10,34.99377777777779,112382912.58411558,0
103.0,10,34.503111111111124,52310395.23064903,0
114.0,10,30.656000000000013,234786608.2895091,0
116.0,10,30.080000000000013,132525507.66586366,0
81.0,10,39.04711111111112,93099992.82272722,0
104.0,10,31.36000000000001,122812067.26307125,0
56.0,11,58.41248531693572,92900935.77921318,0
94.0,11,33.77777777777779,11926182.801315304,0
110.0,11,29.76000000000001,39664485.246198595,0
23.0,11,81.02798733996819,18535.82201771871,0
40.0,11,63.49761316978688,9612.32444163396,0
101.0,11,34.12622222222223,143153820.56490648,0
9.0,12,117.93139536352244,1016101.5902443934,0
79.0,12,36.80000000000001,26946615.881094206,1
80.0,12,37.79555555555556,229629280.14022002,1
43.0,12,53.64891404777098,11851365.681371363,0
84.0,12,62.137376507936516,219995699.56545016,0
70.0,12,118.11752118044441,26761714.867198907,0
21.0,12,68.98937632056438,154.93918375391112,0
82.0,12,49.850026666666686,119608849.00473444,0
87.0,12,56.352711111111134,183604595.7179695,0
22.0,12,106.42839812066345,81049929.57507361,0
90.0,13,47.42400000000002,226265759.965023,1
35.0,14,171.7338842817732,35261352.67171915,0
67.0,14,48.075377777777796,133341139.43331419,0
89.0,14,50.855822222222244,137934383.5259454,0
5.0,15,164.6301875894718,28525.35250352414,0
20.0,15,146.70024102891819,93922991.42214616,0
34.0,15,104.37191486046451,1235655.4430538935,0
47.0,15,86.27871156407089,93989721.49348351,0
76.0,15,65.11360000000002,148831199.2378794,1
86.0,15,43.235555555555564,27009748.461764254,0
102.0,15,50.14755555555557,131479834.55916998,1
37.0,16,197.91569089827877,13081253.35452571,0
68.0,16,50.12992000000002,28906983.030004296,0
45.0,17,123.63665370995564,103708510.52198474,0
58.0,17,254.52268736648713,145482272.26846606,1
77.0,17,65.52547555555557,22929991.735575408,0
98.0,17,53.162666666666695,205127737.2768846,0
59.0,17,156.81860151104777,22585639.90814628,0
78.0,17,89.15362539682539,192135675.74559796,0
96.0,17,64.13511111111114,165666631.8177107,1
61.0,17,137.47914741164016,225290385.4546528,1
6.0,18,759.8973411000114,183502156.87150028,0
33.0,19,288.7613482058845,121755256.09725814,0
73.0,19,89.83650065608462,117618992.72712554,1
25.0,20,176.95835204111157,2292165.216566199,0
26.0,20,227.06285300846383,27009745.748556424,0
83.0,20,75.05208888888887,114454255.90377657,0
92.0,20,62.27200000000003,230919954.46930823,1
50.0,20,131.41316867994772,127194966.89252682,0
85.0,20,195.43205092520935,246922286.27500734,1
71.0,20,94.75844334391529,245734685.27743924,1
75.0,20,86.75328,246553922.72620466,1
88.0,20,70.83349333333335,213396817.63459435,1
19.0,20,562.1187031450668,19353654.342366245,0
63.0,20,216.88360618880748,247919781.1714541,1
27.0,21,180.32902888754575,14351863.227516966,0
66.0,22,133.61479616533995,157105752.77478307,1
62.0,23,109.73730356698967,24659489.659225855,0
49.0,23,306.2671810114788,16101646.190539015,0
7.0,24,389839.43531561235,200625729.99231815,0
55.0,24,605.0892563213782,146197887.35979608,0
15.0,24,618.6314762227619,235882204.90793905,0
30.0,24,323.77714103165926,203952739.4179845,0
41.0,24,20872.376561894554,183730925.42130822,0
51.0,24,220.9140462961023,215658244.32924464,0
16.0,24,438716.06340667116,128398127.25275129,0
39.0,24,345.32847032262805,233763112.10208508,0
52.0,24,389.2389407385521,245712793.45348093,1
69.0,24,127.55129078518512,246939576.30488417,1
60.0,24,403.9309784164856,166898739.76072362,1
1.0,24,909424348.8709366,232960444.6700966,1
11.0,24,829586580.6598164,234888355.42834038,1
28.0,24,417249.27643556666,246739429.366173,1
36.0,24,6155.378367724051,246741597.80578157,1
38.0,24,1675.2173319118415,239375638.5147052,0
42.0,24,1159.9392694757814,247934750.18827465,1
17.0,25,213255.20953417392,192361646.1580147,0
18.0,26,402.71923608937493,124247863.24422242,0
24.0,26,68259451.25429116,140045006.33714914,0
54.0,26,891.3420608900279,245732350.73234367,1
44.0,26,3386.656154392386,247947802.5387903,1
57.0,26,311.25812158157976,245735215.48091656,1
74.0,26,103.20440888888879,222314189.22277743,0
3.0,26,7417930060.732303,147706173.10744512,1
4.0,26,1003990872.7281684,230921178.9293703,1
8.0,26,1797359.4201650543,247923853.27088714,1
10.0,26,4997726.677783846,247879575.0146299,1
13.0,26,12473582.937543314,247752201.9600837,1
29.0,26,5106126199.629021,165694921.2548221,1
31.0,26,105281.29138312789,247932860.09430072,1
32.0,26,1123889.459387042,246721164.9954607,1
46.0,26,780.1565664209172,247948391.5182643,1
48.0,26,661.8368112095267,246744530.80942786,1
53.0,26,856.0174626241652,247948373.21775472,1
72.0,26,232.08348552963113,247937040.54554412,1
2.0,27,68565826.87359296,234029957.28836772,0
12.0,27,513927994.40043896,239368933.41649005,1
14.0,27,800430568.725683,234012284.74697486,1
65.0,27,621.0304973571386,239357886.76302528,1
