workers,ks,sum_W,sum_W,find
107.0,3,4.800000000000001,2903654.133622548,1
97.0,4,6.4,999112.3170660464,0
105.0,5,9.92,3137174.8251265213,1
113.0,5,8.959999999999999,40554309.34539443,0
93.0,6,11.2,3135820.194082549,0
119.0,6,11.875555555555554,59159221.67853188,1
90.0,7,18.247111111111114,1039181.9889962322,0
100.0,8,14.399999999999999,26523325.44304851,0
111.0,8,16.035555555555554,23992246.858330064,0
118.0,9,15.999999999999998,23855803.02096978,0
99.0,10,19.62666666666667,1014505.0927161247,0
116.0,10,19.520000000000003,37495177.36496272,0
112.0,11,22.080000000000002,4303428.20012258,1
115.0,12,24.931555555555562,1532273.2226151126,0
91.0,13,32.57856,62097476.793067925,0
102.0,13,29.226666666666667,82680674.94171767,0
108.0,13,25.85600000000001,23833034.732590523,0
114.0,13,25.85600000000001,63800704.49345827,1
120.0,13,25.28000000000001,81787046.24329695,0
95.0,14,24.960000000000004,62295941.08358806,1
104.0,14,24.960000000000004,46340886.008180104,0
80.0,15,31.07555555555556,23630401.95651255,0
110.0,15,28.48000000000001,60015951.11234871,1
73.0,16,39.11537777777779,5251441.931418577,0
106.0,16,28.160000000000004,60325420.2665312,0
109.0,17,34.176000000000016,42986827.33899925,1
21.0,18,69.18502139597311,103.38127837061015,0
101.0,18,37.94915555555557,26176757.29376662,1
117.0,18,33.28000000000001,46748872.684678376,1
9.0,18,134.27832062803552,2343597.9156463416,0
76.0,18,54.50382222222224,63251771.53659661,0
79.0,18,36.80000000000001,28412760.22216864,0
87.0,18,56.60302222222224,65580739.555192225,0
43.0,19,55.65341830898795,1422.3959722821517,0
61.0,19,52.74170243386245,25800460.703801364,0
13.0,20,333.48486636915305,25195906.69906397,0
35.0,20,145.7243990561943,23754322.51715043,0
67.0,20,42.08440888888891,61883098.6979712,1
1.0,20,148.72084783490504,1002616.8234333927,0
98.0,20,45.16266666666669,63062087.09465446,0
40.0,20,87.57168063713478,2903101.2392643923,0
68.0,20,50.38592000000002,4711458.23354345,0
27.0,21,101.09961848868642,1181669.939710587,0
54.0,21,96.68342726873556,6455506.771905015,0
92.0,21,51.84711111111113,61352843.23261641,0
103.0,21,46.22222222222225,85935622.36711386,1
96.0,22,59.11466666666669,85003907.00144055,1
63.0,23,76.62428873416033,1425797.8943453347,0
78.0,23,87.06123851851851,5272213.782455936,0
86.0,23,48.206222222222245,86746400.72233437,0
89.0,23,55.300266666666694,87453272.08712398,1
14.0,23,174.17662857255488,24015966.065407485,0
34.0,23,168.41214922401582,40396314.16521083,0
77.0,23,66.96154074074076,64379971.27745086,0
45.0,23,100.13959288915834,38610263.44089217,0
82.0,23,68.05703111111112,49690527.9233463,1
12.0,23,339.72436761097214,2379202.3226096146,0
20.0,23,144.98932081870194,1016518.3010696582,0
33.0,23,549.0871758046892,39496397.81270881,0
84.0,23,75.40081777777775,64843012.806926236,0
65.0,24,161.30051689289587,2207588.9719970822,0
60.0,25,311.13423849839035,41403615.684408225,0
83.0,25,84.2325333333333,84242140.76894316,1
88.0,25,72.73642666666667,87322575.75994812,1
26.0,25,291.6879460743664,24696875.179006692,0
42.0,26,141.43470668221178,24509803.8436648,0
50.0,26,118.79161953954323,25479219.16209675,0
46.0,27,101.8705313911333,24075398.69777627,0
25.0,28,203.2407338950552,25037683.729090244,0
51.0,28,209.01723525360066,5446581.639239242,0
71.0,28,90.97234962962959,88253115.07818832,0
75.0,28,74.94428444444443,42032796.83281969,0
85.0,28,204.39531140740735,88468284.02289334,1
72.0,29,122.68750858835973,2441943.0506167435,0
53.0,30,221.49748548034233,3948042.965731492,0
94.0,30,90.90559999999995,85324673.97555494,1
81.0,30,100.21286115555549,64617697.99847137,1
58.0,30,182.93684573582306,88501671.6034712,0
64.0,30,240.01913917694108,86284851.69670556,1
15.0,30,1680729.8933614152,41799488.99087598,0
57.0,30,189.80901483061675,64857167.2624995,1
52.0,30,216.3772576483624,64607616.49792342,1
36.0,30,1287.6321429404672,47756005.89742251,0
10.0,30,1655.0913235912067,65492026.510125436,0
24.0,30,68291087.67660064,63166991.56666337,0
66.0,30,355.2921449619736,86296431.99957895,1
2.0,30,68935624.11487813,87503283.90499619,0
29.0,30,16741.749367670436,65490970.31763435,0
48.0,30,569.0137195173305,87153299.29648694,0
56.0,30,608.999850292176,87437991.78077628,1
31.0,30,51656.42894135052,87361727.05267693,1
37.0,30,9254.66814121964,87330458.23897368,1
44.0,30,3812.5466608012903,86334514.04670733,1
5.0,30,1531010925.1292431,64448188.77081803,1
11.0,30,91031.93157353693,87329444.98573959,1
70.0,31,135.22460227724864,85551606.82142349,1
38.0,32,1926.0223659395579,64677116.24867569,0
39.0,32,355.89644148827085,61706426.17056006,0
74.0,32,104.15634962962955,63111415.386040896,0
23.0,32,328021.12560749927,88495007.12835123,1
49.0,32,312.02561067412995,87466973.92210577,1
59.0,32,235.20968786458505,86363514.67794083,1
62.0,32,178.7172897172542,88455035.35005885,1
3.0,32,2686811094.3656526,52195726.60765705,1
6.0,32,217661751.20905918,85601828.81768183,1
7.0,32,1438471140.3415504,65996120.579941295,1
16.0,32,227990.88550471808,88494454.0619259,0
17.0,32,762955.2107648187,88492413.38300738,1
18.0,32,919447.2225992522,88489948.70773253,1
47.0,32,2714.035319118162,86334943.0972864,1
69.0,32,102.98568465608459,88472047.82786055,1
32.0,33,3952.4551489031737,86772074.78741483,0
8.0,34,2428115.195560531,65615581.31971261,0
41.0,34,21887.242006650653,88351575.10608613,0
4.0,34,9233170.509269534,88356648.0957875,1
19.0,34,15887711.224488977,88270285.26084563,1
22.0,34,83964.74997273428,86298735.98110393,1
28.0,34,91384424.77885543,85990096.68422085,1
30.0,34,1827.7240440137334,87504489.85631199,1
55.0,34,1365.5625814277905,87438142.2492575,1
