woekers,ks,Ki,find
113.0,3,1.3681105390344532,1
107.0,4,1.7673643871433389,1
97.0,5,1.9700969411974212,0
116.0,6,2.138333059508027,0
105.0,6,2.186914933734851,0
100.0,7,2.282174095733918,0
111.0,8,2.464779018928203,0
118.0,9,2.5194030855314757,1
117.0,9,2.5194030855314757,0
112.0,10,2.6807897816630017,0
120.0,10,2.6807897816630017,0
119.0,11,2.739808997103942,0
108.0,10,2.7532698258870743,0
115.0,11,2.857284782639155,0
109.0,12,2.859265165645378,0
90.0,12,2.8611919503033736,0
93.0,12,2.8688256863687673,1
114.0,13,2.884593983402275,1
102.0,12,2.937717537550294,0
106.0,15,3.03165524378867,0
80.0,15,3.119958871553928,0
101.0,16,3.1227210464041857,0
95.0,17,3.1507485094673706,1
73.0,14,3.167161009481453,0
104.0,17,3.1694772907348208,0
79.0,17,3.204953158720963,1
110.0,18,3.247046701834897,1
91.0,16,3.2824306336654074,0
81.0,18,3.3403457586155048,1
61.0,18,3.4202121633374176,0
52.0,17,3.4485059726934493,0
76.0,19,3.4826202793673833,0
89.0,20,3.4962166200648856,0
92.0,21,3.526282840451569,1
99.0,20,3.542480951280451,1
103.0,23,3.5650494884856245,1
56.0,19,3.6392278868270638,0
68.0,22,3.6448024439163453,0
87.0,22,3.6713217380743757,0
86.0,25,3.699353118102894,0
98.0,25,3.7691004087860804,1
96.0,25,3.771865162917196,1
83.0,23,3.774725465421296,0
67.0,25,3.7881042779110903,1
4.0,18,3.792143924966768,0
21.0,19,3.8036039332503258,0
64.0,22,3.8305831745099033,0
88.0,24,3.8763082223118124,0
66.0,24,3.894625582353613,0
69.0,27,3.9079794937282513,0
46.0,24,3.9225174800078584,0
63.0,25,3.926935837414561,0
71.0,25,3.9326584123198653,0
78.0,23,3.95647420774704,0
77.0,27,3.977241988446648,1
75.0,28,3.9792699161629193,1
94.0,27,3.9881893017156247,1
62.0,26,4.001737137664164,0
74.0,27,4.0116261269851154,0
85.0,25,4.013033692132866,1
82.0,27,4.065758344168653,1
54.0,25,4.070326220001069,0
70.0,26,4.0827268969685475,1
65.0,25,4.150754122046859,0
72.0,26,4.1559260067402155,0
84.0,28,4.2466781649349885,1
45.0,27,4.247062690389409,0
59.0,27,4.257073618798573,1
27.0,26,4.2942476579178175,0
5.0,23,4.300407047886167,0
47.0,26,4.310501661229195,0
28.0,27,4.396271402632654,0
11.0,25,4.427847981652411,0
34.0,28,4.434801168974437,0
51.0,28,4.451322829529632,0
49.0,27,4.452468062967409,0
58.0,27,4.472361004881659,0
44.0,25,4.474274561472043,0
1.0,27,4.527910130900562,0
26.0,25,4.537045365707239,0
25.0,27,4.615595508577984,0
53.0,27,4.638028277513866,0
14.0,27,4.701940163671882,0
55.0,29,4.762619937218454,1
50.0,29,4.804843881286947,1
57.0,30,4.827029037592254,1
30.0,28,4.841648502958571,0
60.0,29,4.883158457763841,0
42.0,29,4.945028034103473,1
15.0,27,5.187252708624003,0
40.0,27,5.246628906447786,1
19.0,27,5.352477813158256,0
38.0,29,5.524915974056537,0
36.0,27,5.6859011285069085,0
48.0,29,5.692024703993313,1
37.0,31,6.153082039250679,1
10.0,27,6.2156283173368045,0
39.0,27,6.366279371378299,1
32.0,29,6.515978874733243,1
31.0,29,6.547378703993841,1
43.0,27,6.568633172127709,1
41.0,27,6.5732599326358,1
3.0,27,6.659283041584914,0
29.0,27,6.705130008534174,0
35.0,29,7.615870493411797,1
22.0,29,7.993323986665666,1
33.0,29,8.080364644230054,1
23.0,27,8.144655274015662,1
7.0,31,8.731063072361065,0
13.0,27,8.812514463651974,1
17.0,30,9.020252935993582,0
2.0,29,9.211603088889563,0
24.0,29,9.431541300511235,1
20.0,27,9.745161107036008,1
16.0,27,9.856640594887013,1
12.0,29,10.195841144226714,1
18.0,27,10.280939889549009,1
8.0,29,10.601741220167712,1
6.0,29,12.149016333958278,1
9.0,30,12.166502928657957,1
