woekers,ks,Ki,find
113.0,4,1.655792611486234,0
93.0,5,1.9700969411974212,0
90.0,6,2.2887631419241954,0
120.0,7,2.3643256213795563,1
111.0,8,2.4280517946536264,0
102.0,8,2.5760674281849774,0
115.0,9,2.6370601289987086,0
118.0,10,2.6632441217573666,1
100.0,10,2.6632441217573666,1
110.0,10,2.6921539072017797,0
97.0,10,2.6921539072017797,1
108.0,10,2.7065513581757523,0
105.0,10,2.770031171906396,0
112.0,11,2.8272103592939057,1
80.0,11,2.883369055519685,0
79.0,13,2.95148391875108,1
119.0,13,2.9874275335077383,1
95.0,14,3.0262126234488345,1
114.0,14,3.036588095501354,0
106.0,14,3.036588095501354,0
116.0,14,3.0459780428271523,1
96.0,13,3.0583378540583928,0
104.0,14,3.072399283514342,0
81.0,13,3.0795507761095076,0
101.0,14,3.0833088072116617,1
94.0,12,3.103661615737561,0
109.0,13,3.122311862828589,1
89.0,15,3.2123801691345166,0
103.0,16,3.29770382448379,0
117.0,17,3.30122471415371,1
56.0,17,3.578262561494192,0
4.0,14,3.615183022837301,0
84.0,19,3.6320388482063812,0
70.0,19,3.636816693499585,0
86.0,22,3.648382603531135,0
91.0,20,3.663660691035787,1
92.0,23,3.7464378064918713,1
75.0,23,3.782841491980823,0
87.0,21,3.795208680909946,1
99.0,24,3.8166662375309057,1
65.0,24,3.8997379207558067,0
67.0,26,3.9004364557568385,1
71.0,24,3.9144034401240333,0
78.0,24,3.9238972562924,0
98.0,28,3.930542755575968,1
23.0,18,3.9325439838209046,0
74.0,26,3.9573408867917887,0
88.0,27,3.969874685081579,1
69.0,26,3.9832770589308426,0
45.0,21,4.018028443286671,0
59.0,24,4.019023634628579,0
62.0,26,4.046369234347467,0
82.0,29,4.050296253851264,1
43.0,26,4.082232703105027,0
77.0,26,4.112677601362859,1
27.0,22,4.127934162508669,0
68.0,26,4.16825465920512,1
11.0,23,4.207910010244664,0
60.0,26,4.21216098068201,0
83.0,33,4.231012370828327,1
57.0,26,4.267587554692708,0
76.0,32,4.299260111810046,1
1.0,22,4.300150920155323,0
42.0,29,4.308687973782781,0
73.0,31,4.38174292887637,1
34.0,26,4.391625319188829,0
20.0,26,4.484451835245182,0
61.0,32,4.4901375324762425,1
12.0,25,4.529162666516992,0
30.0,30,4.578232261956462,0
39.0,33,4.7070183457915995,0
9.0,20,4.823705797790072,0
55.0,33,4.925118129746865,0
31.0,34,4.943908645628201,0
33.0,31,4.971430848467989,0
85.0,31,5.002424993923693,1
15.0,30,5.0654135713031,0
66.0,33,5.104296739364705,1
58.0,36,5.133824572230184,1
72.0,36,5.206525845490688,1
14.0,33,5.2352908036922985,0
18.0,35,5.264734608746614,0
63.0,31,5.393316515188025,1
52.0,33,5.435837033803602,1
48.0,33,5.652679493070449,1
64.0,36,5.67161794389979,1
53.0,35,5.681246955754812,1
36.0,35,5.681562804698682,0
32.0,33,5.715342006907327,0
38.0,33,5.920394501567093,0
51.0,35,6.214448644544168,1
50.0,36,6.296713855453207,1
49.0,33,6.670193808032823,1
29.0,31,6.761576940292322,0
54.0,35,6.891897285036919,1
44.0,33,7.27400348066989,1
41.0,33,7.4304250711614435,0
46.0,35,8.03609491095697,1
37.0,37,8.592905091491273,1
47.0,33,8.865555595161348,1
17.0,35,9.072483333327536,0
2.0,36,9.112394165079362,0
40.0,35,9.454150908708927,1
35.0,37,10.475397848905867,1
28.0,33,13.996023078131355,1
26.0,35,14.012024145377119,1
25.0,35,14.715349776507795,1
22.0,33,14.957753289832826,1
21.0,33,14.984810682290908,1
24.0,35,16.34475158138286,1
19.0,33,18.18850573510782,1
16.0,35,18.67743967722044,1
8.0,33,24.263406689002696,1
13.0,35,24.68504356385782,1
10.0,33,25.24769711051264,1
7.0,33,25.77260224325512,1
5.0,35,27.111767590401676,1
6.0,33,28.967631430595556,1
3.0,33,28.980072194001707,1
