woekers,ks,Ki,find
100.0,8,2.3489397920461794,0
119.0,8,2.39170087876526,0
97.0,9,2.466722827702563,0
117.0,10,2.572083343360389,0
113.0,10,2.6691613505808682,1
99.0,11,2.744283299891949,0
112.0,12,2.810643891867689,1
105.0,12,2.8611919503033736,1
120.0,13,2.886578112990085,0
118.0,14,2.908555579981602,1
115.0,13,2.9116799089733743,0
108.0,13,2.949617083975056,0
114.0,15,3.038326052257457,1
106.0,16,3.0639245043574554,0
110.0,17,3.162069747842251,1
116.0,17,3.162069747842251,1
103.0,16,3.1771784288987694,0
92.0,18,3.270397610479791,0
104.0,19,3.2807029258450453,1
93.0,18,3.2871120097836006,1
95.0,21,3.3469272973745525,1
79.0,20,3.3473820495659727,1
109.0,20,3.358089096817881,1
76.0,19,3.4364512608878965,0
73.0,19,3.4381498473482406,0
87.0,19,3.466632835751442,0
111.0,21,3.478214409137675,1
64.0,19,3.5073832123149598,0
102.0,21,3.5262192717018808,1
101.0,22,3.5293255345082652,0
80.0,22,3.5379031997594863,1
61.0,22,3.5841871266381244,0
90.0,23,3.5883973404326737,1
89.0,23,3.5923954370602202,0
82.0,23,3.6410976747530217,0
96.0,25,3.6441530878023425,0
43.0,22,3.669542266304765,0
52.0,21,3.6733301343911586,0
86.0,25,3.684079835751189,0
63.0,23,3.7160947767654973,0
85.0,25,3.71708214551572,0
98.0,27,3.7616245782619737,0
68.0,27,3.8209805919619138,0
91.0,27,3.883740923623326,1
83.0,27,3.918344611349397,0
40.0,24,3.9198320817927277,0
21.0,23,3.958793246961368,0
88.0,31,3.991601214162907,1
70.0,27,3.9997368987382407,0
67.0,31,4.01014603718378,1
75.0,32,4.0263989658856,0
23.0,22,4.0482670764952235,0
71.0,30,4.082016393873644,0
94.0,33,4.120033065223268,1
59.0,32,4.144635501164517,0
77.0,31,4.191436279695051,1
81.0,34,4.208307759083382,1
57.0,31,4.245616012735396,0
27.0,27,4.315950762441648,0
47.0,28,4.323806906528528,0
5.0,26,4.339142331318876,0
34.0,31,4.357090943681248,0
42.0,31,4.374022347499178,0
49.0,34,4.374609469174276,0
74.0,37,4.393435989737211,1
26.0,27,4.429037700208745,0
44.0,31,4.431633118337014,0
69.0,37,4.436191735950047,1
20.0,31,4.491035279923947,0
84.0,32,4.493105139364549,1
45.0,29,4.632609820511393,0
51.0,35,4.633338064323868,0
1.0,31,4.649651598628039,0
35.0,27,4.690062616738061,0
14.0,31,4.7016640183099785,0
78.0,36,4.715347631731707,1
25.0,35,4.747955632789219,0
62.0,38,4.749917451830893,1
13.0,34,4.844251956946154,0
12.0,27,4.994839537701476,0
66.0,37,5.2262222215063705,1
72.0,38,5.351663774015261,1
60.0,37,5.572450227508609,1
58.0,37,5.615103097321288,1
32.0,37,5.820032397110808,0
48.0,39,5.829350611392566,1
53.0,37,5.97148082581267,1
55.0,37,6.013167889968939,1
38.0,39,6.047324166691656,0
65.0,37,6.053949824946031,1
10.0,37,6.209582590766836,0
50.0,39,6.367729147580016,1
56.0,37,6.531808264362849,1
54.0,37,7.314635785830755,1
41.0,39,7.514402051700634,0
46.0,39,8.373743002853347,1
37.0,38,8.780880368776634,1
17.0,37,9.099331985153793,0
2.0,39,9.153548612687175,0
36.0,39,10.300600486959583,1
39.0,37,11.003112618477635,1
30.0,39,11.317357660738208,1
33.0,39,11.922457008989062,1
31.0,39,12.678093222791459,1
28.0,39,14.257643546568307,1
22.0,39,15.74077122193073,1
24.0,39,16.41090733189363,1
29.0,39,16.65436168890859,1
18.0,39,16.95888379607584,1
19.0,39,18.272143787002616,1
16.0,39,19.101877890608353,1
11.0,39,21.711023945180145,1
15.0,39,22.04435775855391,1
8.0,37,24.206929527849148,1
7.0,39,25.851938116741827,1
9.0,39,26.358449746866395,1
6.0,39,29.055051660956735,1
4.0,39,33.90207285682333,1
3.0,39,33.90210338706012,1
