woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
118.0,2,1.5119515752603436,0
97.0,3,1.8585251655403163,0
116.0,4,2.1484344131667874,0
111.0,4,2.1654740699932185,0
112.0,4,2.180703673735573,0
105.0,4,2.2110159846437902,0
99.0,4,2.213363406795894,0
90.0,4,2.2178596902178485,0
117.0,5,2.316670531477394,0
108.0,5,2.440339671428027,0
93.0,5,2.4495504582117085,1
120.0,6,2.5241424575087477,1
114.0,7,2.62683075075853,0
115.0,7,2.6383487895058586,1
109.0,7,2.644566228485482,0
119.0,8,2.686504129574813,0
102.0,7,2.6962940226096284,0
106.0,8,2.7087300108602297,0
95.0,9,2.7762424319056747,0
110.0,9,2.797165986873425,0
100.0,10,2.8373974688914743,1
103.0,10,2.8884785333699132,0
113.0,9,2.8903717578961645,1
101.0,11,2.985922380119165,1
91.0,10,3.0171586023997405,1
104.0,12,3.0889297146447863,1
79.0,12,3.106895719257818,0
80.0,11,3.1231211793510547,0
82.0,13,3.209527314041281,0
94.0,12,3.2331824955335122,0
92.0,15,3.338604148241572,0
96.0,14,3.349196933591262,0
86.0,15,3.3560905559103658,0
84.0,14,3.4666223343258533,0
61.0,16,3.4806808216054117,0
52.0,13,3.4955305998410395,0
73.0,15,3.496090159381322,1
98.0,17,3.5019061009892436,1
87.0,18,3.552188219863278,0
68.0,18,3.5599325315092782,0
67.0,21,3.571612833532498,0
89.0,18,3.582281812958769,0
77.0,18,3.611571511166582,0
56.0,15,3.6225107572175155,0
75.0,21,3.6853785969296418,0
40.0,15,3.715603998511008,0
78.0,18,3.7349015802003467,0
43.0,17,3.741399410698304,0
81.0,21,3.7424111083478895,1
21.0,15,3.7506269194298163,0
4.0,13,3.7538507406849675,0
64.0,18,3.7626652581162743,0
66.0,21,3.7695111280608993,0
63.0,19,3.7726987191658012,0
88.0,24,3.78552911120772,0
74.0,21,3.830011981584496,0
71.0,24,3.84435276319726,0
83.0,26,3.8815595433123606,1
22.0,18,3.8898905802238217,0
62.0,23,3.916807843926506,0
45.0,18,3.917295897696416,0
69.0,25,3.9826490026609864,0
85.0,26,4.026817828474935,0
50.0,21,4.03642017599943,0
72.0,21,4.043964321909602,0
76.0,21,4.045537902070433,1
65.0,26,4.06307287514415,0
47.0,20,4.087715423779808,0
27.0,21,4.118269652481737,0
59.0,21,4.166482535693563,1
57.0,21,4.168778855057205,0
42.0,21,4.170612140077193,0
34.0,21,4.192394169930343,0
53.0,26,4.262340014651514,0
28.0,21,4.286444014803868,0
51.0,21,4.336528949778671,0
70.0,21,4.386099721924361,1
25.0,21,4.395250795316672,0
14.0,21,4.420982820545435,0
44.0,24,4.422997529685024,0
30.0,27,4.642542360226932,0
58.0,31,4.692365410233737,1
39.0,28,4.731704377559879,0
13.0,21,4.7580736700829345,0
18.0,26,4.795008080862102,0
55.0,29,4.889295209836183,0
12.0,22,4.912675951603349,0
48.0,26,5.001747417875497,0
15.0,26,5.125168253348786,0
60.0,31,5.187094155332732,1
6.0,26,5.197337197879452,0
19.0,26,5.271304661649439,0
41.0,26,5.496259670400866,0
49.0,32,5.531965803533508,1
54.0,31,5.6422031969658315,1
38.0,26,5.645496097080834,0
3.0,28,5.6825978724280795,0
29.0,26,5.708358612556228,0
10.0,29,5.82600717616564,0
32.0,26,6.099478359846446,0
46.0,26,6.232978924007953,1
37.0,26,6.28728243220454,1
17.0,30,7.890754044934971,0
31.0,31,7.957984643122156,1
16.0,26,8.298379396484115,0
35.0,32,8.38332805819098,1
36.0,31,8.997790753905932,1
20.0,26,9.25579495325203,1
23.0,32,10.593418316866984,1
33.0,32,10.899506292615934,1
11.0,32,10.936689850535405,1
26.0,32,11.154773588476665,1
9.0,32,13.409555325340547,1
8.0,26,14.785219602808104,1
24.0,32,15.241481209895248,1
5.0,32,15.798255216230935,1
2.0,32,17.29555724205412,1
7.0,31,18.814183486836576,1
1.0,32,18.853251758372725,1
