woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
113.0,2,1.165377984980371,0
93.0,3,1.8585251655403163,0
111.0,3,1.9221560553457797,0
105.0,3,1.9406766911859545,0
100.0,4,2.061257719594398,0
117.0,5,2.2255097530804164,0
118.0,5,2.2255097530804164,0
90.0,4,2.260120461478943,0
120.0,6,2.395782534084841,0
97.0,6,2.395782534084841,1
112.0,7,2.5411456415013456,0
99.0,7,2.581984657008479,0
108.0,8,2.7068631760842052,0
95.0,9,2.7125199586216144,0
116.0,9,2.7362210780689065,1
106.0,10,2.7980759052319177,0
80.0,9,2.811706591523846,0
115.0,10,2.862791951668709,1
103.0,10,2.866656485569469,0
109.0,11,2.968348686236342,1
119.0,12,2.9788800101782957,1
114.0,12,3.001068132104093,1
110.0,13,3.016616516170031,0
91.0,11,3.027273386968714,0
101.0,12,3.0373129784389308,0
79.0,13,3.0708211654236237,0
104.0,14,3.1213894876944437,0
81.0,14,3.215793691751625,0
102.0,14,3.264587253157602,1
67.0,17,3.2709477127331663,0
73.0,15,3.3217357929589015,0
76.0,15,3.410342719896839,0
96.0,18,3.432992656706693,0
98.0,19,3.451331271450221,0
64.0,15,3.4723393999484022,0
87.0,17,3.5077668469103864,1
89.0,19,3.5128350144285303,0
86.0,19,3.5150161623566336,1
82.0,19,3.5765722133768163,0
56.0,16,3.5984257972005134,0
52.0,16,3.6188420892117197,0
40.0,15,3.6404636099487613,0
92.0,23,3.6430351483660273,1
75.0,21,3.688605034798427,0
66.0,19,3.6898126116224956,0
21.0,15,3.6926430723880417,0
62.0,21,3.7538410527042902,0
94.0,20,3.7704075781530104,1
70.0,17,3.7807720480248,0
83.0,21,3.7905148753615965,0
46.0,21,3.809957706739553,0
88.0,21,3.861644243317948,1
45.0,20,3.898246912764268,0
84.0,21,3.9031961519057568,1
71.0,21,3.9081295961107916,1
68.0,21,3.927525572451758,1
69.0,25,3.9418406538839887,0
78.0,21,3.958454861167385,0
85.0,26,4.001356815675,0
72.0,21,4.032266417490805,0
59.0,25,4.0328133589740895,0
77.0,25,4.0419012211965475,1
50.0,21,4.055593360415885,0
42.0,21,4.069749681766978,0
74.0,27,4.084573367656322,0
20.0,19,4.089215471527332,0
54.0,25,4.096014806074258,0
9.0,19,4.121709571491203,0
11.0,21,4.122406098440542,0
22.0,22,4.132542789322946,0
44.0,21,4.148992322399249,0
47.0,21,4.189712994589499,0
61.0,25,4.233072968847189,1
27.0,25,4.246505836967662,0
58.0,25,4.24911369014164,0
1.0,21,4.365612147455933,0
53.0,26,4.390702232141892,0
65.0,25,4.408283272143066,0
14.0,24,4.418867147798912,0
51.0,27,4.4313017632278715,0
30.0,25,4.437489259427215,0
39.0,25,4.477713112239688,0
34.0,25,4.4802762040273825,0
28.0,25,4.50196454694382,0
26.0,25,4.545424965301318,0
25.0,27,4.566349295297288,0
49.0,25,4.597442230208655,0
63.0,28,4.651259901189187,1
33.0,25,4.677604270441294,0
13.0,27,4.748274094016633,0
57.0,25,4.840251338764906,1
48.0,25,5.039483860699999,0
12.0,26,5.050227710097572,0
60.0,27,5.066488291754579,1
19.0,25,5.076704177159398,0
55.0,28,5.078907984519486,0
31.0,25,5.478179520890067,0
18.0,25,6.497232071723373,0
43.0,25,6.498989635349144,1
10.0,25,6.528172705560775,0
37.0,27,7.091559068742984,1
29.0,28,7.231538843044166,0
38.0,25,7.239074715599298,1
35.0,25,7.333838258193934,1
41.0,27,7.51309017433576,0
24.0,27,7.86153760631252,0
36.0,28,8.337199844898281,1
32.0,27,9.220309698216678,1
23.0,25,9.26286716034352,1
8.0,28,10.814544821075636,0
15.0,28,11.608763516142124,1
16.0,28,12.922838659912436,1
5.0,25,13.709997124520312,1
17.0,28,13.862379116251994,1
4.0,28,15.233561580068491,1
7.0,28,15.288400852789309,1
6.0,28,16.46284705714527,1
3.0,28,17.57958941665782,1
2.0,28,17.62869727425645,1
