Acc,Pre,Rec,f1_score
0.7545,0.5208819714656291,0.9449411764705883,0.671571906354515
0.744875,0.5391450528338136,0.9484579636670891,0.6874904302557036
0.786125,0.5915915915915916,0.9676627097830536,0.7342755086193509
0.817125,0.6790152403282532,0.968561872909699,0.7983459682977256
0.778625,0.6016299137104506,0.9583810614738449,0.7392136651450448
0.80675,0.6856216216216217,0.9718050873429359,0.8040060851926978
0.716125,0.48519417475728155,0.9302000930665426,0.637741266549689
0.80975,0.6437256809338522,0.9789201183431953,0.7767018779342723
0.709625,0.49670679082443786,0.9533565823888405,0.6531282663879349
0.77525,0.5653423941453215,0.9412532637075718,0.7064010450685826
0.761875,0.5540304467182431,0.9495295124037639,0.6997635933806148
0.807375,0.6748042376784892,0.9578293559986923,0.7917848939332524
0.810125,0.6634682892581325,0.9722222222222222,0.7887049659201557
0.769875,0.5927066066777172,0.9538871951219512,0.7311231196144296
0.679375,0.4515543453596551,0.930776426566885,0.6080977845683728
0.803625,0.6167864476386037,0.9685610640870617,0.7536459150070566
0.816125,0.6548562933597621,0.9713340683572216,0.7822998372058606
0.67475,0.43583868010999083,0.931439764936337,0.5938182953481111
0.70275,0.4785804816223067,0.8546853779990946,0.6135846603834904
0.7935,0.648599407879754,0.9631383158606696,0.7751769188894937
0.76375,0.5587734241908007,0.967551622418879,0.7084233261339093
0.6415,0.3686122547832405,0.8536174985978687,0.5148849797023004
0.844125,0.7119787900698964,0.9827012641383899,0.8257162823200559
0.7675,0.5645765675743193,0.9507782919646613,0.7084639498432601
0.732,0.5364826941066417,0.9340390879478827,0.6815210932857992
0.73125,0.47436898256570387,0.9334357398873528,0.6290545203588682
0.79325,0.6226095376422174,0.9643794525684289,0.7566931450426596
0.642625,0.412255012390178,0.8798076923076923,0.5614358030372756
0.8195,0.6877560309512972,0.9767291531997414,0.8071581196581197
0.706375,0.4809917355371901,0.9309872029250457,0.6342830453059318
