Acc,Pre,Rec,f1_score
0.6285,0.40972074184608825,0.9044705882352941,0.5639671361502347
0.660625,0.46326013513513514,0.9269117025771019,0.6177671406447981
0.644,0.46011424069332285,0.9562013917314777,0.6212765957446809
0.7185,0.5742454728370221,0.954515050167224,0.7170854271356784
0.666875,0.4953365774533658,0.9327987781596029,0.6470666136935506
0.749125,0.6243564356435644,0.966288691388293,0.7585709130277878
0.66575,0.4405705229793978,0.9055374592833876,0.5927505330490406
0.664,0.5015816528272045,0.9382396449704142,0.6536975006441639
0.653875,0.45001052410018944,0.9319965126416739,0.6069552874378993
0.687875,0.4773400136643134,0.9120974760661444,0.6267005531469577
0.69325,0.48715108551174124,0.9405474764756202,0.6418563922942206
0.731125,0.593762907889302,0.9398496240601504,0.7277559802556639
0.713625,0.5628646147656408,0.9595336076817559,0.7095219982249272
0.718375,0.5404403749727491,0.9447408536585366,0.6875606711967827
0.597125,0.3902932254802831,0.9027128157156221,0.5449668219680927
0.671125,0.4841101694915254,0.9209995969367191,0.6346340786001945
0.746125,0.5758575197889182,0.9625137816979051,0.7205943045810979
0.602,0.3818783616052958,0.9040156709108716,0.5369400814426992
0.6445,0.4325759184540242,0.9221367134449977,0.5888985255854293
0.731,0.583732057416268,0.9489347311464322,0.7228232869654818
0.62375,0.4360056258790436,0.9144542772861357,0.5904761904761905
0.5755,0.32822151224707136,0.8642736960179472,0.47576412472985485
0.75975,0.6151721206969826,0.9630738522954092,0.7507780082987551
0.69725,0.4949449561896203,0.9267984854859066,0.6452841241944932
0.676,0.48554421768707484,0.9299674267100977,0.6379888268156425
0.652125,0.4057674841053588,0.9150025601638505,0.5622148812332862
0.67625,0.5077824944410754,0.9418822647169104,0.6598371421066457
0.629125,0.4046441625456891,0.9048076923076923,0.5592036844451048
0.737125,0.5996781331723999,0.9634776987718164,0.7392436453812771
0.61675,0.40907207953603975,0.9026508226691042,0.5629988597491448
