woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
113.0,2,1.165377984980371,0
100.0,3,1.8585251655403163,0
117.0,3,1.8585251655403163,0
97.0,4,2.061257719594398,0
93.0,5,2.2255097530804164,0
118.0,5,2.2255097530804164,0
111.0,5,2.2770458456503233,0
105.0,5,2.322587760300895,0
99.0,6,2.4693613562529846,0
120.0,7,2.5411456415013456,0
112.0,7,2.5670581754336386,0
108.0,8,2.6184380424125226,1
95.0,8,2.6184380424125226,0
115.0,7,2.6312922207676266,0
109.0,8,2.680099650428522,0
106.0,9,2.7125199586216144,0
116.0,9,2.7125199586216144,0
119.0,10,2.8203017865173345,1
102.0,9,2.8319901840183457,0
114.0,10,2.835593498203375,0
101.0,11,2.8875672329961377,1
80.0,10,2.891504261211591,0
103.0,11,2.950977212014406,0
110.0,12,2.995323943600713,1
104.0,12,3.0026233433112894,0
79.0,12,3.0307998115868555,1
91.0,11,3.0428360987659024,0
96.0,13,3.2093256042514677,0
81.0,14,3.2804757274193337,1
89.0,14,3.301874721124889,0
94.0,13,3.3075712877670567,0
90.0,15,3.317824039531593,1
86.0,16,3.372475762812411,0
67.0,17,3.3979849068634342,0
92.0,17,3.438178337277409,0
64.0,14,3.4762683214074137,0
52.0,13,3.4795005193570896,0
98.0,19,3.519025455782402,0
70.0,14,3.5212212403939676,0
84.0,16,3.542162934138248,0
73.0,16,3.559306524651719,1
56.0,16,3.5818622399338853,0
87.0,17,3.585592470907526,0
82.0,19,3.602802950437339,1
76.0,16,3.6179782483721175,1
43.0,17,3.626153778114256,0
75.0,19,3.6465394724425653,0
66.0,17,3.6740552804921505,0
4.0,14,3.689481808927831,0
88.0,17,3.694971103632877,0
21.0,16,3.730948518559944,0
83.0,19,3.7314086847612846,0
68.0,20,3.760638583484976,1
71.0,19,3.7609508335738475,0
22.0,16,3.8065389763887003,0
77.0,24,3.8172567859739566,0
40.0,17,3.8259564171065494,0
61.0,19,3.853239287388293,1
78.0,19,3.879257375600138,0
74.0,23,3.893228758397551,0
45.0,19,3.9173722853120885,0
69.0,19,3.940562481899313,1
62.0,20,3.9713785161380084,0
72.0,19,3.979002597996231,0
42.0,19,4.00558365938699,0
50.0,19,4.021283526772029,0
46.0,17,4.120938977497534,0
57.0,19,4.149583549277137,0
58.0,19,4.157099272047192,0
9.0,17,4.163148565231155,0
11.0,19,4.180225430163464,0
35.0,19,4.1933354020295965,0
23.0,16,4.194718607117323,0
28.0,22,4.261620481514546,0
59.0,21,4.28140827881391,0
20.0,19,4.299513547497892,0
44.0,19,4.300487111292253,0
5.0,18,4.322323214892772,0
51.0,19,4.3336928801845245,0
1.0,19,4.3485289062750585,0
53.0,19,4.38101330719691,0
37.0,19,4.395540754034469,0
25.0,19,4.456939618666051,0
14.0,22,4.472685192252668,0
85.0,17,4.48856155316671,1
39.0,22,4.53544161142848,0
65.0,22,4.550016087925845,1
63.0,19,4.61685881861437,1
26.0,19,4.6295648511187775,0
60.0,19,4.649752282527089,0
49.0,23,4.673860267109289,0
33.0,19,4.7377669091081565,0
12.0,19,4.8964420659676815,0
54.0,19,5.057149313455492,1
55.0,22,5.143256937157283,0
48.0,22,5.20984806500617,0
6.0,19,5.252675521431454,0
19.0,22,5.375611235534979,0
31.0,22,5.439486303056658,0
38.0,24,5.684405094126384,0
10.0,19,6.132563646879233,0
18.0,24,6.482112952783122,0
3.0,19,6.649286528575713,0
32.0,22,6.665900415281363,0
47.0,19,6.865913916050218,1
29.0,19,7.188026776656656,0
34.0,21,7.192816392197859,1
36.0,19,7.195948039146685,1
41.0,22,7.2568819722286575,0
30.0,24,7.398943409050791,1
7.0,24,8.780792343491841,0
16.0,24,8.92134075804375,1
27.0,22,9.11089704246822,1
13.0,22,9.342255811649018,1
15.0,19,10.033751741377944,0
17.0,22,10.832522779675068,0
8.0,19,10.91649476691158,0
24.0,19,12.196401976641539,0
2.0,22,12.274646406085187,0
