woekers,ks,Ki,find
107.0,2,0.9626454309262886,1
100.0,3,1.714684129314426,0
93.0,4,2.061257719594398,0
113.0,4,2.1349200769728274,1
97.0,5,2.2255097530804164,0
116.0,5,2.2255097530804164,0
118.0,5,2.2255097530804164,0
105.0,5,2.322587760300895,0
99.0,5,2.324935182452999,0
112.0,6,2.425376969780006,0
108.0,6,2.497857014004079,0
120.0,7,2.5411456415013456,0
95.0,8,2.6184380424125226,0
106.0,8,2.6184380424125226,0
90.0,7,2.652170005145861,0
109.0,8,2.680099650428522,0
101.0,9,2.7249846501428774,0
80.0,9,2.791395106653339,0
114.0,10,2.835593498203375,0
115.0,9,2.8535793465048407,0
102.0,10,2.8922578408568764,0
110.0,11,2.8975013346045007,0
119.0,11,2.8975013346045007,0
104.0,12,2.976595162333263,0
117.0,13,3.0533977997585393,1
79.0,13,3.0708211654236237,0
111.0,13,3.170310752881817,1
103.0,14,3.1994434610961577,1
92.0,16,3.2554206304855082,0
76.0,14,3.2687892578047664,0
81.0,16,3.297856799855949,0
96.0,15,3.2987259583284736,0
89.0,16,3.3123287175332576,0
94.0,14,3.3237179653304283,0
52.0,14,3.384137287085057,0
86.0,17,3.40290098726697,1
91.0,16,3.4203735120307943,1
84.0,16,3.4663876126292097,0
68.0,17,3.488281518563379,0
70.0,14,3.4950140824200027,0
43.0,16,3.514988216933485,0
87.0,16,3.523682477182218,1
67.0,19,3.5361187452377925,0
98.0,18,3.5580982320905554,0
4.0,14,3.610570515246742,0
56.0,16,3.6177737145214355,0
64.0,16,3.649643516716111,0
66.0,17,3.6532130814796524,0
75.0,20,3.6871526104988286,0
40.0,16,3.7282308446830905,0
63.0,20,3.7347729293607497,0
21.0,16,3.738962318930578,0
88.0,18,3.7412278225409996,0
83.0,20,3.7565208408705217,0
22.0,16,3.795936481087713,0
71.0,20,3.8022797854490467,0
77.0,20,3.8023017524381286,1
74.0,20,3.802961734567427,0
69.0,20,3.8169340373607694,0
82.0,20,3.8775452078297503,1
78.0,20,3.885322836616071,0
47.0,18,3.9097429342568417,0
85.0,20,3.923452783306911,0
54.0,18,3.925149133252949,0
72.0,20,3.966281502511168,0
62.0,20,3.9713785161380084,0
61.0,20,4.010333936576648,1
73.0,20,4.023201310265997,1
45.0,22,4.03818276187714,0
42.0,21,4.090495597947726,0
46.0,17,4.10785185540517,0
50.0,25,4.1262809799904225,0
58.0,24,4.14038490991333,0
23.0,16,4.1648748509173155,0
57.0,25,4.203422944008736,0
27.0,20,4.216561418574046,0
28.0,20,4.24289178717756,0
20.0,20,4.245765225346333,0
11.0,20,4.248163278901269,0
51.0,20,4.295503084365231,0
1.0,18,4.296041345285634,0
5.0,18,4.300386736856778,0
65.0,20,4.321757002273408,0
59.0,23,4.326249606383985,0
35.0,20,4.340331753383148,0
14.0,20,4.396818581683691,0
49.0,25,4.4548880700720215,0
44.0,20,4.502494857360902,0
25.0,20,4.526625226005115,0
30.0,26,4.583621615762764,0
53.0,26,4.620869918000574,0
26.0,27,4.714941654810704,0
33.0,20,4.724197637971144,0
37.0,27,4.754372421771382,0
55.0,26,4.872433688978092,0
48.0,27,4.938088345604797,0
60.0,25,4.968211967278508,1
6.0,23,5.343529493054355,0
36.0,26,5.5415531524296116,0
31.0,26,5.543224972764583,0
38.0,28,5.693899167403349,0
32.0,27,6.505473626460985,0
18.0,28,6.587746616146178,0
3.0,26,6.6948451364831865,0
29.0,27,6.713314586697384,0
41.0,27,7.3509125727235824,0
34.0,27,7.9285388896688715,1
39.0,27,8.264861965761918,1
2.0,27,9.987023356265414,0
15.0,27,10.209468212658118,0
8.0,27,10.456598208607558,0
24.0,26,13.75164557267263,1
19.0,28,14.047224274450532,1
17.0,27,15.416356709103132,1
13.0,26,15.445625654473503,1
12.0,26,16.061024571434434,1
16.0,28,18.381187786895328,1
9.0,26,18.609368483374396,1
7.0,27,21.322626892145127,1
10.0,27,21.323579554342302,1
