workers,ks,KKKj,find
100.0,3,2.569636295779654,0
43.0,16,4.067575911673291,0
70.0,14,4.597545963265926,0
4.0,14,4.909251456959437,0
40.0,16,5.029813091164701,0
23.0,16,5.085582997034161,0
99.0,5,5.666865321258067,0
90.0,7,6.3039193685826795,0
109.0,8,6.322838973944983,0
110.0,11,6.624813268510246,0
107.0,2,7.375811402844939,1
92.0,16,8.904736324260542,0
63.0,20,9.368482779173608,0
108.0,6,9.500578153530832,0
76.0,14,10.026569890014255,0
42.0,21,10.580729864621802,0
62.0,20,10.881897059760599,0
46.0,17,10.96333765456323,0
93.0,4,11.308649738204668,0
112.0,6,11.326825939724865,0
119.0,11,11.64650582644845,0
80.0,9,11.7948840064737,0
101.0,9,11.889399363455372,0
81.0,16,11.908346568841878,0
94.0,14,11.92554314136729,0
56.0,16,12.120551133216559,0
52.0,14,12.190010639931664,0
21.0,16,12.201343573203864,0
72.0,20,12.35777039354745,0
66.0,17,12.508158812366814,0
35.0,20,12.606231405565516,0
50.0,25,12.822652583721032,0
20.0,20,12.902847514000955,0
59.0,23,12.955603073327227,0
113.0,4,13.12508252381769,1
116.0,5,13.184615502356543,0
97.0,5,13.186273458062427,0
118.0,5,13.195266387848356,0
105.0,5,13.250178986524507,0
120.0,7,13.404898503350154,0
95.0,8,13.446570760476037,0
114.0,10,13.592999177493258,0
115.0,9,13.61397270189235,0
106.0,8,13.683396932654853,0
79.0,13,13.749817622508484,0
102.0,10,13.865527619708512,0
96.0,15,13.900950054383976,0
104.0,12,13.9221698521203,0
117.0,13,13.97337531067476,1
86.0,17,13.981007891386007,1
84.0,16,14.013537888329981,0
68.0,17,14.03792561019424,0
111.0,13,14.051317194132224,1
67.0,19,14.060018723171861,0
103.0,14,14.069921283502989,1
64.0,16,14.143893029951897,0
89.0,16,14.1455750116433,0
75.0,20,14.161555036925137,0
83.0,20,14.214329215009926,0
91.0,16,14.218025785531665,1
22.0,16,14.23156665426886,0
71.0,20,14.238296701888787,0
87.0,16,14.286898343665705,1
98.0,18,14.309842265517018,0
54.0,18,14.319366490436291,0
45.0,22,14.402925898495852,0
88.0,18,14.431105779600598,0
58.0,24,14.471054068321967,0
74.0,20,14.472261857177415,0
77.0,20,14.472645897573816,1
69.0,20,14.481581501453702,0
82.0,20,14.522392364008919,1
78.0,20,14.527575856362478,0
28.0,20,14.53939907831245,0
11.0,20,14.54291026161766,0
47.0,18,14.544270420153804,0
85.0,20,14.55341325144179,0
1.0,18,14.565814649027562,0
65.0,20,14.591978536625389,0
61.0,20,14.611334020288632,1
73.0,20,14.619912269414387,1
14.0,20,14.641194982644375,0
25.0,20,14.72036618653617,0
57.0,25,14.740060025242885,0
27.0,20,14.747994843655473,0
51.0,20,14.80021212800075,0
5.0,18,14.80346143630627,0
26.0,27,14.845910472499604,0
33.0,20,14.86187905698586,0
49.0,25,14.907284810780762,0
44.0,20,14.939439709272184,0
30.0,26,14.992706498347768,0
53.0,26,15.01835650175501,0
37.0,27,15.107359677085288,0
55.0,26,15.18606228864102,0
48.0,27,15.229017707050163,0
60.0,25,15.249919374089911,1
6.0,23,15.273946214694305,0
36.0,26,15.631329032641318,0
31.0,26,15.633261322454729,0
38.0,28,15.73289295713857,0
32.0,27,16.27476048025718,0
18.0,28,16.328374538110495,0
3.0,26,16.401008153605297,0
29.0,27,16.41249852115171,0
41.0,27,16.83838638909397,0
34.0,27,17.223470655683165,1
39.0,27,17.447686039790355,1
2.0,27,18.595793633438692,0
15.0,27,18.744085274397758,0
8.0,27,18.908843534967392,0
24.0,26,21.10554172239332,1
19.0,28,21.30259416021638,1
17.0,27,22.215347916981237,1
13.0,26,22.234860326070354,1
12.0,26,22.645122932238735,1
16.0,28,24.191487416719475,1
9.0,26,24.343205975457934,1
7.0,27,25.91854104524326,1
10.0,27,25.928136629374112,1
