woekers,ks,Ki,find
113.0,4,1.655792611486234,0
107.0,5,1.8789361628004437,1
118.0,6,2.138333059508027,0
100.0,7,2.282174095733918,1
93.0,8,2.407831309874371,0
97.0,8,2.4460177992666576,1
120.0,8,2.4460177992666576,0
117.0,9,2.5194030855314757,0
111.0,9,2.570939178101383,0
109.0,9,2.602160304770263,0
105.0,9,2.616481092751955,1
112.0,10,2.745395647403005,0
116.0,11,2.7776649079717903,0
102.0,10,2.794426253991112,0
119.0,12,2.8563609948475053,0
108.0,11,2.866090041643473,0
99.0,12,2.9368917735310576,0
95.0,13,2.9601048219683332,1
110.0,13,2.9810283769360835,0
80.0,13,3.048408449733591,0
114.0,14,3.0781434720177225,1
104.0,15,3.1141951189683943,0
79.0,15,3.14237158724396,0
115.0,14,3.1460112757454106,1
101.0,16,3.210687389657801,1
89.0,15,3.2239238094338614,0
52.0,13,3.2769542909842873,0
103.0,17,3.2850664967765653,0
106.0,19,3.383246309628529,1
94.0,17,3.4118844958615635,0
92.0,19,3.4282426539688777,0
83.0,17,3.5077515899837404,0
67.0,21,3.5217954360197803,0
90.0,21,3.555599560076497,1
84.0,19,3.5758861115407,0
91.0,21,3.5848191576604567,1
87.0,20,3.591658777644586,1
40.0,17,3.6046583603618187,0
56.0,18,3.608245299825539,0
76.0,19,3.6124136048302637,0
98.0,22,3.6214403944900173,0
96.0,22,3.6734454263934095,1
21.0,17,3.6967781179684587,0
86.0,24,3.699086918961295,1
77.0,23,3.7718169354854516,0
22.0,18,3.77426524072198,0
75.0,24,3.8242528940359053,1
88.0,24,3.8280240816077375,0
78.0,22,3.843679944558385,0
4.0,18,3.862326130102139,0
74.0,26,3.867833507853029,0
85.0,26,3.8829571886483984,0
81.0,22,3.9450704544464137,1
45.0,22,4.027397633144034,0
68.0,26,4.059234548901525,1
82.0,28,4.068352928038764,1
69.0,26,4.134985275428636,1
54.0,26,4.168477770739006,0
73.0,29,4.172834800546776,1
50.0,26,4.178208774935512,0
1.0,22,4.1935979827030625,0
46.0,21,4.232865191993615,0
71.0,30,4.255840773793295,1
61.0,26,4.265715778095868,1
51.0,26,4.288178269932743,0
70.0,26,4.328664658994637,1
60.0,26,4.341504828041365,0
23.0,21,4.349853819774042,0
44.0,27,4.357613599444134,0
59.0,26,4.359049002469549,0
20.0,26,4.385023504789537,0
65.0,25,4.389900389953088,0
35.0,26,4.43371335126094,0
11.0,26,4.448396500576816,0
28.0,26,4.458864057139094,0
57.0,26,4.46048754288786,0
53.0,29,4.4706924769087255,0
30.0,26,4.576777192865702,0
72.0,30,4.622129174270246,1
25.0,26,4.654817788048276,0
39.0,30,4.659106172342615,0
58.0,31,4.663983985549777,1
66.0,29,4.666039900868872,1
14.0,26,4.718535455238687,0
62.0,29,4.743896732609097,1
37.0,26,4.7528490452111996,0
26.0,29,4.804246293202568,0
55.0,33,4.87040074826184,0
63.0,26,4.913140220429279,1
19.0,26,5.042914963040035,0
64.0,26,5.104142693610609,1
48.0,32,5.3641634408949255,0
6.0,26,5.377440709716847,0
31.0,29,5.531987651697589,0
49.0,32,5.69792588065416,1
3.0,30,6.288293435514479,0
32.0,30,6.3091218366533965,0
10.0,31,6.335251729370324,0
47.0,30,6.3854830120467305,1
41.0,30,6.437655350040695,0
38.0,30,7.268168966175757,1
42.0,30,7.570246568812344,1
34.0,33,7.8063182496345105,1
27.0,31,7.986324775366567,1
43.0,30,8.319428635963986,1
36.0,30,9.119970489163887,1
15.0,31,10.27854493419946,0
33.0,33,10.9568711749745,1
17.0,31,10.994216049840071,0
8.0,30,11.085121398649656,0
29.0,33,11.887052589440572,1
24.0,30,13.395949110724791,1
12.0,33,15.14543457853695,1
18.0,33,15.534533403253615,1
13.0,33,15.77944622366763,1
9.0,31,15.78949172206326,1
16.0,33,16.563442684504704,1
5.0,33,17.729828117987672,1
7.0,33,18.92553446055472,1
2.0,33,18.94191136788686,1
