workers,ks,KKKj,find
97.0,5,4.80563396455148,0
114.0,12,5.987418052630319,0
4.0,16,6.063763605075994,0
117.0,7,6.387887491529615,0
105.0,8,7.237303685592914,0
52.0,17,7.31657398175356,0
63.0,23,7.496946928895978,0
66.0,22,7.684278219353092,0
96.0,16,7.80234867512619,0
46.0,23,8.064970315418499,0
112.0,8,8.645673471188573,0
116.0,13,9.010549491431078,0
99.0,11,9.170744397639563,0
118.0,9,9.850292306118547,1
20.0,24,9.88997242381539,0
109.0,10,9.943309541311578,0
120.0,10,9.964606883700128,1
50.0,25,10.001492909418838,0
113.0,6,10.163772362957754,0
110.0,16,10.231770563097758,0
5.0,30,10.309145452752116,0
93.0,8,10.355554101015462,0
92.0,23,10.554307464333172,0
84.0,18,10.563835941364593,0
13.0,32,10.603880365857272,0
64.0,19,10.607805293641437,0
119.0,11,10.656724540249952,1
85.0,26,10.723785180880862,0
108.0,13,10.800886415036729,0
79.0,14,10.83258029369014,0
101.0,14,10.85057109463839,1
104.0,15,10.88124459035655,1
100.0,13,10.96209021249602,1
103.0,16,10.987037981925164,0
115.0,12,10.995916503196918,0
80.0,16,11.00988494165071,0
106.0,18,11.026833853839243,1
102.0,14,11.081269282156024,0
111.0,15,11.090704383019876,1
67.0,21,11.099964221075858,0
95.0,16,11.104188887783408,1
88.0,23,11.371692472609546,0
86.0,20,11.374576597567078,0
40.0,21,11.390402336700394,0
90.0,20,11.415029081494868,1
68.0,21,11.427316513526238,0
98.0,26,11.468703233309327,0
91.0,23,11.493574568978831,1
83.0,31,11.5019273510454,1
89.0,26,11.519760997776286,1
87.0,23,11.552313678648972,0
81.0,23,11.559477526068736,1
77.0,26,11.57526241916722,0
94.0,23,11.586370537563248,1
42.0,28,11.590232890120463,0
61.0,29,11.659016154842178,1
71.0,26,11.659402288625449,0
35.0,26,11.680796822981108,0
78.0,26,11.681019736698296,0
27.0,32,11.68959985744509,0
82.0,32,11.71445135446589,1
75.0,32,11.737557818108215,1
76.0,32,11.760494412950049,1
73.0,33,11.773674908837345,1
74.0,32,11.798673425730975,1
44.0,26,11.825208047143988,0
49.0,32,11.830514787770465,0
37.0,29,11.850945672025558,0
69.0,32,11.8544713109036,1
33.0,33,11.86006442698336,0
70.0,33,11.900959443226816,1
28.0,27,11.92933171920981,0
62.0,34,11.95837174619064,1
14.0,33,12.022549282658664,0
9.0,27,12.029986358647355,0
53.0,32,12.084459050097236,0
72.0,35,12.084827204870031,1
30.0,32,12.119243016831584,0
51.0,34,12.13764975111465,0
23.0,31,12.153993542648823,0
39.0,32,12.171543308893611,0
45.0,32,12.17460339363451,0
12.0,32,12.182898493619486,0
1.0,32,12.19899873651234,0
59.0,33,12.267326467364121,1
58.0,32,12.28069098413027,1
60.0,32,12.307656052217398,0
57.0,32,12.320261904455121,1
18.0,33,12.358947955892384,0
65.0,35,12.427256005974153,1
19.0,32,12.492644382360579,0
15.0,33,12.559596450918084,0
48.0,32,12.568263514496888,0
10.0,32,12.63050222133192,0
55.0,35,12.701446132115304,1
38.0,33,12.77524045153281,0
54.0,32,12.8390861197172,1
56.0,33,12.94052912263645,1
3.0,33,13.488190389651235,0
41.0,33,13.973723435715916,0
43.0,33,14.158711113369062,1
32.0,34,14.238845277380872,1
36.0,35,14.532879615068085,1
31.0,35,14.555756510480116,1
47.0,32,14.673206113854672,1
7.0,34,14.875608796969445,0
17.0,34,15.079822922480982,0
34.0,32,15.131353548832331,1
2.0,32,15.19418189072788,0
29.0,35,15.598863817244762,1
24.0,32,16.552518390025508,1
21.0,34,16.78669398968451,1
25.0,32,16.830212740130847,1
26.0,32,17.27086529815461,1
16.0,35,18.73403400314503,1
22.0,32,18.80344226241818,1
11.0,32,19.776540906299246,1
8.0,32,20.198453818948376,1
6.0,35,20.24316668888978,1
