woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
113.0,2,1.3092190212062613,0
100.0,3,1.714684129314426,0
93.0,4,2.061257719594398,0
97.0,4,2.061257719594398,0
111.0,4,2.1182054286482304,0
118.0,5,2.2255097530804164,1
105.0,5,2.322587760300895,0
99.0,5,2.324935182452999,0
116.0,6,2.395782534084841,0
117.0,7,2.5411456415013456,1
120.0,7,2.5411456415013456,0
112.0,7,2.5411456415013456,1
90.0,7,2.6031010388201157,0
104.0,8,2.6184380424125226,1
119.0,8,2.6184380424125226,0
115.0,7,2.6312922207676266,0
109.0,8,2.680099650428522,0
95.0,9,2.7125199586216144,0
80.0,8,2.7241421899604172,0
108.0,9,2.7249846501428774,1
114.0,9,2.782913240374462,0
110.0,11,2.9253970144187083,0
79.0,11,2.962727778803218,0
101.0,11,2.9766133372119477,1
73.0,10,3.0303924142736482,0
102.0,11,3.1076724265954,1
81.0,12,3.1264252677534747,0
96.0,13,3.169909629715498,0
91.0,12,3.175816129845515,0
94.0,13,3.286663979253568,0
67.0,15,3.301703049583024,0
82.0,14,3.3383258839487926,0
106.0,17,3.3746548374359993,1
76.0,14,3.3779031276814226,0
61.0,15,3.4212614089912963,0
103.0,17,3.4241753062130194,1
4.0,11,3.443742644234074,0
68.0,17,3.456667224306666,0
86.0,18,3.4879825517214957,0
89.0,17,3.5013717099433257,1
98.0,18,3.5060874626695337,0
88.0,17,3.5111770494280408,1
87.0,17,3.5299466243214197,0
92.0,20,3.5586701358320925,1
70.0,15,3.583403882412223,0
66.0,17,3.6135345642348966,0
22.0,15,3.7212908775050852,0
75.0,23,3.7607062385276726,1
77.0,22,3.7799639489506105,0
21.0,16,3.799981301686829,0
83.0,22,3.8173697346799442,0
71.0,20,3.8351460634653467,1
63.0,22,3.8670291951296782,0
47.0,18,3.9146478093019383,0
72.0,17,3.920918616150221,0
69.0,23,3.9210661864527814,0
74.0,23,3.922697457458415,1
84.0,23,3.923207554652476,1
78.0,22,3.929079815588642,0
54.0,20,3.95591969750091,0
42.0,20,3.956436304627979,0
45.0,22,3.9668054468918457,0
40.0,20,3.9700030694726616,0
65.0,22,4.01073531379779,0
85.0,27,4.027266866586766,1
62.0,23,4.091903063931368,0
23.0,14,4.0996192300477805,0
58.0,23,4.156319821474083,0
9.0,19,4.157932780034328,0
46.0,20,4.201693439339549,0
57.0,22,4.205142642195215,0
11.0,21,4.223431575859128,0
20.0,20,4.28611632195784,0
5.0,20,4.314662371128345,0
35.0,20,4.3266810991926645,0
34.0,25,4.343949168065605,0
28.0,24,4.388242181985505,0
51.0,23,4.436836801233138,0
1.0,21,4.458956273609825,0
25.0,23,4.491949472696911,0
13.0,24,4.527429707394092,0
49.0,26,4.528193565436613,0
12.0,23,4.529726432381576,0
14.0,23,4.552380044038779,0
39.0,26,4.672492998056061,0
52.0,23,4.720333972338609,1
31.0,23,4.763585208083756,0
60.0,23,4.795285526880763,1
33.0,22,4.814234052514696,0
59.0,27,4.818897494677859,1
18.0,23,4.8655626306706345,0
64.0,27,4.953834270092228,1
53.0,26,5.035669778976898,1
50.0,26,5.073426348644393,1
15.0,23,5.1120755896338785,0
55.0,23,5.129287211989423,0
6.0,25,5.2800790706997285,0
19.0,23,5.510731124903378,0
48.0,23,5.5344784702959995,1
56.0,23,5.680198265244959,1
36.0,23,5.702702105667295,0
38.0,23,5.749779177745702,0
41.0,27,6.135242909942688,1
43.0,26,6.431347112534528,1
44.0,26,6.647652721690305,1
3.0,23,6.667144096912765,0
37.0,27,6.710768086623806,1
32.0,28,6.784399399396017,0
30.0,23,6.893012666041584,1
27.0,28,7.291300857075446,1
17.0,27,9.01531751135182,0
2.0,26,9.317563331992284,0
16.0,23,9.5556819654113,0
7.0,27,9.610456959617428,0
29.0,23,10.737489654919681,1
24.0,27,11.623205295385576,1
26.0,27,11.968268115409492,1
8.0,27,15.789162639514142,1
10.0,27,15.789189611943474,1
