workers,ks,KKKj,find
105.0,6,5.391820514904785,0
115.0,7,6.4377496249498325,0
100.0,5,7.067672426245805,0
118.0,6,7.136499554983089,0
111.0,6,7.227923437514119,0
116.0,9,7.563408655457196,0
22.0,16,7.751950003376834,0
73.0,12,7.780733689031569,0
52.0,17,8.167952438854632,0
63.0,20,8.505200204682378,0
9.0,20,8.639462094498162,0
27.0,22,8.663235252320689,0
65.0,22,8.885249195660537,0
49.0,23,9.099228519761013,0
97.0,8,9.340348876992724,0
90.0,8,9.461869449191436,0
110.0,14,9.736880245847477,0
64.0,17,10.068672943105495,0
43.0,18,10.07374069932483,0
113.0,4,10.178001178046792,0
107.0,4,10.178004306340803,1
93.0,7,10.538824547186817,0
112.0,9,10.826217455912174,1
102.0,10,10.90105059779781,0
109.0,10,10.935284268832918,0
76.0,15,11.337594823778204,0
82.0,16,11.437002550365488,0
61.0,17,11.585103859601956,0
86.0,20,11.648173023144713,0
42.0,22,11.729185505639103,0
119.0,10,11.842281083712598,0
114.0,12,11.956676193696419,0
26.0,22,12.135103743786441,0
117.0,8,12.276670776485092,0
96.0,17,12.301749813622749,0
30.0,31,12.339046242615506,0
120.0,10,12.538443664245534,1
56.0,19,12.546987800270262,0
108.0,11,12.555932707354417,1
104.0,14,12.594338134409012,0
85.0,22,12.598227814161358,0
95.0,11,12.727581595497108,1
80.0,10,12.743194606218236,1
106.0,12,12.76269068285437,0
94.0,15,12.801451953816347,0
89.0,18,12.850210148541706,0
91.0,13,12.899947714283957,0
79.0,15,12.94622002247985,0
51.0,22,12.967180220809198,0
28.0,24,12.967370517253798,0
87.0,19,12.97280397593845,0
101.0,15,12.995757364531535,0
103.0,15,13.023850903361788,1
25.0,25,13.024361450326328,0
66.0,20,13.025572155529789,0
21.0,17,13.075855110945513,0
40.0,18,13.119542505540306,0
75.0,27,13.153981409171372,0
92.0,19,13.169176922413968,1
47.0,20,13.175665026356466,0
23.0,19,13.205816110379038,0
54.0,20,13.225496531934818,0
98.0,20,13.289084437247809,1
81.0,20,13.31028702568431,1
84.0,22,13.311264099592755,1
67.0,21,13.315191561295023,1
57.0,22,13.326721077103421,0
34.0,22,13.401249463875434,0
69.0,25,13.429591728808678,0
99.0,21,13.447476993350847,1
68.0,22,13.448360986338166,1
88.0,28,13.464018792977196,1
71.0,25,13.474001667619032,0
74.0,22,13.481154084245778,0
14.0,22,13.483719572436689,0
77.0,22,13.493797190393124,1
44.0,22,13.506055138335956,0
35.0,20,13.536925817323699,0
62.0,25,13.563642603227889,0
83.0,25,13.632895000376415,1
70.0,20,13.63693206479103,0
12.0,25,13.64047478026983,0
78.0,22,13.70119508753567,1
60.0,22,13.795838321768748,0
13.0,22,13.865211535344017,0
33.0,22,13.905251044960089,0
53.0,30,13.923460132078283,0
72.0,28,13.945636902338878,1
59.0,22,14.085378326304923,1
50.0,22,14.107254117172914,1
48.0,22,14.10751608384287,0
55.0,31,14.232381988475822,0
19.0,28,14.236456957659284,0
31.0,22,14.2436746946485,0
38.0,31,14.834583360201515,0
58.0,25,15.167266077615643,1
3.0,22,15.318742075625522,0
45.0,22,15.331805489523843,1
32.0,28,15.427968774100627,0
36.0,22,15.554981845204924,1
29.0,28,15.74574913785586,0
46.0,26,16.09667714468312,1
37.0,22,16.542038815896937,1
41.0,30,16.688752072498456,1
7.0,31,17.11179403341295,0
16.0,28,17.35535199534042,0
39.0,28,17.557751210026353,1
15.0,22,17.562982187192173,0
17.0,29,17.85627526444634,0
8.0,31,18.29721972657049,0
20.0,28,18.55406786940555,1
18.0,31,18.677602262333785,1
24.0,28,19.11251136958833,0
2.0,28,19.11604250873348,0
11.0,22,20.992998522318835,1
5.0,22,22.310073268074547,1
6.0,29,22.453807695227866,1
4.0,28,23.294697697794362,1
1.0,29,23.72349254143065,1
10.0,29,23.75958956463556,1
