woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
93.0,2,1.5119515752603436,0
113.0,2,1.5119515752603436,0
100.0,3,1.791759469228055,0
118.0,4,2.0451272884852876,1
111.0,5,2.229777204305335,0
105.0,5,2.2464918526299322,0
117.0,6,2.4078313098743713,0
119.0,6,2.4367410953187845,0
99.0,6,2.5049093170948495,0
115.0,6,2.5269646663185865,0
97.0,7,2.5516723461002617,0
114.0,7,2.5650338811706384,0
120.0,7,2.577058508786973,0
112.0,7,2.601217797422377,0
102.0,7,2.635840003509869,1
116.0,8,2.699957856034775,0
101.0,10,2.8683519771907475,0
108.0,10,2.936793377387869,0
80.0,10,3.008540572134791,0
104.0,12,3.0098177120373393,1
95.0,12,3.020418815862641,1
103.0,11,3.0353937760180667,0
64.0,9,3.058485258501965,0
110.0,13,3.0843355016175833,0
79.0,12,3.0919692376829775,0
94.0,12,3.105164996216287,0
109.0,12,3.148732960864848,1
89.0,13,3.2361332987930185,0
91.0,13,3.239851128116542,0
92.0,14,3.2427318409549666,0
81.0,13,3.2578309371021437,0
96.0,14,3.281464118989085,0
73.0,13,3.2959415919169412,0
90.0,15,3.357092341244213,1
82.0,14,3.3680936614481123,0
106.0,17,3.3746548374359993,1
70.0,13,3.3973877724786856,0
86.0,16,3.4331333366607284,1
98.0,17,3.4448512457091036,0
67.0,17,3.5160511811347517,0
56.0,14,3.541175542511507,0
68.0,18,3.5457117502305504,0
4.0,13,3.5542839961961947,0
21.0,13,3.5718953960058233,0
78.0,17,3.6335043726178538,0
63.0,17,3.6585573407176573,0
76.0,16,3.666710894142259,1
87.0,18,3.7374664303555454,0
83.0,20,3.762149165649027,0
85.0,21,3.7681018411184954,0
77.0,20,3.774701544713774,0
22.0,16,3.8379357491370705,0
88.0,26,3.8646969253603167,1
69.0,25,3.888461956208647,0
62.0,20,3.927296840688123,0
71.0,23,3.9341611406063173,0
75.0,26,3.979759829676886,1
84.0,20,3.992761049551004,1
40.0,18,3.996384554070135,0
59.0,23,4.0007558412383215,0
54.0,19,4.013976906499048,0
46.0,16,4.06360652077284,0
58.0,21,4.080188513968603,0
23.0,14,4.120702930275117,0
74.0,26,4.146381800356884,1
61.0,21,4.180581200060415,1
27.0,21,4.184341840494238,0
72.0,24,4.190874286249076,0
42.0,23,4.2035403789270696,0
50.0,26,4.208505485832114,0
35.0,20,4.277684639530619,0
34.0,26,4.331889596208891,0
5.0,20,4.336587640391131,0
44.0,20,4.338708461192745,0
65.0,22,4.3517176387021514,0
57.0,26,4.360165812094491,0
20.0,23,4.367203299749205,0
37.0,20,4.408043554346379,0
49.0,26,4.513171910474937,0
26.0,23,4.668523142376168,0
60.0,29,4.685788071542172,0
12.0,23,4.9539618663943745,0
66.0,26,5.02066458205678,1
52.0,27,5.056440849311583,1
55.0,27,5.292310956374488,0
48.0,26,5.331172507430329,0
53.0,27,5.427200787873014,1
31.0,26,5.511249092955306,0
19.0,27,5.52672171487561,0
51.0,26,5.583438782916264,1
36.0,24,5.732844948264594,0
10.0,26,6.361266336943471,0
18.0,27,6.542291364499783,0
29.0,26,6.720753681965816,0
45.0,26,6.874822937919505,1
47.0,29,7.223358715620744,1
41.0,27,7.3568114697896725,0
43.0,26,7.5657063242864835,1
39.0,26,8.842048595004195,1
38.0,29,9.326509614670572,1
30.0,29,9.514030814247391,1
25.0,26,9.562831787476743,1
7.0,27,9.637949391512741,0
16.0,27,9.737738756965815,0
2.0,29,10.140705922505315,0
32.0,29,10.163046776447773,1
15.0,26,10.190580984603713,0
33.0,29,10.537447736275219,1
28.0,28,10.70452380510521,1
17.0,28,10.954092244365595,0
8.0,27,11.097835932285816,0
13.0,29,15.652454683659593,1
24.0,29,16.237528982924466,1
11.0,26,16.270790921936698,1
14.0,29,16.627244779838247,1
6.0,29,19.737592203663784,1
9.0,29,20.876490268009018,1
3.0,26,24.94656078362301,1
1.0,29,25.001037554134907,1
