Acc,Pre,Rec,f1_score
0.426125,0.5443446210550564,0.47487942122186494,0.5072448212944081
0.443875,0.500863226549012,0.5856886496186631,0.5399648433460862
0.364625,0.4297551789077213,0.526170163707632,0.4731004457344253
0.3725,0.3659892029215624,0.6917767106842737,0.4787123572170301
0.44525,0.42345859768993005,0.7443523019731199,0.5398175031107425
0.4715,0.5867635189669088,0.5715408805031447,0.5790521704500199
0.346625,0.41598737838548516,0.34481255448997383,0.3770706709569777
0.461125,0.43411349791599874,0.7761536256807108,0.5568006579623728
0.30025,0.3161359188756449,0.5032568677428491,0.3883304195804196
0.647125,0.6502504173622704,0.7309406521229181,0.6882385422418553
0.349375,0.4123675525447282,0.5657769304099142,0.4770420978599417
0.425875,0.43631637578908283,0.6014845149731252,0.5057570214139675
0.413375,0.4170062986291219,0.5928364498288122,0.48961392060902664
0.305,0.3140123804164322,0.4679899357003075,0.37584193982936687
0.423,0.4686404363069731,0.560316721006055,0.5103945693678404
0.36575,0.42079388201019663,0.5497145575642245,0.47669141914191415
0.3875,0.46735825433732786,0.5761852260198457,0.5160971755875963
0.47525,0.4513145965548504,0.6798688882818902,0.5425021795989537
0.48325,0.49443458622358444,0.7539975399753998,0.5972330475448169
0.4095,0.43547140649149924,0.5557199211045365,0.48830155979202766
0.481625,0.5125394452748713,0.718008375988832,0.5981199728655878
0.398125,0.43268043056290806,0.6051332675222113,0.5045786603560037
0.339,0.33478893740902477,0.5299539170506913,0.4103479036574488
0.58025,0.5681265206812652,0.7892322549492998,0.6606709781729991
0.40675,0.38930976430976433,0.5008121277747699,0.4380771963059437
0.5815,0.6279251170046802,0.6909871244635193,0.6579485083776052
0.409375,0.36960985626283366,0.5209840810419681,0.43243243243243246
0.443875,0.4726775956284153,0.6254519161243673,0.5384375972611267
0.479125,0.4516329061595701,0.5907001892403352,0.5118894225137636
0.514875,0.4921579232017307,0.7195571955719557,0.5845198586875068
