workers,ks,sum_W,sum_W,find
92.0,6,10.285714285714283,4877.015992208261,0
106.0,6,10.285714285714283,1.8607609137353588e+16,0
38.0,7,11.999999999999996,1.860760913735386e+16,0
78.0,7,13.224489795918364,2883.2146995558337,0
103.0,7,11.999999999999996,557193383367.5778,0
104.0,7,11.999999999999996,14072.778709780989,0
64.0,8,13.71428571428571,1.8607609140352372e+16,0
100.0,8,13.71428571428571,3.843874901826314e+16,0
108.0,8,13.71428571428571,1837.6393932180333,0
109.0,9,20.081632653061224,557198726718.8944,1
29.0,10,187.06317585142676,406595.79496999545,0
33.0,11,29.184839650145772,225038017.96629792,0
46.0,12,30.612244897959187,557193440533.8204,0
82.0,12,31.248979591836736,3.843930643709073e+16,1
105.0,12,25.714285714285715,3.8439306211648456e+16,0
18.0,13,33.63118700541441,1.9831697074293868e+16,0
87.0,13,31.102040816326532,3.843874924369757e+16,0
91.0,13,32.22857142857143,3.8438749245652e+16,0
75.0,14,41.12886297376094,14670.842338670043,0
97.0,14,66.1804452226538,1.9832254270683064e+16,0
67.0,15,44.903130362349025,3.843874901867652e+16,0
86.0,15,40.695043731778426,557193434295.7494,1
99.0,15,41.25800916284881,3.84393064390669e+16,0
85.0,16,69.28959790563454,1.9831697074295212e+16,0
95.0,16,52.632069970845485,1.8607051946985804e+16,0
79.0,17,49.738475635152014,3.8438749021729464e+16,1
98.0,17,39.67346938775511,3.8439306437139064e+16,0
26.0,18,82.63498000419067,2798348.1359620863,0
84.0,18,52.89380091628488,1.9831697077717224e+16,0
96.0,18,48.38483965014577,1.8607609137422796e+16,1
74.0,19,51.274635568513126,1.860760936777681e+16,0
107.0,19,56.93527696793003,3.843930644242804e+16,1
80.0,20,69.89422434529827,1.9831697074295656e+16,0
102.0,20,69.6674404712322,1.9831697077317092e+16,0
83.0,21,69.69995835068718,3.843874902132614e+16,0
2.0,22,283.3770472682968,1.860705194673863e+16,0
32.0,22,99.80685179192822,1.8607051947428716e+16,0
71.0,23,64.39220991253644,1.983225449271736e+16,0
48.0,24,202.6647849122607,3.843930621444613e+16,0
58.0,24,17073929.464965448,3.843930644206983e+16,1
89.0,24,112.76144463616343,3.843930643714252e+16,1
88.0,24,181.13372638803102,3.843930621441877e+16,0
3.0,24,326.84639304965344,1.983225427007482e+16,0
37.0,25,644.2846465973877,1.8607609362851692e+16,0
52.0,25,1359.1611886791636,1.8607609143123336e+16,0
70.0,25,134.94390768215678,3.843930644202691e+16,0
81.0,25,130.9118191229844,3.843930643673693e+16,1
45.0,25,308.53855517374586,557193816478.2673,0
68.0,25,113.3967155667645,3.843930621512034e+16,0
24.0,25,189.87576526508434,3.843930621705589e+16,0
62.0,26,176.48342858669363,1.8607052174414676e+16,0
7.0,27,169.97271890737682,1.8607609362451692e+16,0
72.0,27,155.88228078765977,1.983225449312987e+16,0
77.0,27,119.95559501519644,3.843930643714939e+16,0
42.0,28,2156.2363886708968,1.9832254498065984e+16,0
4.0,29,650.1305418254292,3.8438749023635496e+16,0
57.0,29,137.03721665009292,3.8438749243311416e+16,0
31.0,29,1910.8014964026793,557418473817.4877,0
94.0,29,257.6080169812824,3.843930644204506e+16,0
10.0,29,2033.8183827285789,3.843930643904853e+16,0
35.0,29,6323.62939893359,3.843930644203719e+16,0
44.0,29,582.1662028238304,3.843874924566209e+16,0
59.0,29,785.679808138208,1.860760914313384e+16,0
