workers,ks,KKKj,find
118.0,8,7.272576838439273,0
90.0,12,7.624468403352895,0
52.0,19,8.172655270872154,0
67.0,19,8.187586126799362,0
4.0,20,8.324203709977319,0
99.0,9,8.925174414215023,0
97.0,10,9.043969077132205,0
70.0,19,9.641290229484781,0
21.0,22,10.827510908027024,0
94.0,14,11.524946924159302,0
92.0,23,11.792670739630166,0
64.0,21,11.922638713714974,0
63.0,25,12.010579776969951,0
50.0,28,12.179436738221366,0
49.0,33,12.662157120785063,0
115.0,9,15.178485373538027,0
27.0,25,16.296291021378586,0
11.0,25,16.351254623686845,0
1.0,27,16.52036510795707,0
117.0,11,17.323261370369977,0
104.0,16,17.620161514353104,0
35.0,25,17.83513065243259,0
43.0,23,18.010688035151237,0
105.0,7,18.241483039405907,1
42.0,26,18.26048933993331,0
120.0,8,18.328215317371594,1
54.0,31,18.391410958958385,0
100.0,10,18.417381026904916,1
111.0,11,18.510471396457973,0
112.0,11,18.52162204581751,0
20.0,26,18.529921579475715,0
102.0,12,18.61558948239486,0
108.0,12,18.61752649174797,0
119.0,13,18.643476575776795,1
116.0,14,18.686987128075028,0
101.0,16,18.80708711502237,0
110.0,17,18.8118159681078,0
79.0,16,18.829270339770943,0
103.0,17,18.89013029406171,0
113.0,14,18.946565257562277,1
114.0,15,18.97625821667596,1
93.0,15,18.979031404104315,1
61.0,18,19.004013115658488,0
95.0,16,19.012112177152947,1
98.0,21,19.0121528315461,0
80.0,16,19.072398274655512,0
82.0,21,19.08642962324803,0
109.0,18,19.12208703774048,1
96.0,24,19.12675269784236,0
68.0,24,19.1718895420621,0
106.0,20,19.18923787963947,1
91.0,18,19.19372774437261,0
56.0,23,19.22946308690753,0
76.0,19,19.277117048392086,0
89.0,21,19.307150835146246,0
86.0,25,19.38650083775834,1
46.0,27,19.41352057678874,0
85.0,31,19.421806666835565,0
87.0,24,19.43043579337722,0
81.0,24,19.462726945238842,1
88.0,26,19.50201258313919,1
77.0,26,19.51251574365032,0
83.0,26,19.52642818702632,0
66.0,24,19.529045944817017,0
57.0,30,19.55497260352785,0
74.0,30,19.57022052726282,0
75.0,31,19.578993148769875,0
71.0,31,19.612355736728215,0
58.0,31,19.618262881240277,0
62.0,26,19.63076912241658,0
34.0,31,19.646681461137597,0
59.0,34,19.7320814605234,0
84.0,26,19.757195671167956,1
69.0,36,19.772631925403466,1
44.0,26,19.781001198601846,0
73.0,31,19.78851521948171,1
26.0,31,19.80195962081482,0
47.0,31,19.876046799136784,0
78.0,25,19.876847913928987,1
28.0,30,19.898910522909553,0
51.0,31,19.951030962513304,0
31.0,35,19.9882134809017,0
14.0,31,20.03584569840089,0
39.0,31,20.037718226123882,0
12.0,32,20.128440813080847,0
33.0,36,20.156348457166782,0
60.0,29,20.170706847291296,0
13.0,31,20.28477199604538,0
55.0,37,20.31984865158802,0
18.0,37,20.3981441158147,0
72.0,37,20.44985691703541,1
15.0,35,20.46674388852433,0
19.0,36,20.466795628063803,0
48.0,37,20.606896033988246,1
10.0,37,20.68545720717213,0
53.0,38,20.727040649688004,1
65.0,37,20.92465096303654,1
29.0,37,21.944796918886155,0
45.0,38,21.969959776040348,1
41.0,37,22.00898341630088,0
38.0,38,22.021615848665263,0
37.0,37,22.46780688069725,1
40.0,38,22.72213240014186,1
7.0,38,22.832460488789117,0
17.0,37,23.019586939583597,0
36.0,37,23.72189450124296,1
30.0,37,24.44289252528504,1
32.0,37,24.615859981369297,1
24.0,38,25.298906393174953,0
2.0,38,25.299444614095194,0
25.0,37,26.765570455420963,1
22.0,37,26.873767068229668,1
23.0,38,27.67254976218394,1
16.0,37,29.021254520173375,1
8.0,37,33.05313039068105,1
9.0,37,34.489372821182705,1
5.0,37,35.02483668367562,1
6.0,37,36.05898671540817,1
3.0,37,36.07177549471963,1
