woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
100.0,2,1.5119515752603436,0
120.0,3,1.8585251655403163,1
90.0,4,2.119619856748469,0
118.0,5,2.2255097530804164,0
105.0,5,2.322587760300895,0
97.0,6,2.3643256213795563,1
117.0,6,2.3643256213795563,0
112.0,6,2.425376969780006,0
116.0,7,2.5138164352324135,0
113.0,7,2.59169369993703,1
109.0,8,2.680099650428522,0
99.0,8,2.6819378877931763,0
95.0,10,2.7748158974144714,1
119.0,9,2.795406454265827,1
110.0,10,2.8203017865173345,1
101.0,12,2.959512755587725,0
93.0,11,3.00235707899329,1
103.0,12,3.019618975660083,1
104.0,13,3.0426446971480576,0
114.0,13,3.0659047049655044,0
111.0,13,3.1076864102624775,1
108.0,14,3.1153531970773094,1
79.0,14,3.1473693571598,1
115.0,14,3.169650271189755,1
80.0,14,3.1708594616218955,0
102.0,14,3.231014621707974,0
106.0,16,3.237538884100797,1
96.0,15,3.302149652162049,0
61.0,17,3.3967017803386272,0
73.0,16,3.4199758116719483,0
68.0,17,3.454652262796622,0
87.0,18,3.4972322847659627,0
64.0,15,3.5040072679912697,0
86.0,20,3.5365282533620475,0
4.0,13,3.542854116610723,0
52.0,17,3.593392878178673,0
89.0,21,3.593747260119615,1
82.0,21,3.6056660822567856,1
43.0,19,3.6204201158017035,0
91.0,21,3.651422511358093,1
92.0,23,3.6649277977936525,1
21.0,15,3.6789985078798084,0
63.0,20,3.7134972106875175,0
67.0,23,3.754922924568939,1
70.0,19,3.7565811726330827,0
81.0,22,3.7605587663474265,1
22.0,18,3.7734396096706986,0
98.0,26,3.833198847447144,1
77.0,23,3.859796033748848,1
85.0,23,3.9123894534899715,0
65.0,24,3.919777764490761,0
42.0,21,3.9403884939596487,0
71.0,23,3.943255252661343,1
75.0,27,3.9477569468876808,1
83.0,26,3.952351004073458,0
88.0,26,3.9580012017214834,0
94.0,23,4.003511282900552,1
74.0,27,4.056519315539426,0
76.0,25,4.065718878908963,1
69.0,27,4.087874641707391,1
27.0,23,4.190517598837195,0
84.0,30,4.21911299710922,1
9.0,22,4.238986484229319,0
47.0,23,4.2798612463894425,0
37.0,22,4.320658681976637,0
78.0,30,4.326993759236596,1
35.0,21,4.3294798409153765,0
44.0,24,4.331963462698302,0
11.0,24,4.387169002848879,0
28.0,29,4.4651965599283425,0
62.0,32,4.47933138511403,1
49.0,32,4.494596866916518,0
34.0,31,4.5027595893929035,0
66.0,32,4.548951128864559,1
72.0,30,4.568868371059012,1
53.0,32,4.611743752750869,0
1.0,26,4.619088289106481,0
58.0,34,4.681368447362582,1
60.0,33,4.691519840700333,1
14.0,32,4.701476745913526,0
13.0,30,4.71771705461526,0
30.0,30,4.839112045326386,0
12.0,30,4.858323629591008,0
57.0,33,4.923477659508526,1
33.0,27,4.934933413641726,0
48.0,33,5.033525213739713,1
59.0,33,5.084197329313741,1
51.0,33,5.11596030254824,1
50.0,32,5.195835502607355,1
55.0,32,5.22412017722568,1
6.0,28,5.224555725386503,0
46.0,33,5.553361569090604,1
45.0,33,5.556367073400515,1
19.0,32,5.572726676221136,0
36.0,32,5.872555146403509,0
18.0,34,5.935708232110153,0
56.0,33,5.946686865051348,1
54.0,32,6.703187239241542,1
3.0,33,6.742679183037428,0
41.0,33,6.752223815446951,1
38.0,35,7.293988563754821,1
40.0,32,7.727519157650184,1
39.0,35,7.895146619520724,1
31.0,35,8.967631304661044,1
2.0,35,9.183632465519251,0
32.0,35,9.342442256921318,1
7.0,32,9.687640237554648,0
16.0,32,9.705548361867018,0
23.0,35,10.37360038186931,1
25.0,35,10.824227745676266,1
26.0,35,10.889801963101824,1
29.0,35,10.980048867161173,1
24.0,35,11.463508056266654,1
17.0,33,12.637183699762492,1
20.0,35,12.946939111797754,1
15.0,35,16.062072153385024,1
8.0,35,18.43477699250141,1
5.0,35,20.15913350147966,1
10.0,35,20.174639118563753,1
