workers,ks,sum_W,sum_W,find
107.0,1,1.6,3.624763587539112,0
113.0,2,10.559999999999999,12095884244.027882,0
118.0,2,9.6,209.90565730355578,0
100.0,3,11.2,280.6067405643782,0
109.0,4,16.035555555555554,222.14813925112455,0
97.0,5,15.999999999999998,12097956962.330172,1
105.0,5,18.880000000000003,81678.39104243195,0
112.0,5,16.959999999999997,3038505.013977392,0
115.0,5,21.376000000000005,5117458.418549705,0
120.0,5,16.96,369833455.44741136,0
90.0,6,21.447111111111116,12468669122.466377,0
93.0,6,19.235555555555557,12482412314.322,1
111.0,6,19.235555555555557,10452788.029401964,1
95.0,7,20.16,390660056.99594766,0
101.0,8,23.360000000000003,18837509.857240487,0
104.0,9,24.000000000000004,14309575.084075015,0
108.0,9,29.191111111111116,11928677813.361765,1
80.0,10,31.075555555555557,3672367.717369626,0
91.0,10,33.265114074074084,11948366475.463324,0
119.0,10,27.235555555555564,12480898160.02938,1
114.0,11,29.795555555555566,24413051253.397842,1
79.0,12,32.64000000000001,24049986857.57158,0
84.0,12,49.780527407407426,4657394.567242712,0
23.0,13,148.67658200261525,11928579016.532547,0
96.0,13,38.762666666666675,12116319204.653418,0
110.0,13,32.320000000000014,24400896843.096107,0
116.0,13,33.280000000000015,24404654289.49908,1
117.0,13,33.28000000000001,11952111674.447071,1
76.0,14,48.519111111111116,11932256338.650911,0
102.0,15,47.58755555555557,12487528995.220991,1
103.0,15,39.55200000000002,24406425449.417805,1
22.0,15,97.86861686355603,7745.763690758859,0
89.0,16,49.89582222222224,12313520600.05184,0
14.0,17,147.1578292568352,7054.416918672727,0
43.0,17,61.22284435415832,20598.356218602534,0
54.0,17,86.84064268082837,24035775615.517223,0
99.0,17,56.05944888888891,24414732338.831173,1
11.0,17,154.1695983656263,223.2300500300979,0
61.0,17,66.62443614814816,11944476197.692337,1
81.0,17,51.697777777777794,24404677088.094193,0
94.0,17,82.39559111111107,24403005214.173878,1
98.0,17,52.75392000000002,12317242708.307049,1
58.0,17,87.8646564571428,12095891972.444742,0
70.0,17,65.67463786102294,24032115688.540154,0
106.0,17,45.47555555555557,12487611780.011557,1
