woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
113.0,2,1.3092190212062613,0
93.0,3,1.714684129314426,0
100.0,4,2.0023662017662067,0
97.0,5,2.172829495251503,1
117.0,6,2.316670531477394,0
111.0,6,2.3682066240473008,0
112.0,6,2.3834362277896552,0
105.0,6,2.4137485386978725,0
118.0,7,2.4414009612931853,0
116.0,7,2.47285787399847,0
119.0,7,2.47285787399847,0
95.0,8,2.5805821315446744,0
90.0,7,2.5982440119598786,0
120.0,8,2.607911337813607,0
115.0,8,2.675341486050895,0
106.0,9,2.6773295602407146,0
108.0,9,2.6773295602407146,1
110.0,10,2.78890133589782,0
114.0,11,2.911928186552804,0
80.0,12,3.0328503954589623,0
104.0,13,3.0426446971480576,0
101.0,13,3.084049705668104,1
109.0,14,3.1146779775283733,1
79.0,14,3.1312908013425336,1
73.0,12,3.1425113496487835,0
103.0,14,3.184978447020618,1
102.0,14,3.200745333271854,0
81.0,14,3.220111846878532,0
86.0,15,3.2430626170103087,1
84.0,13,3.2679352295506368,0
91.0,15,3.3139073437804405,0
89.0,16,3.3686404174371503,0
68.0,16,3.3857296130869927,0
92.0,18,3.434369616464881,0
76.0,15,3.4648279047439754,0
99.0,19,3.528635245961279,1
70.0,15,3.5488012681571934,0
87.0,18,3.5690251700194837,1
52.0,16,3.5705504304718554,0
56.0,16,3.5833048295903334,0
64.0,16,3.6053897634551495,0
21.0,15,3.6245076865532972,0
67.0,21,3.6327180094896026,1
4.0,14,3.64346946686989,0
82.0,20,3.655437431136079,1
96.0,22,3.6734454263934095,1
88.0,18,3.714471521791909,0
98.0,22,3.7237149668615346,0
75.0,22,3.758755572227604,0
77.0,22,3.759921717517108,0
22.0,17,3.778918395382424,0
94.0,22,3.78326628745894,1
83.0,22,3.8094575075626165,0
61.0,22,3.8408820101447283,1
71.0,22,3.8896145375394475,0
78.0,22,3.8972183953563104,0
72.0,24,3.954606035241718,0
69.0,27,4.0284055181167435,0
62.0,22,4.046374855259952,0
50.0,22,4.052721814063153,0
42.0,22,4.084444282780417,0
74.0,25,4.092593329996585,1
54.0,22,4.094466794973644,0
45.0,22,4.123859661016425,0
85.0,27,4.146328968694011,1
57.0,22,4.186521079101222,0
23.0,16,4.192518180709245,0
27.0,22,4.2626593236312385,0
11.0,22,4.3024096372191725,0
65.0,22,4.356631256862615,0
1.0,23,4.374945915169926,0
59.0,26,4.390307187741682,0
66.0,28,4.393961436558478,1
5.0,22,4.414263867592971,0
25.0,22,4.437353567955921,0
20.0,23,4.472794781331343,0
13.0,25,4.490080608758692,0
53.0,26,4.499997563984554,0
63.0,25,4.50719833379534,1
14.0,22,4.5157050953845275,0
51.0,28,4.553861386941843,0
60.0,27,4.6391017284947225,1
58.0,27,4.7074793066303275,1
26.0,27,4.7675264332595955,0
49.0,27,4.826592043098733,0
33.0,26,4.862076373621185,0
30.0,27,4.866585854421732,0
37.0,27,4.869551305812058,0
19.0,27,5.1434538352183115,0
55.0,26,5.210514308280675,0
44.0,29,5.232317959705251,1
6.0,22,5.301806462112239,0
48.0,29,5.33580752291048,0
38.0,28,5.66664190353384,0
46.0,28,6.2848272274301,1
10.0,29,6.360668943729016,0
18.0,27,6.539817834189737,0
47.0,27,6.745314537205386,1
3.0,27,6.828915923022605,0
34.0,28,7.004210229096989,1
35.0,29,7.170442482711115,1
41.0,27,7.361334308581511,0
40.0,28,7.886124299852359,1
39.0,29,7.913591454075492,1
43.0,28,8.036206446605576,1
7.0,28,8.852438725200155,0
32.0,29,8.985082194188973,1
36.0,28,9.232810117884659,1
31.0,29,9.355003200854537,1
15.0,27,10.209471820162921,0
28.0,28,10.395893949386034,1
29.0,29,10.661380199285455,1
17.0,28,10.953095794538946,0
8.0,29,11.12791454806361,0
24.0,28,12.390268845974381,0
2.0,29,12.412767321544314,0
9.0,27,14.405183721418362,1
16.0,29,15.970955216785372,1
12.0,29,15.986379444841452,1
