Acc,Pre,Rec,f1_score
0.8625,0.8246231155778895,0.9893488745980707,0.8995066691028686
0.8245,0.7687434002111933,0.9798115746971736,0.8615384615384615
0.80775,0.7467818726855934,0.9764814387825685,0.8463229416466826
0.82075,0.7033861980282897,0.9849939975990396,0.8207051762940735
0.785375,0.6734216679657054,0.9882756648555905,0.8010198168965117
0.874125,0.8433451118963486,0.985062893081761,0.9087118121657148
0.842,0.7928118393234672,0.980819529206626,0.8768511301636789
0.802125,0.6935418359057677,0.9787904843794784,0.8118388208724593
0.807,0.7001007049345418,0.9844236760124611,0.8182674199623352
0.8385,0.7775079394731926,0.9763077644851044,0.8656405990016639
0.848875,0.7905076833300915,0.9685414680648237,0.8705151547606298
0.790125,0.7036563071297989,0.9851548502687484,0.8209448650954462
0.773875,0.6827877896285399,0.9778772715301554,0.8041147807255008
0.881,0.7948775556054819,0.9890970086664803,0.8814150473343298
0.81575,0.7511578197363733,0.9820680018630648,0.8512313282196204
0.87775,0.8177698975571316,0.9873929590865842,0.8946120689655173
0.85525,0.8016794711452564,0.9894156560088203,0.8857086458744572
0.862125,0.7773200346921075,0.9792406446326141,0.8666747250090656
0.781375,0.7064171122994652,0.9749077490774908,0.8192248062015505
0.748125,0.6740576496674058,0.9743589743589743,0.7968545216251639
0.886375,0.8352126607319486,0.9823173569101907,0.9028119320004275
0.781625,0.7038019451812555,0.9822309970384995,0.8200267847944782
0.855875,0.7579532814238042,0.981278801843318,0.8552780218400904
0.801625,0.7302216615606416,0.9782713664896185,0.8362398101331132
0.809375,0.7136945812807882,0.9805089334055225,0.8260919146995096
0.845,0.8001053001053001,0.9783261802575107,0.8802857694535625
0.859375,0.7661032434901781,0.970767004341534,0.8563768671007276
0.771,0.7022167917612149,0.9696312364425163,0.8145373557400283
0.854125,0.7679932260795935,0.9808056231413895,0.8614507895049268
0.820875,0.733346511168215,0.977859778597786,0.8381339658872698
