workers,ks,sum_W,sum_W,find
113.0,4,6.4,29.523492715493656,0
97.0,5,8.0,43.13768985441387,0
107.0,5,8.0,2821499459703.154,1
100.0,6,12.799999999999999,66396906372.674736,1
120.0,7,16.32,67952521571.63127,0
105.0,8,18.880000000000003,1600949981.9646087,1
90.0,9,22.407111111111114,2844708852651.299,0
109.0,9,21.056000000000004,2932997597489.3594,1
112.0,10,22.080000000000002,1621961882.413964,1
115.0,10,24.576000000000008,2932994633283.2183,0
119.0,10,19.2,73187511.84921634,0
61.0,11,27.43695576719577,42086166.95154614,0
94.0,11,32.90709333333334,48363013.14203747,0
99.0,11,23.502222222222226,2844761369984.62,0
118.0,11,20.8,5844134766867.729,1
101.0,12,23.360000000000003,42234880.48391308,0
103.0,12,26.531555555555563,2889459129574.118,0
102.0,13,29.866666666666667,5820863085069.542,0
22.0,14,65.57233000416142,21054887.934617262,0
76.0,14,43.56693333333334,2932973495463.179,0
108.0,14,30.016000000000012,3000936350555.791,1
114.0,14,29.05600000000001,5777755994260.709,1
116.0,14,28.48000000000001,2957860188059.747,0
104.0,14,28.160000000000007,5756112553563.214,0
79.0,15,35.20000000000001,2821597442375.5527,1
80.0,15,34.595555555555556,3022594120926.3447,0
95.0,15,29.12000000000001,5779374012346.469,1
110.0,15,28.160000000000007,2844778437358.6606,0
23.0,16,140.9952901130394,4527.646136005864,0
106.0,16,30.435555555555563,3024170474431.195,0
117.0,16,31.680000000000007,2889594833041.062,1
21.0,16,82.78793371823069,48359881.37712719,0
40.0,16,67.24882472203818,237.2728050920682,0
96.0,17,47.23911111111112,2844830781337.728,1
46.0,18,126.9728234115072,67952588386.97605,0
84.0,18,60.00658962962964,2933029470460.4614,0
91.0,18,61.17188266666669,3022663081218.9707,1
93.0,18,41.74222222222223,5845708547545.64,1
52.0,19,61.213092977777784,66599028.65747933,0
111.0,19,43.39200000000001,2912787052840.852,1
1.0,20,142.8064351904733,819.9044888453499,0
66.0,20,55.95620910052912,1601083246.0744333,0
68.0,20,55.6369540740741,3024176791060.7935,0
81.0,20,59.06006687830689,2912741372915.0957,1
87.0,20,59.77315555555558,5756094952364.115,0
98.0,20,45.83822222222224,3000918890386.508,0
11.0,21,143.27813219726133,66351686989.48226,0
54.0,21,86.10374297180174,2933022143461.6353,0
78.0,22,81.27070814814815,2844802325062.7344,0
83.0,22,59.55555555555558,2887893063145.923,0
92.0,22,53.447111111111134,5820946655128.3125,1
12.0,22,346.25016447204865,1622138031.6409967,0
27.0,22,125.18697979539867,31539832.87040182,0
13.0,22,391.59750668911545,24845403185.274467,0
65.0,23,143.5013531769384,2821541356411.8755,0
70.0,23,82.71785853968252,3000999825410.1963,1
89.0,23,52.24960000000002,5844100585394.875,1
37.0,23,184.8029058796986,5777703431501.961,0
58.0,23,106.0603485008818,5756053262184.434,0
67.0,23,59.7802666666667,5779345819939.493,0
28.0,23,172.28174265985987,3000953861396.62,0
