workers,ks,sum_W,sum_W,find
113.0,4,6.4,19910.02768492976,0
107.0,5,8.0,1876377901.9637773,1
97.0,6,12.799999999999999,5482647.488147064,0
118.0,7,14.399999999999999,2459584008.9162636,0
99.0,8,19.662222222222223,17078.29988492522,0
105.0,9,20.480000000000004,1649529976.3759418,0
93.0,10,21.511111111111113,1872402017.3726752,1
108.0,10,23.616000000000007,589616018.8535895,0
112.0,10,21.120000000000005,1645199095.5956304,1
116.0,10,20.16,1872893890.0169346,0
120.0,10,21.120000000000005,2233863035.6657057,1
90.0,10,25.607111111111116,1878528426.4678633,0
95.0,11,21.76,3525685168.891285,1
80.0,12,31.296000000000003,590085882.6859747,0
100.0,12,24.000000000000004,590958114.4839981,1
106.0,12,24.96,2240307256.2766557,0
115.0,12,27.555555555555568,2460726868.0009274,1
119.0,12,24.960000000000004,3516385988.533285,0
81.0,13,33.57155555555556,473838.69189717586,0
110.0,13,27.52000000000001,2463372004.9903045,1
101.0,14,32.57600000000001,1655697190.3523526,1
102.0,14,39.168000000000006,1878802705.1626866,1
114.0,14,30.656000000000013,1872418972.2990806,1
4.0,14,86.23653766219982,15161.97175188429,0
56.0,15,50.84235310052912,5262718.384895665,0
103.0,15,36.167111111111126,4106017464.9020963,0
21.0,15,73.21268967151632,11079.458017010154,0
104.0,16,32.96000000000001,4106242621.938962,1
109.0,16,33.28000000000001,1871610268.7919524,1
111.0,16,37.411555555555566,2238914358.4006367,1
23.0,17,103.49600836245153,2146296.360697551,0
79.0,17,39.360000000000014,1876401801.5964253,0
82.0,17,42.36800000000001,5271559.792276433,0
1.0,18,156.11028511592215,594862129.4909453,0
91.0,18,51.79022222222224,2465971796.180045,1
98.0,18,43.242666666666686,2233652509.3267136,0
43.0,19,65.51157501304128,237125.81142011294,0
117.0,19,44.80000000000002,4115031459.1979194,1
87.0,20,63.193600000000025,3517785619.8522253,0
92.0,20,53.447111111111134,3519304423.724167,0
61.0,20,103.92885638095234,2245099808.333485,1
13.0,21,343.57760475929376,3514045384.9322224,0
67.0,21,52.252444444444464,3522426508.1460505,0
78.0,21,75.90674962962962,1872129862.4514086,0
12.0,21,327.5272917106831,1870014340.8701386,0
47.0,21,117.48753666222886,473937.22181503236,0
96.0,21,66.01955555555557,4115031291.881141,1
33.0,21,257.41242637880697,1133341.6488854517,0
50.0,22,119.92003603800282,3516447913.574839,0
70.0,22,85.27681145904758,596276580.8284477,0
74.0,22,64.6609540740741,1377191.4160433214,0
89.0,22,59.1402666666667,2468603208.3873982,1
14.0,22,179.42192008201374,589828148.6753722,0
83.0,22,75.57404444444441,2461972730.102231,0
42.0,22,109.27083254042256,3748187.3410769496,0
44.0,22,158.5767599330371,591758171.340599,0
59.0,22,161.77029672656803,3516440513.4655347,0
62.0,22,107.9500443077304,3519788526.948739,0
86.0,22,59.92960000000003,4115281069.5619745,0
34.0,23,123.77921840382515,1871112769.4239438,0
73.0,24,106.7419989333333,4112189931.759901,1
94.0,24,84.71551999999997,4115314141.500682,1
37.0,24,166.84289720877436,590106661.6127048,0
68.0,24,103.07879822222218,4115051933.347684,1
6.0,25,450.22172612255423,1873757636.0334835,0
