woekers,ks,Ki,find
107.0,3,1.3681105390344532,0
113.0,4,1.655792611486234,0
97.0,5,2.1139379774233116,0
100.0,5,2.1139379774233116,0
93.0,6,2.2639902736484805,0
117.0,6,2.2639902736484805,0
118.0,7,2.393745871391023,0
95.0,8,2.5081666576054467,1
112.0,8,2.5692180060058964,0
105.0,8,2.597158235203125,0
116.0,9,2.6394736493728663,0
120.0,9,2.666802855641799,1
101.0,10,2.7553959807563393,1
90.0,9,2.7778272192863143,0
115.0,10,2.7916714260856272,0
119.0,11,2.8128553063526898,0
106.0,11,2.8128553063526898,0
108.0,10,2.8184349517413105,0
114.0,11,2.8528233126300586,0
109.0,11,2.870558790357011,0
99.0,11,2.883369055519685,0
102.0,11,2.9128374843710425,0
111.0,12,2.9735323656199215,1
80.0,12,2.982665039608568,0
103.0,13,3.034504254345989,0
110.0,14,3.0459780428271523,0
79.0,15,3.14237158724396,0
73.0,13,3.161574546507394,0
104.0,16,3.1712044081688644,0
91.0,15,3.2390761550372122,0
89.0,17,3.370265292090358,0
76.0,16,3.4048055999644804,0
81.0,18,3.4089848179285704,0
68.0,19,3.434254505141828,0
61.0,18,3.4367929974466107,0
92.0,20,3.501887758366853,0
67.0,21,3.5036394536970374,0
86.0,21,3.550434847362448,0
52.0,17,3.550654581631633,0
4.0,14,3.5990612616178836,0
98.0,22,3.616253240226098,0
64.0,19,3.6565788300646247,0
82.0,22,3.672317230247299,1
96.0,24,3.6787126472511487,1
87.0,22,3.7081931715967023,0
70.0,20,3.727244918638113,0
43.0,22,3.775961600765651,0
75.0,25,3.783757895293445,0
66.0,22,3.7885864608821214,0
94.0,25,3.8863976396408413,1
21.0,20,3.907190542937628,0
88.0,25,3.9344018681745725,0
84.0,22,3.968789639792211,1
83.0,29,3.97512170165795,1
63.0,29,3.979364678345645,0
77.0,27,3.9818306164689785,1
71.0,27,3.9837543832398667,1
85.0,27,3.985703753683357,0
69.0,27,3.9876931189986378,0
54.0,23,4.0021940927697415,0
40.0,22,4.004919812515997,0
45.0,24,4.009381711987975,0
74.0,31,4.063722008765346,0
62.0,27,4.106793372635895,0
50.0,27,4.164460524930481,0
78.0,32,4.197155210645169,1
72.0,27,4.20641816241287,1
58.0,27,4.224131155296066,0
47.0,25,4.256547516923264,0
57.0,30,4.292030237686476,0
27.0,28,4.316831367619298,0
20.0,25,4.32877119414468,0
42.0,27,4.331253823975679,0
9.0,24,4.338290450577426,0
35.0,24,4.357754247796879,0
25.0,27,4.4302267644550195,0
28.0,27,4.4408315278102055,0
65.0,27,4.447055186691694,0
5.0,22,4.457439544829285,0
59.0,31,4.484706673527712,0
49.0,27,4.487872378209695,0
23.0,22,4.506382648099196,0
44.0,29,4.53666699173144,0
37.0,27,4.560923188630426,0
14.0,27,4.562029214669506,0
1.0,26,4.569215218795382,0
51.0,32,4.595515659237294,0
53.0,31,4.619643601349649,0
39.0,32,4.732629394982525,0
30.0,27,4.844825990417796,0
56.0,27,4.859087394865931,1
60.0,27,4.883174265412798,1
26.0,31,4.88652720508373,0
13.0,27,4.908685216746681,0
12.0,30,5.083705340234416,0
46.0,27,5.088840124458693,1
55.0,31,5.35547468778061,1
6.0,31,5.38464016194219,0
48.0,31,5.422974729071591,0
31.0,33,5.671127771984699,0
38.0,31,6.005030798828033,0
10.0,27,6.377762185495236,0
36.0,31,6.441980662426513,0
18.0,31,6.6112905859002264,0
29.0,33,6.843538276155452,0
3.0,32,6.847995225087893,0
32.0,33,6.9610644852110815,0
34.0,27,7.182668572418222,1
41.0,33,7.461862010179568,0
33.0,31,8.32182788256828,1
19.0,33,9.555123958085298,1
7.0,31,9.702230910563012,0
16.0,33,9.827442818057994,0
22.0,29,10.012596839598444,1
2.0,31,10.124872248684632,0
15.0,31,10.278523997325781,0
11.0,33,10.42713242503653,1
8.0,31,10.55198385761759,0
24.0,32,10.929390327393666,1
17.0,33,10.943142456460404,1
