woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
113.0,2,1.4207907968633662,1
100.0,3,1.8585251655403163,0
93.0,4,2.061257719594398,0
118.0,4,2.061257719594398,0
97.0,5,2.2255097530804164,0
105.0,5,2.322587760300895,0
120.0,6,2.425376969780006,0
116.0,7,2.5138164352324135,0
115.0,6,2.5221167963991586,0
90.0,6,2.544348561041148,0
112.0,7,2.5670581754336386,0
99.0,7,2.5690743071976074,0
95.0,8,2.6184380424125226,0
109.0,9,2.770223442625935,0
106.0,10,2.8097565801885045,0
102.0,9,2.8319901840183457,0
101.0,11,2.8875672329961377,0
80.0,10,2.891504261211591,0
104.0,11,2.905631595040391,0
114.0,11,2.9314510234372904,0
119.0,12,2.968902702913523,0
103.0,11,2.969059562765147,1
108.0,13,3.026442985120728,1
91.0,11,3.027273386968714,0
110.0,13,3.0353452974374813,0
79.0,13,3.0708211654236237,0
94.0,13,3.2331459300646586,0
111.0,15,3.279687847880105,1
61.0,15,3.3059349411829784,0
76.0,14,3.317300205015371,0
81.0,16,3.3263935183115154,0
86.0,16,3.3440138969014437,0
89.0,16,3.3686404174371503,0
82.0,15,3.391001913556307,0
67.0,18,3.392863827980001,0
117.0,20,3.4435679958897008,1
92.0,20,3.519437802026296,0
84.0,17,3.5411285049211543,0
68.0,20,3.5522110475802036,0
96.0,19,3.553860994812933,1
98.0,20,3.5764208032445,1
64.0,16,3.578627503415147,0
70.0,16,3.615186886136426,0
43.0,19,3.648942895823503,0
21.0,15,3.6531534241812613,0
22.0,15,3.6762555790919604,0
87.0,20,3.6887586565159713,0
66.0,20,3.739036195362968,0
77.0,23,3.7452631642191805,0
75.0,25,3.7757817283708155,0
88.0,21,3.7797304813817716,0
56.0,20,3.797369791012499,0
63.0,22,3.8405846678712052,0
83.0,23,3.8503791363727737,0
45.0,22,3.9013987892038724,0
69.0,25,3.9584467743509313,0
74.0,25,3.966155043002063,0
71.0,29,3.966554561238792,0
73.0,27,3.9667803236646586,1
85.0,25,3.971348435549798,0
78.0,25,4.024953792141563,0
62.0,25,4.1202563184989325,0
72.0,25,4.120594757504648,0
23.0,16,4.147526289578874,0
58.0,27,4.177425226761339,0
42.0,25,4.205647039527606,0
57.0,25,4.218378860251577,0
9.0,20,4.237535956236053,0
46.0,22,4.301620562298604,0
11.0,23,4.314465995954551,0
60.0,26,4.319081455183172,0
65.0,23,4.3612210827201485,0
1.0,20,4.362811877214715,0
34.0,27,4.36934488314571,0
35.0,24,4.425223156592933,0
20.0,21,4.42711577351591,0
59.0,28,4.428465519515576,0
51.0,26,4.477279380289279,0
25.0,27,4.479469834925004,0
44.0,26,4.485146395402668,0
53.0,25,4.521231818077919,0
14.0,25,4.529378750033565,0
37.0,28,4.533010770424411,0
39.0,28,4.661294774027765,0
49.0,25,4.728275046576424,0
26.0,28,4.838686645783213,0
33.0,27,4.943513622816988,0
50.0,29,5.0079185008614315,1
12.0,25,5.012462137989466,0
54.0,25,5.141992965866212,1
55.0,25,5.210985013258416,0
6.0,25,5.215976659609889,0
48.0,27,5.370873496531974,1
52.0,25,5.485743522515496,1
19.0,28,5.48910105557143,0
31.0,27,5.509559687890439,0
47.0,25,5.962959053413764,1
10.0,25,6.3488276668166215,0
18.0,27,6.544044480814469,0
40.0,25,6.807996169496314,1
3.0,25,6.809121849312828,0
32.0,25,6.8096189916474135,0
29.0,27,7.3529883299415575,0
41.0,27,7.4033656491805075,1
36.0,25,7.677271362968955,1
27.0,25,8.009379474477617,1
30.0,29,8.283622263958888,1
28.0,27,8.375677052774337,1
38.0,25,8.62389901768812,1
7.0,25,9.595809018987204,0
16.0,29,9.76346992523657,0
15.0,25,10.170966301658423,0
8.0,25,10.445922151279827,0
17.0,29,11.744229217924918,1
24.0,27,12.37210455251397,0
2.0,29,12.412573626277949,0
13.0,25,12.465397082380866,1
5.0,25,19.40742890393533,1
4.0,25,19.407429465870482,1
