workers,ks,KKKj,find
100.0,3,3.7092894256611055,0
118.0,4,4.25263380986403,0
109.0,9,8.753486691636153,0
94.0,14,9.909673568403935,0
63.0,19,10.303292406565546,0
110.0,10,10.348579091924737,0
34.0,25,11.365820410458223,0
111.0,6,12.590740819694688,0
108.0,6,12.638890460382235,0
61.0,13,13.246792454556715,0
11.0,21,13.869876915484483,0
20.0,20,14.050319458160743,0
82.0,14,14.27005338112636,0
52.0,14,14.318039784805324,0
66.0,18,14.456491020272862,0
77.0,22,16.018576580876502,0
105.0,8,16.029727967560884,0
91.0,11,16.257213106607953,0
76.0,13,16.352638056275396,0
84.0,17,16.636411415670867,0
47.0,20,16.81911915185904,0
57.0,24,17.057285193738466,0
107.0,2,17.334215602944447,1
116.0,7,17.814046657719228,0
117.0,5,18.19039419763228,0
97.0,7,18.32027626790318,1
113.0,7,18.3796043170316,1
67.0,19,18.473927997685273,0
112.0,8,18.519709785967894,1
120.0,8,18.57133617716969,0
114.0,10,18.628430999829686,0
119.0,11,18.67029013000493,0
102.0,12,18.71048463866234,0
80.0,11,18.792150932335325,0
23.0,18,18.866260182372017,0
104.0,15,18.866863243108334,1
96.0,15,18.924125927867095,0
95.0,13,18.993815168344394,1
101.0,16,19.020667446236835,0
93.0,17,19.035462206160993,1
79.0,14,19.058388839720752,0
103.0,14,19.081471267656063,0
89.0,18,19.105614703901978,0
115.0,14,19.122770593535765,1
87.0,17,19.128812255143995,0
56.0,17,19.154837362068594,0
98.0,21,19.163384148295172,0
64.0,17,19.16952976135521,0
75.0,23,19.296237534700577,0
92.0,21,19.32092240893388,1
49.0,27,19.358392757231147,0
90.0,19,19.3610601364585,1
21.0,17,19.382943086128776,0
106.0,23,19.426938946530704,1
45.0,21,19.44309302232241,0
86.0,22,19.445174301238755,1
9.0,20,19.44908851629493,0
42.0,26,19.530164937299997,0
99.0,21,19.54276210876827,1
83.0,25,19.59586561490502,0
88.0,23,19.628525185804975,0
12.0,24,19.6978264792478,0
53.0,28,19.700742889951837,0
50.0,25,19.722999591798594,0
37.0,25,19.725793735227168,0
81.0,21,19.72627758639362,1
68.0,25,19.761267319825645,1
26.0,26,19.774640599546288,0
78.0,27,19.79290396838325,0
25.0,28,19.8003026211128,0
74.0,28,19.802559060448665,1
73.0,27,19.837872299827545,1
71.0,28,19.838705931236017,1
5.0,26,19.876350580887117,0
35.0,20,19.90633585606672,0
69.0,27,19.910454171364876,1
70.0,25,20.036656575097908,1
30.0,29,20.037573897940828,0
6.0,27,20.100178969608557,0
55.0,27,20.131073190780423,0
36.0,28,20.20734033754645,0
33.0,26,20.228920603247403,0
85.0,28,20.2397758590113,1
62.0,28,20.24225159183479,1
19.0,28,20.365207065721545,0
59.0,28,20.442957257606178,1
48.0,29,20.451083851542986,0
72.0,29,20.55113951650169,1
38.0,29,20.646551212048607,0
60.0,30,20.721010195793433,1
65.0,30,20.742694566693217,1
51.0,28,21.043581456950918,1
32.0,28,21.08641276894371,0
3.0,28,21.258425684455037,0
58.0,28,21.3809299193525,1
29.0,29,21.841448441107836,0
54.0,29,21.97123234635505,1
24.0,29,22.246524388708046,0
43.0,30,22.300748747364818,1
44.0,30,22.388402732552187,1
46.0,28,22.570483386910233,1
40.0,28,23.28332740367634,1
15.0,28,23.576945737486007,0
41.0,28,23.6909430079261,1
39.0,30,23.901630067619855,1
17.0,30,24.28939617812867,0
8.0,28,24.368417647287792,0
27.0,28,25.46034083474855,1
31.0,30,25.557662318329072,1
28.0,29,26.487032906042494,1
22.0,28,27.315480079616513,1
18.0,30,28.074579404342963,1
13.0,30,30.630470957130292,1
16.0,30,30.727596068275297,1
14.0,30,31.62987423980036,1
7.0,30,33.09772591895924,1
10.0,28,33.79418389746081,1
4.0,28,35.70172015541276,1
1.0,30,36.09891425366301,1
2.0,30,36.11554272362123,1
