workers,ks,KKKj,find
93.0,2,2.77797725534299,0
107.0,1,5.794190332614005,0
56.0,16,5.893620893010159,0
117.0,4,6.977770931244656,0
81.0,14,7.126272185710478,0
110.0,12,7.921846137054263,0
52.0,13,7.9641631554127565,0
116.0,9,8.183889492990533,0
4.0,15,8.429828792272101,0
97.0,6,8.785621731246069,0
54.0,20,8.929601203788284,0
99.0,11,10.232691674364697,0
112.0,8,11.456734693112455,0
9.0,19,12.449999185055997,0
27.0,23,12.529693798113602,0
1.0,22,12.670393375628969,0
113.0,3,12.729205547789505,0
105.0,8,13.420183856014575,1
109.0,11,13.651466738920117,1
94.0,13,13.787854900416857,0
75.0,23,14.168963531086334,0
63.0,22,14.196617240641721,0
11.0,22,14.420946489184015,0
100.0,5,14.506162298134642,0
120.0,6,14.627324724043476,0
30.0,27,14.656246848021649,0
111.0,7,14.753069796271195,0
114.0,10,14.968728069053693,0
95.0,11,14.981156840153519,0
101.0,12,15.049129602625491,1
119.0,12,15.049129602639344,0
118.0,9,15.0886046250059,1
6.0,26,15.162662810729742,0
61.0,12,15.209029710156312,0
79.0,15,15.21969686169432,0
108.0,15,15.235737108737398,1
104.0,11,15.237073215561011,0
102.0,11,15.293809384737623,0
115.0,12,15.300163187593354,1
96.0,17,15.320860008388982,0
67.0,20,15.403512807165066,0
80.0,13,15.40670119123141,0
91.0,14,15.47796411287292,0
66.0,20,15.536705977050213,0
68.0,21,15.561092705758517,0
106.0,19,15.573408498585694,1
87.0,18,15.614475783587555,1
92.0,19,15.630899004755115,0
70.0,22,15.685149939436606,0
90.0,20,15.68719264183496,1
103.0,22,15.701004681885387,1
89.0,21,15.71477716677784,1
86.0,22,15.745178742016414,1
23.0,20,15.753213314958769,0
88.0,21,15.761126075881014,1
45.0,23,15.786543253801568,0
98.0,22,15.786859565645086,1
62.0,25,15.832302295880922,0
83.0,24,15.90149334735694,0
69.0,23,15.927196071744017,0
34.0,23,15.951162791271177,0
77.0,25,15.955473362986446,1
57.0,28,15.98602786844912,0
85.0,25,16.012861773849867,0
82.0,27,16.017305399648997,1
37.0,22,16.023547341068802,0
71.0,25,16.049044041631525,1
44.0,22,16.074916028093174,0
73.0,28,16.081047370008925,1
76.0,28,16.090193953714465,1
42.0,23,16.092906593559174,0
47.0,22,16.104011162746186,0
84.0,27,16.114050531063935,1
78.0,27,16.120789012955413,1
74.0,28,16.157229101732383,1
72.0,28,16.15979355093679,0
51.0,28,16.271100379845336,0
49.0,28,16.281866394548107,0
20.0,22,16.312522774143503,0
59.0,28,16.522136513255518,1
64.0,28,16.581751718941657,1
60.0,28,16.626485882520893,1
55.0,30,16.62654894371698,0
58.0,28,16.638609511629742,1
53.0,32,16.706786245640338,1
65.0,30,16.749310148506243,1
19.0,28,16.954144513752766,0
48.0,32,16.962579558586707,1
31.0,30,17.0693659743167,0
38.0,28,17.108995553474912,0
50.0,32,17.137904341545784,1
36.0,28,17.16692451153835,0
10.0,30,17.530197038491114,0
3.0,30,17.666998234593628,0
18.0,32,17.74314341411346,0
29.0,29,18.026099375994068,0
41.0,28,18.233025425438484,0
46.0,32,18.368110684868853,1
43.0,31,18.856579732396092,1
39.0,32,19.135801675492033,1
35.0,32,19.377603192312307,1
40.0,28,19.523735846026195,1
32.0,32,19.760721297863626,1
15.0,29,20.15167495687162,0
25.0,32,20.560476314853627,1
33.0,32,20.615353667852418,1
17.0,31,20.657256537235895,0
8.0,30,20.750437463228252,0
28.0,28,21.44929941464995,1
22.0,31,21.496906858063664,1
24.0,28,21.58174091622432,0
2.0,31,21.618786338788304,0
26.0,28,21.97255325681443,1
21.0,32,22.036626121484147,1
13.0,32,23.187168770012043,1
12.0,32,24.175581847315335,1
16.0,32,25.655363371818588,1
14.0,32,27.590363126987782,1
7.0,32,28.801060155898988,1
5.0,32,28.80503825398423,1
