Acc,Pre,Rec,f1_score
0.67175,0.4416219995339082,0.8917647058823529,0.5907107231920199
0.695,0.4918179780318314,0.9269117025771019,0.642647920328061
0.7785,0.5844025157232704,0.950880065493246,0.7239015269554379
0.751875,0.6063942409485497,0.9578595317725752,0.7426422922338909
0.71275,0.5354070152217075,0.9266895761741123,0.6786912751677854
0.773875,0.6498351195383347,0.966288691388293,0.7770794824399262
0.700125,0.4701242829827916,0.9153094462540716,0.6211905889783672
0.735375,0.5647474078976396,0.9467455621301775,0.7074754732624016
0.657,0.45054945054945056,0.8936355710549259,0.5990648743424898
0.704125,0.49193736854405234,0.9160139251523064,0.6401094724038315
0.766,0.5588383838383838,0.946535500427716,0.7027627818355032
0.77325,0.6355323318092749,0.954233409610984,0.7629377940407737
0.795625,0.6480240351282643,0.9615912208504801,0.7742648074002485
0.716125,0.5387826851241485,0.9344512195121951,0.6834843205574913
0.672125,0.44581005586592176,0.9331150608044901,0.6033570240435505
0.7545,0.5633423180592992,0.9266424828698105,0.7007010057909174
0.732,0.5625949229767846,0.9529584711503124,0.7075034106412006
0.689625,0.4472361809045226,0.915279138099902,0.6008680276482881
0.697875,0.475780158360503,0.9248528746038932,0.6283253882823313
0.745125,0.5967130214917825,0.9577274264457221,0.7352979358691418
0.708125,0.5042658284687921,0.9464812473662031,0.6579756847810165
0.670875,0.39684466019417475,0.9169938306225462,0.553955615788582
0.78,0.6361451048951049,0.9683965402528277,0.7678712740701662
0.685125,0.48438874230430956,0.9267984854859066,0.6362454873646208
0.72025,0.5255748474894416,0.9120521172638436,0.6668651384340578
0.6665,0.41320708909929593,0.8714797747055811,0.5606060606060606
0.737375,0.5637962128043282,0.9377577802774654,0.7042094889483317
0.683375,0.4471411901983664,0.9211538461538461,0.6020424194815396
0.79675,0.6613896218117854,0.9722042663219134,0.787228474221408
0.687875,0.46372387884479926,0.9026508226691042,0.6126880719714597
