worker,WPCR
90,1.5230496301470164e-05
32,1.8942168977881257e-05
49,2.226742548126076e-05
71,2.2887894333925574e-05
57,3.682341671283618e-05
8,4.19745466351748e-05
1,5.445901595855368e-05
27,5.87658233075633e-05
33,6.546549925784406e-05
58,7.000596352125382e-05
60,7.403743073489122e-05
109,7.725993939466241e-05
52,0.00011619765540171745
6,0.000117349990258038
87,0.00012517176033087496
96,0.00012517176033087496
86,0.00012517176033087496
46,0.00012517176033087496
98,0.00012517176033087496
100,0.00012517176033087496
92,0.00012517176033087496
108,0.00012517176033087496
104,0.00012517176033087496
105,0.00012517176033087496
106,0.00012517176033087496
64,0.00012517176033087496
103,0.00012517176033087496
69,0.00012819187505451468
68,0.0001335144719169304
9,0.000170500197895454
18,0.00017405863222345885
13,0.00017823999421357622
25,0.00018068720362075102
80,0.00018538719324719816
89,0.00020283734880497534
47,0.00020459978746777824
65,0.00021308789440242087
102,0.00022774577680613473
42,0.00023490807947035286
5,0.0002473461562017623
43,0.0002509985402217446
85,0.00025229509437769276
84,0.00026939683680825277
59,0.00027187021501088454
51,0.00027577457952568385
36,0.0002768082888109716
7,0.0002854292926573257
94,0.00028619843756958613
97,0.0002947324456288314
83,0.00029786134735809017
2,0.00030119953327243515
75,0.00031614034398889934
3,0.000316639933076103
79,0.0003176768311034528
95,0.0003176768311034528
81,0.0003176768311034528
74,0.0003176768311034528
4,0.0003277328759813819
72,0.00033570272586697786
67,0.000338822678085042
76,0.0003393727152712703
73,0.0003421392996799319
77,0.0003439465951150522
62,0.00034506168796989006
20,0.00034840686825850925
107,0.0003541248429094479
45,0.0003571176578167218
11,0.0003592015695627615
19,0.00036063020945065194
55,0.00038250819698676386
44,0.00039386486131944703
23,0.00042855215441184313
91,0.00043711493124738016
70,0.0004484300655243009
35,0.00046852811632654146
63,0.00047219967631464965
17,0.00048166494478731753
61,0.0005007766902734301
48,0.0005052861968088615
28,0.0005077253900023573
21,0.0005100537814749298
12,0.0005668681916360524
30,0.0005715204572029828
82,0.0005897088253855876
66,0.0006148029485658207
16,0.0006402993508383553
99,0.0006679897885443972
39,0.000704188349646695
50,0.0007120611690321771
22,0.0007380177466562235
88,0.0007464187471961231
10,0.0007658420515582534
29,0.0007734849227543986
34,0.0007915575079545864
26,0.001028920822669012
53,0.001068137944178739
15,0.0010989344239815402
56,0.0011259679880370466
31,0.0011416804484205012
14,0.0011558726372180514
40,0.0012436668134820084
54,0.0012451409003848002
41,0.0013174115894628302
37,0.001326316664589794
24,0.0013710500171764325
78,0.0027342950463660684
93,0.005255574496132745
38,0.005255574496132745
101,0.005255574496132745
