worker,WPCR
90,9.010152317301401e-07
57,1.1250802799178672e-05
91,2.7372410171998263e-05
33,2.8167845806448266e-05
5,2.8872005135557877e-05
6,3.672969035333623e-05
1,5.883990943781475e-05
109,7.067033093473285e-05
49,7.507695489331057e-05
2,8.041136711227359e-05
18,9.159336457267159e-05
25,9.847023116835857e-05
60,0.0001163244468045388
38,0.00012974899844957893
46,0.00012974899844957893
64,0.00012974899844957893
86,0.0001297489984495928
87,0.0001297489984495928
96,0.0001297489984495928
92,0.0001297489984495928
82,0.0001297489984495928
106,0.00012974899844961363
100,0.00012974899844961363
104,0.00012974899844961363
103,0.00012974899844961363
108,0.00012974899844961363
98,0.00012974899844961363
105,0.00012974899844961363
68,0.00013962850913289832
35,0.00015801620131244282
107,0.00016050404193836826
94,0.00016567488643935702
36,0.00016711380069808768
89,0.00017599608394987948
43,0.00018269744244948927
7,0.0001911949889605441
42,0.0001912091101576724
13,0.00019776861696569475
102,0.00019843073120253546
58,0.0002014535592702385
97,0.00020392434210958488
84,0.0002138102732770139
51,0.00021757020228604929
17,0.00022142741162169827
80,0.00022299683662584807
65,0.00022353103897135296
11,0.000229769378944103
62,0.00023252975078168897
75,0.00024795160090904794
69,0.0002498154469703154
83,0.0002498154469703362
59,0.00025126135201006955
52,0.00026654189780809384
79,0.0002759928817574128
74,0.00027599288175741976
95,0.00027599288175741976
47,0.00027853061227121195
45,0.0002810649136877272
81,0.000284176464750735
71,0.000284176464750735
61,0.00028632146736349423
48,0.0002875644322891252
44,0.00028766885255047947
76,0.000289028011309575
77,0.0002948413035235298
70,0.00029992919016325753
72,0.00032696808825276313
26,0.00033998875791631245
23,0.00034424593722624103
27,0.00036127515343852
55,0.0003655991048013632
34,0.0003701629901235806
8,0.00037220966884592144
39,0.0003798729050014313
16,0.00039679216679124746
32,0.00039729514821049833
67,0.0004174905193171166
63,0.00045749699403127564
10,0.00046801507910766704
85,0.0004700222147101668
19,0.0004754417894194049
21,0.0005285510286404671
20,0.0005358978924937599
30,0.0005651689652432512
50,0.0005692438285931148
88,0.0005746609572623573
66,0.000632824502363967
54,0.0006639720007844546
24,0.0007294562647199229
22,0.0007446393323249229
99,0.0007962560640875568
40,0.0007979685112828247
53,0.000800283212324164
4,0.000900545281796894
73,0.0009493639590722747
29,0.0009754831600508884
31,0.0010545962375351076
28,0.0010564451522250898
15,0.0010773200637608782
12,0.0011692515395249972
37,0.0012512866343279208
3,0.001261866213427748
56,0.0013195404969732517
41,0.0014106975055848923
14,0.001484612372773017
9,0.001679284666363308
78,0.0029169844983759526
93,0.005482792001615441
101,0.005482792001615441
