worker,WPCR
90,3.520765293776179e-06
34,1.4104497065445254e-05
23,2.1107229064256522e-05
71,5.129382773591887e-05
33,5.5809693515127684e-05
42,6.39709044075766e-05
28,6.422867132118218e-05
8,6.51567354404553e-05
54,7.263315535015191e-05
81,9.53977189143626e-05
30,0.00010796086469319621
27,0.00012111924722596132
32,0.0001223097174007197
22,0.00013079042691148055
82,0.00013189430180027273
108,0.00013189430180027273
92,0.00013189430180027273
64,0.00013189430180027273
68,0.00013189430180027273
96,0.00013189430180027273
38,0.00013189430180027273
87,0.00013189430180027273
109,0.00013189430180027273
98,0.00013189430180027273
100,0.00013189430180027273
103,0.00013189430180027273
106,0.00013189430180027273
105,0.00013189430180027273
104,0.00013189430180027273
58,0.000140936038539069
31,0.0001437237349179686
94,0.000157458977289162
60,0.00016407577596891376
46,0.0001666503387953329
89,0.00016747664450967453
16,0.00017085025593315678
7,0.00017668200711285637
80,0.00018587636801775317
102,0.00018920305441908272
84,0.0001920522434970852
6,0.00019364851647935694
65,0.00020403198385503946
52,0.00020998794965042256
97,0.00021262646445741398
61,0.00021989917665567182
91,0.00022188422549265438
44,0.00022301843587915413
47,0.00022459327481889196
2,0.00022524066610860732
36,0.0002270012007210727
75,0.00022759448015977068
83,0.00023856423492033332
45,0.00023904790429403813
4,0.0002417180340314705
70,0.00024429920035043406
3,0.00026215045412635724
74,0.00026322401825756153
107,0.000263224018257565
79,0.00026322401825757194
95,0.0002632240182575754
86,0.0002660958211763015
85,0.00026635266636056837
66,0.00026672089749954844
11,0.0002720059402102591
51,0.000273400082777181
76,0.00027507875223763134
18,0.0002771285644834337
57,0.0002772885712758605
19,0.00028380365825950507
72,0.0002849457884216422
62,0.000287048029081291
17,0.0002924999902350865
48,0.0002937536342525228
77,0.0002941430142657485
55,0.0003208637537179537
26,0.0003219131779544637
59,0.0003371850342639045
24,0.00033857304014341463
69,0.0003587636982191021
13,0.00036716560746262103
1,0.0003676701563109404
63,0.0003758082480872331
53,0.00038318821525684665
21,0.000383750015022135
43,0.00041313722354855906
40,0.00047061850438831834
73,0.00047531757119259957
39,0.00048012681051439604
12,0.0005120896004807834
67,0.0005505291786575585
25,0.0005697919609696546
5,0.0005846486438252085
88,0.0005893884408483055
49,0.000646232398323128
35,0.0006681032610720491
20,0.000686716631878085
9,0.0007852600615567452
50,0.0008061332906935358
99,0.0008338132346021182
10,0.0009528601925433873
14,0.0010902249457942041
29,0.0012296228780340306
41,0.001522818093040914
15,0.0016557884404895633
37,0.0017442407976968402
56,0.0018460083535467159
78,0.0029701228904426245
101,0.0055486786658610725
93,0.005548678665861079
