worker,WPCR
33,5.2395080759597146e-05
25,5.72875763911497e-05
30,5.791209034704606e-05
67,6.230441654650476e-05
18,7.161184780609536e-05
109,7.569458579867114e-05
34,8.887005624337932e-05
90,9.292150752380698e-05
57,9.319217348574202e-05
2,9.658456642608337e-05
1,0.0001021132991376808
84,0.00011707369179200788
23,0.00011735990449947623
15,0.00011739431462108596
24,0.00012824656958084976
91,0.00014025599131074762
46,0.0001416305558837698
108,0.00014248773384270205
64,0.00014248773384270205
38,0.00014248773384270205
87,0.00014248773384270205
92,0.00014248773384270205
86,0.00014248773384270205
98,0.00014248773384270205
100,0.00014248773384270205
103,0.00014248773384270205
104,0.00014248773384270205
106,0.00014248773384270205
96,0.00014248773384270205
105,0.00014248773384270205
82,0.000142487733842709
68,0.0001540667777707623
47,0.00015868824545558005
69,0.00017640981578224274
40,0.00017977863953315756
97,0.0001871021911964213
60,0.0001892494528746569
65,0.0001945133456032165
8,0.00019926767626161912
39,0.00020073580179823594
36,0.00020408703361372155
14,0.00020661454344888044
71,0.00020690035947759644
6,0.00021365943036656676
55,0.00022469562594955653
50,0.0002247982537094996
4,0.00022660235215418711
75,0.0002270067944016227
59,0.0002318344781357222
42,0.000232444182892224
83,0.00023297367602003946
45,0.00023887836670152818
76,0.00023955455665867695
52,0.00024218136554779793
70,0.0002424797860526122
51,0.00024346996881077776
79,0.000258467271547623
74,0.000258467271547623
95,0.000258467271547623
21,0.000263185244747291
81,0.000264257417132565
61,0.0002678212703107717
48,0.00027085634515121304
19,0.0002731894947353118
89,0.0002763583183504163
77,0.0002763583183504163
102,0.0002767486543161224
27,0.0002875205609368242
54,0.00029011725579012465
5,0.0002963903223187486
80,0.00029832669835235665
56,0.00031651316021758663
72,0.0003226666180553804
44,0.0003248694290246337
7,0.00032788508544003003
63,0.0003396906532267263
41,0.000345498497911427
94,0.0003457463783179196
32,0.00035178834076033186
29,0.00036093918833105323
73,0.00036268855161793526
62,0.0003720515440042635
88,0.0004133530725265698
17,0.00042794847607756023
11,0.0004307308792803055
43,0.00046081801411404846
107,0.0004971215745533004
85,0.0004971215745533004
13,0.00053190449214819
28,0.0005347913295252159
58,0.0005669404221639376
31,0.0005687379496546255
20,0.0005741977799769184
53,0.0005858367229233837
22,0.000593459219189664
26,0.0006003607108030599
10,0.0006023135356869325
66,0.0006541625375841749
49,0.0007175078224929098
37,0.0007950596069581616
99,0.0008249510488695863
3,0.0008375705058872897
16,0.0008582576685029937
12,0.001159207016131883
9,0.0011874187476052095
35,0.0014847325245148611
78,0.0029527002328891376
101,0.005524251985908616
93,0.0055242519859086195
