workers,ks,sum_W,sum_W,find
107.0,1,1.6,3.3771256467344304,0
105.0,2,8.32,43768.05819149189,1
113.0,2,6.4,26.139007387406483,0
117.0,3,11.2,1183294.529146196,0
93.0,4,12.799999999999999,63.68758871258565,0
100.0,4,12.799999999999999,1227238.158607558,0
111.0,5,16.035555555555554,1187834.60205913,0
90.0,6,19.62666666666667,1037876.6259382297,0
97.0,6,15.999999999999998,1008388.673725583,0
118.0,6,15.999999999999998,1034099.7032466385,1
112.0,7,19.520000000000003,52029.02881800741,1
95.0,8,20.16,15898.692494534003,0
99.0,8,24.497777777777777,1024060.727423352,0
109.0,8,21.79555555555556,2185538.385046629,0
120.0,8,21.120000000000005,43007.87381919139,0
102.0,9,25.031111111111112,1032647.8741675752,0
115.0,9,26.17600000000001,20696.708818455263,1
119.0,9,21.76,1029071.5829196742,0
73.0,10,36.19982222222223,1022641.8141622549,0
106.0,10,24.96,36868.626458410436,0
108.0,10,28.41600000000001,69718.02192058404,0
114.0,10,26.496000000000006,1027362.3346933188,0
103.0,11,30.407111111111124,1021219.0756574825,0
116.0,11,26.560000000000006,1211237.6509860742,1
4.0,11,65.48027501894478,71.57914853788257,0
101.0,11,31.786666666666676,35249.23721589823,1
23.0,11,142.04480033833883,226.95160164395608,0
110.0,11,30.720000000000013,2201575.402572722,0
76.0,12,47.506488888888896,1177140.7821266856,0
79.0,13,32.64000000000001,1028902.4762698605,0
80.0,13,36.19555555555556,1249219.7287605593,0
81.0,13,38.08711111111112,9912.189084869264,0
91.0,13,38.97856000000001,41207.12067095295,0
104.0,13,31.36000000000001,1043579.7465057918,0
94.0,13,46.8235377777778,22460.454761951314,0
21.0,14,87.25995789094502,14341.494334782818,0
22.0,14,91.18239246182962,141.19610772028454,0
56.0,14,59.23640617989419,1630.8282802800863,0
70.0,14,64.04986034793652,3785.489514714325,0
1.0,14,149.3218358030833,1014757.214936669,0
43.0,14,55.24302899732329,105.42834951659626,0
52.0,14,66.43293297777777,1197779.5280025187,0
96.0,14,45.9377777777778,1066502.7869592698,0
82.0,15,47.79776000000002,15974.741630141589,0
35.0,16,163.10624923363196,1055852.8564111916,0
61.0,16,48.014249312169326,9946.417248440153,0
89.0,16,46.75982222222224,1221922.251623717,0
40.0,16,90.56158466602922,8578.203512857848,0
66.0,16,62.341986878306905,6472.174841127803,0
68.0,16,48.579697777777795,22589.88047908925,0
20.0,16,168.35644176291632,1019610.3741336538,0
5.0,17,154.65143607443693,3736.229447682586,0
11.0,18,160.11956332535212,175.96624314327906,0
13.0,18,336.05707868849106,1013810.5344319099,0
67.0,18,45.646222222222235,2240748.8890360785,0
86.0,18,45.91360000000002,2232170.669215998,0
92.0,18,51.17155555555558,2207477.583434336,0
78.0,18,93.0016559407407,2235314.7167399395,1
88.0,18,65.26976000000002,1052617.0952032167,1
98.0,18,52.23822222222225,1223456.2786268953,0
46.0,18,157.8343388131792,41202.586318833084,0
54.0,18,106.4578906526566,2223336.932471558,0
63.0,18,172.9526494823844,1249636.935367929,1
87.0,18,72.59164444444446,2249634.449551336,1
47.0,18,129.61728793894184,29492.224879521727,0
27.0,18,141.85692061163778,1216899.571163328,0
37.0,18,205.31252715836217,1218609.1869826901,0
25.0,18,181.2888755061628,2217968.497463555,0
59.0,18,165.08485113317806,56676.73815096813,0
45.0,18,105.69296380553895,2219270.751484773,0
50.0,18,111.24377127259439,1028377.5456619409,0
34.0,18,135.20278380550613,1198273.982824268,0
44.0,18,187.97089518779435,1228979.7457328225,0
77.0,18,72.96625777777777,1228161.998957273,0
83.0,18,80.05831111111108,1082690.0716238837,1
6.0,18,641.7821164904632,2234895.4729741826,0
62.0,18,110.80330652995264,2237110.5139360614,0
60.0,18,327.067697100154,2267347.3471936677,0
75.0,18,67.8687288888889,1063724.9043881318,0
69.0,18,110.27878115555549,2267361.537602087,1
12.0,19,291.13861948920436,1012375.2778855113,0
33.0,19,269.22532040860983,55656.95389413065,0
58.0,20,120.3240017269841,2203308.1450199485,0
64.0,21,122.49440924560189,82291.15167578518,1
28.0,22,179.20718679835002,1043525.5326796848,0
3.0,23,2447.431063891234,2232315.043510702,0
9.0,23,227448.81525165236,1082884.4183802505,1
19.0,23,877.0841682203976,2248472.751927861,0
49.0,23,297.8028090512228,2245337.573481441,0
84.0,23,108.62925748148147,51779.80875205138,1
10.0,23,945.686521690524,2219590.593258973,0
51.0,23,204.66282286235307,1064145.2901747113,0
74.0,23,114.08179199999988,2264374.604955322,1
36.0,23,1320.5815449473757,2249099.402549932,0
39.0,23,314.54858104756113,1034831.2523507802,0
41.0,23,21060.114584247924,2251983.5753477816,0
53.0,23,230.54627319271006,2238289.221989805,0
71.0,23,83.70545777777774,2262957.5691545326,0
57.0,24,156.48692285120413,2237897.5758776404,0
85.0,25,92.56866268783064,2250156.212471316,0
18.0,26,404.0600276546243,2230350.073592641,0
42.0,26,834.87716137618,76297.75484615599,1
65.0,26,187.87447575048336,2266385.8996106447,0
14.0,26,826853.9694959656,2243524.604525592,1
29.0,26,8744.371006039946,2267763.333225765,1
72.0,26,142.29197179259256,1090479.8470894236,1
7.0,26,403478.4485286588,2261537.318368155,0
8.0,26,1024439.347519713,2252308.6826380193,1
15.0,26,635.8373744018893,2263167.1730269473,0
16.0,26,441284.30997311225,2247501.806600377,0
17.0,26,211291.4789845152,2245804.320070455,0
24.0,26,68263214.21561912,1086525.175932701,0
26.0,26,1592657.2608120614,2238470.370248752,1
32.0,26,6710.642472772142,2267934.2807745924,0
38.0,26,1725.1362556060637,2249081.296433949,0
48.0,26,873.6664626892318,2263433.9065615674,0
2.0,27,68565936.94120398,1259700.9595156987,0
30.0,27,2446.6376588796466,1259164.6495358073,1
31.0,27,71007.2507574623,2266209.569369458,1
55.0,27,647.5891218390251,2266598.6088870387,0
