workers,ks,sum_W,sum_W,find
107.0,3,4.800000000000001,113552.84800533789,0
93.0,4,9.6,167.73934653444817,0
100.0,4,9.6,1164759.9074732603,0
113.0,4,9.6,31571343.205536716,0
97.0,5,12.799999999999999,1065276.6363837693,0
117.0,6,14.399999999999999,1199615.2221415383,0
90.0,7,22.407111111111117,1155048.408824631,0
99.0,7,18.986666666666668,1042075.2090971645,0
118.0,7,15.999999999999998,81443909.65825272,0
119.0,7,16.959999999999997,106374491.40813172,0
120.0,7,17.92,16706.569857893424,0
112.0,8,19.520000000000003,184219.84385724657,0
105.0,9,23.040000000000006,31636986.567733213,0
115.0,9,24.576000000000008,74062836.54144688,0
116.0,9,20.16,1325675.1842936103,0
114.0,10,23.296000000000003,49936710.3762098,0
109.0,11,25.955555555555563,2289841.7905825432,0
80.0,12,28.515555555555558,32866834.810655713,1
108.0,12,28.515555555555565,31689525.613247164,1
111.0,12,31.011555555555564,1300214.2385502153,1
95.0,13,26.560000000000006,123150578.54179305,0
101.0,13,28.19555555555556,73880835.49251842,0
103.0,13,30.407111111111124,50053774.26575371,0
104.0,13,28.160000000000007,75017466.57346302,0
76.0,14,43.34648888888889,1239409.5475319028,0
91.0,14,40.32967111111112,122937540.95843165,0
79.0,15,32.64000000000001,75123861.82660282,0
110.0,15,30.720000000000013,51255686.82663504,1
73.0,16,44.590933333333346,155296984.14329305,0
61.0,17,47.52016931216933,74057849.24129997,0
64.0,17,58.59100906079035,9598.912612445904,0
86.0,17,40.49066666666668,106830035.02853927,1
56.0,17,62.709570370370386,116717.84323667463,0
52.0,17,67.00589890370371,32725867.884447843,0
81.0,17,47.39784465608467,49205633.84710698,0
43.0,17,60.72499306590503,27696.185713479546,0
11.0,18,135.50739946985888,166.68733999969498,0
102.0,18,45.02755555555557,155630534.7748861,1
106.0,18,36.19555555555557,154733488.53351668,0
9.0,18,130.53461409565824,995765.4082385646,0
82.0,18,52.549120000000016,154468417.25849164,0
89.0,18,43.576888888888895,82033746.76140116,0
92.0,18,48.64711111111113,76091007.99018705,0
1.0,19,155.19856531243025,996726.1867210466,0
54.0,19,98.98772306043341,2459793.395717309,0
67.0,19,39.88622222222224,51366389.95717036,0
70.0,19,67.92541590349205,132214.14216662617,0
87.0,19,66.61120000000003,76301577.7356929,0
96.0,19,45.97333333333334,155541917.56355956,0
12.0,19,217.38180992991798,32841388.420167327,0
77.0,19,56.26936888888891,33000568.765540376,0
6.0,19,662.887957549965,2484139.106644295,0
63.0,19,77.47828405502642,32932523.706249427,0
98.0,19,59.153920000000035,75134609.63483976,1
47.0,20,103.21624490220097,31850302.521572877,0
27.0,21,110.56118309576559,1398913.6700074086,0
35.0,22,173.08098666244018,1149663.8403446507,0
13.0,23,229.388035037996,50175999.80821461,0
42.0,23,105.31435619133563,156216.43605679812,0
44.0,23,155.5215945297411,75207352.47275476,0
46.0,24,96.06807816143652,105595436.47709079,0
62.0,25,99.09897298497911,33895613.30304168,0
68.0,25,73.79256888888888,154478632.12102437,1
28.0,25,173.00731030838662,1129841.6661493352,0
65.0,26,178.06345107279003,2533852.2392278486,0
83.0,26,85.03837798941795,155514426.40033945,0
3.0,27,2927.3413181238693,2577950.248271604,0
50.0,27,118.0016478948166,75235367.7357617,0
78.0,27,96.86945185185182,156896589.08563516,0
88.0,27,90.61330488888883,50283740.26632809,0
26.0,27,291.0040289320553,2471627.926133127,0
58.0,27,137.0934941585392,125338381.79726772,0
