Acc,Pre,Rec,f1_score
0.599125,0.5651864503273555,0.9631336405529954,0.7123508834873082
0.587875,0.5479630164692285,0.9575864680636202,0.6970504456491775
0.610875,0.5637848082810906,0.9696589769307924,0.7130082050336498
0.606,0.5687941218844547,0.9612856099342586,0.7146994931209268
0.570875,0.513445253305601,0.9562811289429994,0.6681488641855969
0.551,0.500731850117096,0.9497501388117713,0.655740847230209
0.57,0.524145884388064,0.9631788079470198,0.6788648244958925
0.59275,0.5432762126052861,0.9706798131811105,0.6966480446927374
0.656,0.6134870821777842,0.975853262131414,0.7533608173507798
0.602625,0.5636103151862464,0.9672977624784854,0.7122295645876708
