Acc,Pre,Rec,f1_score
0.7105,0.6308261820629312,0.9684835959700335,0.7640105971061749
0.6795,0.5963348192174344,0.9681050656660413,0.7380465876583572
0.551,0.4508726567550097,0.9349865951742627,0.6083733100741386
0.6765,0.5659619080901626,0.9688902183667365,0.71453783366424
0.567625,0.4400614754098361,0.9347116430903155,0.5983977708115639
0.63275,0.5229216558330483,0.9535246412975671,0.6754308440123731
0.591,0.47002724795640327,0.9452054794520548,0.6278434940855323
0.57825,0.4671085335542668,0.9469264360094054,0.6256102973812694
0.564125,0.4600197433366239,0.9316894368543819,0.6159268641920916
0.55125,0.4201637666325486,0.9280331574981161,0.5784405824330672
0.576125,0.46885841731372874,0.9416058394160584,0.6260063968236461
0.668125,0.5619230099285839,0.958407605466429,0.708466015153179
0.601375,0.489504617968094,0.9513707571801566,0.6464131278412241
0.653125,0.5827406353722143,0.9646781789638933,0.7265740467041089
0.64225,0.5500752382544725,0.9505923143600116,0.6968862529125185
0.540875,0.41421319796954315,0.9206468597216999,0.5713618858676626
0.608875,0.5257422615287429,0.9635311143270622,0.6802901808521508
0.563,0.45482866043613707,0.9419354838709677,0.6134453781512605
0.676875,0.5770621663509558,0.9629310344827586,0.7216539248411759
0.644625,0.5530541301109088,0.9589552238805971,0.7015223097112862
