Acc,Pre,Rec,f1_score
0.5087980173482032,0.5059089329162322,0.7219742063492064,0.5949315348456979
0.2801734820322181,0.2988707165109034,0.4100988511888859,0.3457596576191012
0.46022304832713756,0.42573163997791275,0.6517328825021133,0.5150300601202404
0.3294919454770756,0.3243188698284561,0.437874659400545,0.3726376811594203
0.3587360594795539,0.3403401490540799,0.5082762557077626,0.4076914272633627
0.2123915737298637,0.2508014331510466,0.358200915701589,0.2950310559006211
0.2522924411400248,0.2083256922794792,0.39817735716789343,0.27353720202263426
0.3758364312267658,0.43804537521815007,0.5800785763808644,0.4991548175400219
0.5089219330855018,0.5652334379036723,0.6558886509635974,0.607195955991674
0.2382899628252788,0.31140996007564614,0.3405330882352941,0.3253210405004939
0.3009913258983891,0.35164252914164607,0.5026508457460237,0.4138002701860127
0.47026022304832715,0.48096264367816094,0.6591188776765936,0.5561208597238085
0.3285006195786865,0.4283132530120482,0.4533475026567481,0.4404749612803304
0.48166047087980174,0.5138045819463481,0.606845513413506,0.5564627292969992
0.3892193308550186,0.3514126624046195,0.48853211009174313,0.40878013673983443
0.28513011152416357,0.26547642150203765,0.4081145584725537,0.32169312169312164
0.4060718711276332,0.48613813229571984,0.42722804017952554,0.45478330110340126
0.46059479553903343,0.431206764027671,0.6169920263953808,0.5076348829317952
0.3942998760842627,0.38820534577853205,0.47730829420970267,0.42817033224146
0.4230483271375465,0.4743184512050573,0.5461783439490446,0.5077183336857687
0.5117719950433705,0.4964262508122157,0.784394250513347,0.6080382013529646
0.408550185873606,0.39269643475250954,0.6422303990942542,0.4873805176672753
0.261090458488228,0.2634174094443391,0.4005190311418685,0.3178126072531747
0.25687732342007435,0.30224429727740987,0.4270860410709644,0.35398039426909406
0.40793060718711277,0.4380229616656937,0.5435885051919827,0.4851293103448276
0.3534076827757125,0.38899288655934106,0.5153769841269841,0.4433539577554939
0.39752168525402726,0.46156730408698915,0.5530098831985625,0.5031677907214388
0.27496902106567533,0.29728718428437795,0.43132464712269275,0.35197696311883936
0.22193308550185872,0.2971902696586838,0.3817829457364341,0.33421694412045383
0.27360594795539034,0.36592592592592593,0.376278563656148,0.371030042918455
