workers,ks,KKKj,find
107.0,1,0.6314041357593476,0
22.0,15,4.7502474441375275,0
4.0,15,4.785741772887324,0
113.0,2,5.420426584485763,1
93.0,5,5.469119768276164,0
105.0,5,5.486160022811546,0
97.0,4,5.579829877831404,0
100.0,3,5.58598231388453,0
23.0,16,5.631708503829884,0
118.0,5,5.805985980412712,0
117.0,3,5.825964890352871,0
120.0,7,5.84693586052046,0
99.0,6,5.990975193535266,0
119.0,8,6.072116517950664,0
111.0,5,6.089168349516672,0
64.0,15,6.266677200080521,0
80.0,10,6.327599662772482,0
103.0,11,6.4230248112473625,0
114.0,10,6.457246995936229,0
116.0,8,6.4772000199888655,0
73.0,12,6.485919893733862,0
101.0,10,6.493480871825797,1
52.0,15,6.5423921880612,0
112.0,6,6.575679965282686,0
115.0,7,6.628798528676382,0
90.0,7,6.684542400886868,0
108.0,8,6.687725366821297,0
95.0,8,6.742147925764874,0
82.0,15,6.783120721212432,0
109.0,9,6.8047027609707085,0
21.0,15,6.904371209072642,0
76.0,13,6.919528913710494,0
106.0,9,6.927693697551866,0
43.0,17,6.9343317578707815,0
81.0,14,6.954179351202883,0
104.0,13,6.968963711564831,0
102.0,9,6.974998884530626,0
91.0,11,6.977039211569452,0
56.0,17,7.0030790317992215,0
11.0,23,7.010757474897597,0
110.0,13,7.048032535616045,0
79.0,13,7.073394007887035,0
92.0,18,7.119213457565462,0
61.0,15,7.158788117750732,0
70.0,16,7.224403357301137,0
94.0,13,7.263685245615976,0
84.0,16,7.295892473912481,0
1.0,20,7.306502813924446,0
63.0,25,7.3121245881671575,0
98.0,20,7.317092469609447,0
96.0,15,7.339140153227457,0
89.0,16,7.348553708384994,0
68.0,20,7.38118538384943,0
66.0,19,7.4016711721064725,0
20.0,21,7.413025701992302,0
67.0,18,7.451141374721286,0
83.0,23,7.456410231553919,0
88.0,20,7.473832065398025,0
87.0,23,7.494049149004129,0
86.0,23,7.562226144708983,0
75.0,22,7.594242395562407,0
45.0,23,7.5970645926600255,0
85.0,25,7.606458555263141,0
62.0,23,7.620888984593286,0
69.0,28,7.675391103479654,0
77.0,23,7.678479583135266,0
71.0,25,7.713502764012951,0
9.0,24,7.744144189583175,0
74.0,28,7.762652828639784,1
54.0,23,7.775680168325733,0
46.0,18,7.833003798590752,0
59.0,23,7.833629352883513,0
78.0,25,7.85560342230769,0
72.0,23,7.863781081859912,0
42.0,23,7.876592737368215,0
14.0,23,7.89991035841766,0
50.0,25,7.902767796094266,0
28.0,25,7.926418407586428,0
47.0,23,7.927626139910448,0
35.0,25,7.965091908067765,0
58.0,25,7.997744722377301,0
5.0,20,8.018573087206239,0
44.0,23,8.04357722790154,0
37.0,27,8.054423774987878,0
57.0,28,8.05801515405791,0
65.0,26,8.134643925959823,0
49.0,28,8.213646516051266,0
25.0,28,8.229291293745778,0
53.0,28,8.254907299679052,0
39.0,29,8.339872436641475,0
33.0,25,8.401538757931636,0
26.0,28,8.41584040849107,0
60.0,29,8.445088561625957,0
30.0,30,8.45393343183504,0
51.0,28,8.471189951750299,1
12.0,28,8.581427991003533,0
55.0,30,8.722317096723955,0
48.0,28,8.778911202936527,0
6.0,28,8.797426046797998,0
31.0,29,8.919036192066311,0
19.0,28,8.94333288709031,0
38.0,30,9.167647973587147,0
10.0,29,9.46758796796175,0
41.0,30,9.6098168318895,1
3.0,29,9.698338816594692,0
29.0,30,9.707454805687949,0
32.0,29,9.783806964833719,0
34.0,28,10.06875985222284,1
40.0,28,10.080962968829706,1
36.0,29,10.140913657234847,1
27.0,29,11.356865047862229,1
18.0,30,11.457561554764496,1
7.0,30,11.628164962942895,0
13.0,29,11.699008779668954,1
16.0,30,11.719705566128058,0
24.0,30,11.947508842848938,1
2.0,30,11.956278511549545,0
15.0,28,11.957541213371808,0
17.0,30,12.410233433759377,0
8.0,30,12.434763401409104,0
