workers,ks,KKKj,find
107.0,1,0.6523288639262145,0
113.0,2,2.1900602199222687,0
93.0,4,3.360007900902175,0
43.0,15,4.099583544626463,0
22.0,16,4.844174025009778,0
56.0,21,5.233502643309164,1
23.0,14,5.358211490283521,0
105.0,5,5.486901285111894,0
120.0,7,5.854766048277195,0
64.0,15,6.308477619321419,0
101.0,10,6.316925230528259,0
112.0,6,6.515786922271539,0
108.0,7,6.552785894548004,0
82.0,15,6.572492945629529,1
115.0,7,6.6339912858440915,0
95.0,8,6.689032671563892,0
106.0,9,6.898345482201655,0
91.0,11,6.939841058139084,0
81.0,13,6.9519550693348675,0
21.0,16,6.96988099798736,0
11.0,19,6.971384718284275,0
100.0,3,6.993253060445406,1
117.0,4,7.133558817232181,0
61.0,15,7.139115928345474,0
111.0,4,7.166478194643377,0
97.0,5,7.211097717857209,0
118.0,5,7.212548058561294,0
70.0,15,7.213859985333418,0
94.0,12,7.233873034549104,0
99.0,6,7.373674771465787,0
40.0,19,7.420815577838534,0
66.0,19,7.441077104117516,0
68.0,19,7.442127766453462,1
119.0,8,7.474602629889324,1
90.0,7,7.520741713179678,0
116.0,10,7.607860662909996,1
114.0,10,7.617833599077635,0
102.0,9,7.646985639227394,0
103.0,10,7.64830752336959,0
80.0,10,7.681915264773159,0
59.0,19,7.717927153798955,0
104.0,12,7.751458017089681,0
79.0,12,7.778243865632737,0
73.0,11,7.801557608765746,0
109.0,9,7.830642390328686,0
46.0,19,7.865132360932518,0
76.0,12,7.931960857888367,0
96.0,14,7.964508487594452,0
5.0,18,7.972791259724344,0
110.0,12,7.983255169631862,1
89.0,14,8.006319808616606,1
98.0,19,8.119641214280355,0
84.0,15,8.121012876657048,0
52.0,15,8.145544496157576,0
4.0,14,8.228617322287976,0
83.0,19,8.237322532755773,0
77.0,19,8.253406272388894,0
67.0,17,8.261487061323203,0
75.0,24,8.28579276139983,0
92.0,18,8.286013607187193,0
86.0,18,8.312382065945984,0
88.0,23,8.334819169548066,0
63.0,23,8.406529983350778,1
87.0,19,8.432350631527523,0
72.0,19,8.435456206662804,0
71.0,19,8.493335207421934,0
50.0,23,8.506260003815456,0
69.0,19,8.523708352030855,0
47.0,19,8.545518855196619,0
78.0,19,8.559158192014676,0
20.0,19,8.562003470626959,0
9.0,20,8.57519894984016,0
85.0,23,8.594979676796058,0
45.0,19,8.602784752151248,0
62.0,19,8.615033300031557,0
54.0,19,8.621923681469102,0
27.0,23,8.659199781322872,0
51.0,19,8.661413237205917,0
44.0,19,8.666674806174875,0
74.0,27,8.669014634477401,0
58.0,19,8.687999177411125,0
57.0,19,8.731938799798984,1
39.0,19,8.748117377013052,0
28.0,19,8.829983014463215,0
35.0,19,8.837693835621682,0
34.0,23,8.844414739208673,0
14.0,19,8.88039314790829,0
13.0,19,8.892243661877647,0
42.0,19,8.906915834045865,1
65.0,23,8.917318383831464,0
1.0,22,8.928580708167068,0
33.0,19,8.96287706882771,0
37.0,23,8.977628876563516,0
53.0,26,9.020673220591304,0
49.0,25,9.147162194931266,0
26.0,26,9.185400985338926,0
60.0,25,9.187966368384776,0
25.0,23,9.209742416396516,1
30.0,26,9.225431856236089,0
12.0,19,9.256332685386282,0
55.0,28,9.50670830374016,0
6.0,25,9.587072112943805,0
48.0,28,9.588892834821344,0
31.0,26,9.681645814539793,0
19.0,25,9.702684304274797,0
36.0,27,9.853499280755067,0
38.0,28,9.948321136470955,0
10.0,28,10.261597396466406,0
18.0,28,10.370208775778924,0
3.0,26,10.55134811319821,0
32.0,28,10.57272768516141,0
41.0,28,10.916918358531433,0
29.0,28,10.918219204046961,0
7.0,28,12.435165345112992,0
16.0,28,12.500866194035996,0
15.0,28,12.812773188089654,0
17.0,27,13.278369826415071,0
8.0,28,13.395976358041256,0
24.0,28,14.038342769938527,0
2.0,28,14.063864993307606,0
