workers,ks,KKKj,find
107.0,1,0.64874105961247,0
93.0,3,3.2579434542951624,0
43.0,14,4.09189267476655,0
105.0,4,5.416547377164119,1
120.0,4,5.594131846213635,0
112.0,3,6.202828282438516,0
115.0,5,6.500348922347166,0
82.0,12,6.535666375772145,0
22.0,14,6.545824721564062,0
106.0,7,6.7872620888560755,0
11.0,16,6.897481393953996,0
118.0,4,7.138164050970243,0
68.0,15,7.225187795900251,0
116.0,6,7.386098346047205,0
66.0,16,7.387028702835404,0
119.0,7,7.432204885958761,0
114.0,7,7.457053605067701,0
90.0,6,7.469357034465251,0
80.0,9,7.648734100960753,0
102.0,9,7.676843197207532,0
109.0,8,7.7913809144214925,0
52.0,14,8.111138024539867,0
4.0,12,8.142270742749073,0
83.0,16,8.160666124508637,0
88.0,17,8.205628350117106,0
75.0,19,8.209515541306363,0
87.0,16,8.375074182333435,0
110.0,11,8.404045585668479,0
42.0,18,8.43538118132091,0
63.0,16,8.44877431480868,0
73.0,11,8.472477957508403,0
78.0,16,8.501750227324711,0
85.0,19,8.532274237809187,0
89.0,13,8.572694327143447,0
44.0,16,8.609950774727984,0
56.0,15,8.751651304167446,0
34.0,19,8.7610939874399,0
46.0,16,8.819780546302733,0
14.0,19,8.851844578570178,0
53.0,20,8.92698483925711,0
71.0,20,8.959772341493332,0
54.0,16,9.01394099023729,0
45.0,18,9.035781562113254,0
26.0,20,9.082772311262154,0
5.0,16,9.136173709945073,0
30.0,21,9.148643232558143,0
9.0,16,9.1509811192056,0
58.0,20,9.16753438679788,0
12.0,19,9.249883655768915,0
37.0,18,9.34679011365836,0
49.0,20,9.511435617663519,0
19.0,19,9.568335182493602,0
18.0,19,10.241538544814308,0
41.0,19,10.78842483994003,0
113.0,2,12.238888518322995,1
111.0,3,12.42276214486617,0
97.0,4,12.515811198781517,0
100.0,3,12.615846127176049,0
117.0,3,12.615846127468075,0
15.0,20,12.700358825391262,0
99.0,6,12.797180001494016,0
108.0,7,12.866584169906442,0
101.0,9,12.94457026642231,0
95.0,7,13.038683219515741,0
104.0,11,13.079264319249022,0
94.0,11,13.13330976466123,0
96.0,12,13.23128883259993,0
103.0,10,13.301347711399899,1
79.0,11,13.329097753962678,0
86.0,11,13.341078161136494,1
91.0,10,13.348358838636685,0
61.0,14,13.348834543242763,0
70.0,14,13.426019683066475,0
84.0,14,13.428717507833394,0
64.0,14,13.456191210885212,0
81.0,13,13.518935848393804,1
76.0,11,13.556921032124645,1
92.0,16,13.60947914075033,0
67.0,16,13.61510707292971,0
40.0,15,13.630789299831402,0
69.0,19,13.648108624949423,0
98.0,18,13.665562902832379,0
62.0,16,13.679723903958738,0
77.0,16,13.721666460170711,1
72.0,19,13.764020736440457,0
21.0,13,13.773284122325164,0
47.0,18,13.81670082314927,0
20.0,16,13.845455021598196,0
74.0,19,13.901692304576,0
35.0,16,13.909778145572663,0
28.0,19,13.935413668359944,0
65.0,19,13.964109570976298,0
51.0,19,13.991231129240495,0
25.0,20,14.0423797245344,0
57.0,21,14.1275667058406,0
27.0,19,14.13683364917264,0
59.0,19,14.15221310781665,0
33.0,19,14.270293926195421,0
39.0,19,14.307454260561126,0
50.0,21,14.360275360031974,1
60.0,19,14.442434733647968,0
6.0,20,14.621903835677992,0
55.0,19,14.720375098467692,0
48.0,19,14.800981733779462,0
36.0,21,14.881349405793433,0
31.0,22,14.967211125984731,0
38.0,19,15.158185448071823,0
10.0,22,15.523070322876116,0
3.0,20,15.572733107915145,0
29.0,20,16.147033022486657,0
7.0,19,17.41554899050402,0
16.0,19,17.48183884332867,0
32.0,22,17.762403947174555,1
17.0,20,18.297095312899895,0
8.0,19,18.388290938674523,0
24.0,19,19.46850581402769,0
2.0,20,19.489121795519658,0
23.0,17,19.830520692689895,1
13.0,20,24.502016555308888,1
1.0,20,24.50201655626327,1
