worker,WPCR
70,1.3062078520059694e-06
58,3.160109785578513e-06
35,1.4512592917750866e-05
66,1.7515161164050053e-05
73,1.7878953988532953e-05
76,1.816999537631453e-05
61,3.199053352775927e-05
71,3.4256290529485756e-05
97,4.267419850606524e-05
23,4.283699195297558e-05
49,5.829813423175595e-05
41,6.646751064384726e-05
33,6.878808386640012e-05
64,7.862700415350865e-05
77,9.745386587415444e-05
103,9.769834063988458e-05
102,9.769834063988458e-05
72,0.00010033609444027453
62,0.00011060338366634254
60,0.00011236928431349741
28,0.00011371085346496834
18,0.0001159208248597346
85,0.00011713526104556449
30,0.00011795463102090564
78,0.00014190304573900858
38,0.00014606759553116577
21,0.00014804562095773605
46,0.00014828413576861016
84,0.00015593656529940686
31,0.00015637985735460214
2,0.00015807927461031213
59,0.00016555901049336574
40,0.00018300950407281608
12,0.00018930087061464623
96,0.00019087548525437148
98,0.00019087548525437148
75,0.00019884309178060805
42,0.0002034876373025532
26,0.00020603471728918715
32,0.0002083416141447983
9,0.0002101008921228109
44,0.00021308815088206395
89,0.0002293256264553692
92,0.00022946144576966448
67,0.00022946144576966448
95,0.00022946144576967142
45,0.00023703662680865656
111,0.00024117928082852125
100,0.00024117928082852125
90,0.00024117928082852125
81,0.00024117928082852125
105,0.00024117928082852125
108,0.00024117928082852125
117,0.00024117928082855594
118,0.00024117928082855594
106,0.00024158673877140713
110,0.00024158673877140713
112,0.00024158673877140713
114,0.00024158673877140713
104,0.00024158673877140713
101,0.00024158673877140713
120,0.00024158673877140713
119,0.00024158673877140713
91,0.00024158673877141407
88,0.00024158673877141407
87,0.00024158673877141407
86,0.00024158673877141407
48,0.00024158673877141407
79,0.00024158673877141407
43,0.00024990241071685265
47,0.0002574318051693711
80,0.0002670149139912259
69,0.0002670149139912398
57,0.0002683613095836937
50,0.0002756515210600857
7,0.00027597226710238815
68,0.00027740285502603906
65,0.0002799907015019268
52,0.0002821802013045563
82,0.0002838820705047679
109,0.00028824060435157783
115,0.00028824060435157783
83,0.00028824060435157783
10,0.0003102604228859482
4,0.0003519489188652525
37,0.00038657441660912284
116,0.0003898313190811159
22,0.00039240870614655476
53,0.00040509027707779505
39,0.00042309611044295814
34,0.00043319031788534995
51,0.00043364896962946875
54,0.00044671535739260887
94,0.000451240862993009
24,0.00045506911564553026
1,0.00047853250337207
19,0.0004874854355621794
99,0.000494748946155199
36,0.0005298713479201939
27,0.0005340749346011558
17,0.0005469386508106105
63,0.0005878301098343058
29,0.0006475214305923169
25,0.000678446434968713
6,0.0007242192690970692
74,0.0007530228624295504
8,0.0007650620846995915
11,0.0007652348556218963
14,0.0008819001914145627
5,0.0009844276058322138
15,0.0009866567135696086
113,0.001182596553339195
55,0.0013283269798668798
3,0.0013290776666740542
16,0.0015505703540513172
93,0.0018298463943117252
20,0.0039032738409022355
56,0.004223504355409288
13,0.004431340455853354
107,0.004477760736097996
