worker,WPCR
53,2.8624362714627094e-06
8,1.4157271981646291e-05
21,1.5582709469441625e-05
69,2.1230081548299917e-05
33,3.2755594205485794e-05
14,6.170589696967432e-05
46,6.174348994179152e-05
106,7.277833282262614e-05
102,7.277833282265389e-05
103,7.277833282265389e-05
39,7.493173541685272e-05
61,7.595230611757986e-05
58,7.71130812477483e-05
60,8.673531966135045e-05
59,9.00445924380544e-05
94,9.807065775928325e-05
43,0.00010052202417370343
48,0.0001045650511073068
56,0.00010507747238838044
78,0.00010590650167058291
37,0.00011815247526351241
99,0.00012229124766551663
87,0.00012326799973688685
32,0.00013417421507255084
70,0.00015793017624985556
45,0.00015927261775598722
16,0.000162056272399555
71,0.00016683644909341877
76,0.000171643077538787
29,0.0001785908164950098
47,0.0001811242662993276
28,0.00018500026820394283
55,0.0001974564586524688
89,0.00019810726030573822
75,0.0001982776459233393
91,0.00019903332905114868
40,0.00020444948706418303
54,0.00021090395932634592
50,0.00021288015142637007
119,0.00021311717725976814
42,0.0002148245088717457
88,0.00021505231074461784
74,0.00021505231074461784
86,0.00021505231074461784
79,0.00021505231074461784
80,0.00021505231074461784
92,0.00021505231074461784
95,0.00021505231074462478
104,0.00021505231074462478
110,0.00021505231074462478
112,0.00021505231074462478
114,0.00021505231074462478
116,0.00021505231074462478
118,0.00021505231074462478
105,0.00021505231074462478
120,0.00021505231074462478
22,0.00022608140129591614
15,0.000228240032528651
62,0.0002375291866247714
20,0.00023920578231619027
84,0.00024152571073363105
26,0.00024800213600355975
57,0.0002528348728959018
19,0.0002529471438659503
65,0.0002575033574491667
77,0.0002582481722712346
98,0.0002672423228703563
81,0.000267822124096026
90,0.0002789628976067812
111,0.00027896289760678816
100,0.00027896289760678816
109,0.00027896289760678816
97,0.00027896289760678816
108,0.0002826160099758529
93,0.0002826160099758529
115,0.0002826160099758529
101,0.0002826160099758529
83,0.00028261600997585984
5,0.00030582993575148376
30,0.0003062093270112948
52,0.00031810235371101253
63,0.00031842685946043003
24,0.00032223087388975197
51,0.00033182534166629335
17,0.00033391842561574653
64,0.0003515675290366657
11,0.0003543559477874325
2,0.0003565687178151561
27,0.0003587255951893256
49,0.00035878602111429764
31,0.0003775330690822115
35,0.0003824764382715645
36,0.0003876904533764991
4,0.0003986086601378766
12,0.0004231055774393047
44,0.0004243448910280015
68,0.0004493789333568851
41,0.0004687701592253901
38,0.0004850904845454043
82,0.0004908133513683577
66,0.0005123702189095344
25,0.0005382749740792947
96,0.0005688417704541593
67,0.0005794611711716774
18,0.000598313337271443
34,0.0006201513322804802
9,0.0006339371303537636
10,0.0006432406198431245
3,0.0007044082670050258
6,0.0007084879129688471
1,0.0007233745677203141
13,0.0007395982232169321
85,0.0007931372016896296
72,0.0008486572494123754
7,0.0008763989232977859
73,0.0010541353804135734
113,0.0012418195183857977
23,0.0013113173891772592
117,0.0018997890334925133
107,0.004579862397681302
