worker,WPCR
12,1.7946375502064793e-06
36,3.798458450297859e-06
77,4.179011192637083e-06
66,5.462128339309147e-06
30,8.326677750129796e-06
27,1.2369885661965563e-05
78,1.7009258383916814e-05
32,1.7473918270990985e-05
94,2.6974697556039762e-05
42,3.220811027272036e-05
72,3.374707745724265e-05
61,3.392998948150566e-05
85,3.455830360865608e-05
74,3.854438116520503e-05
91,4.96284738295133e-05
76,4.96284738295133e-05
7,6.749356170072246e-05
52,7.387611922701764e-05
64,7.963037292139236e-05
2,8.483765976979862e-05
51,0.00011305758487639705
106,0.00012068576314354373
81,0.00012068576314354373
102,0.00012068576314354373
20,0.0001243068347585516
19,0.00012481110560286918
96,0.00013762340421236835
11,0.0001405052652768482
69,0.00015649542775583725
46,0.00016095424572831057
40,0.00016649582782368028
84,0.00017151181384725267
108,0.00018115803547438109
92,0.00018313275870465023
93,0.0001874429618636056
89,0.00018751597031535505
111,0.00018854316250152547
100,0.00018854316250152547
118,0.00018854316250152547
117,0.00018854316250152547
90,0.00018854316250152547
8,0.00019819328816727405
70,0.00020408103375988557
62,0.00020425661625052965
43,0.00020579175603333694
63,0.00020728677669740875
33,0.00022382601864427698
44,0.00022970008189533014
58,0.00023032156614685023
80,0.00023070494484828813
119,0.00023268307105778901
57,0.0002491889305829484
67,0.0002519580345904174
21,0.0002527700401887059
59,0.0002623562833915169
60,0.0002630171816279253
98,0.00026656426200918903
115,0.0002667549831203084
83,0.0002667549831203084
101,0.0002667549831203084
109,0.0002667549831203084
53,0.00028358365503091537
55,0.0002844862614261173
23,0.0002890131737356
45,0.0003113728129580523
9,0.0003165130275650796
26,0.000327939515925503
75,0.0003282571122463912
104,0.0003371940995609696
114,0.0003371940995609696
88,0.0003371940995609696
110,0.0003371940995609696
112,0.0003371940995609696
105,0.0003371940995609696
86,0.0003371940995609696
87,0.0003371940995609696
120,0.0003371940995609696
48,0.0003371940995609696
79,0.00033719409956098345
97,0.00033719409956098345
95,0.00034960680219254386
50,0.00035253662943725284
37,0.00038178388949114406
49,0.0003948221351740555
71,0.000439867277191891
116,0.0004471805789103417
41,0.00044917239158609457
34,0.00046576474847942473
54,0.00046774187005622914
31,0.0004835583649930031
24,0.0005085789811116875
10,0.0005230532688337425
47,0.000536184981169599
68,0.0005502148018930869
82,0.000562402518964708
22,0.0005662688142960143
65,0.0005823105051431104
39,0.0006219151934034398
56,0.000625934109782525
17,0.0006474817585099685
103,0.0006672516446751819
15,0.0006987677641203949
4,0.0007017267976376015
28,0.0007288920696788409
14,0.0007383031897107636
35,0.0007511956945216169
38,0.000818932497975846
73,0.000924293919646043
29,0.0009706637446000518
1,0.0009932103431672182
18,0.0010665376511961727
113,0.0010805459419734008
99,0.0010805459419734008
3,0.001229216042532788
25,0.0013131090652295577
6,0.0013696490992972377
16,0.0014288621015329066
13,0.0015172314720994576
5,0.0015677812983720535
107,0.004276881138654525
