worker,WPCR
50,5.276302250889486e-06
14,1.2520597346528384e-05
21,1.6190324078763085e-05
53,1.899233426361918e-05
95,2.681797066514391e-05
84,3.373463084379441e-05
67,4.118012904782975e-05
102,4.351624573869367e-05
54,4.55901234011763e-05
59,4.816960252178315e-05
62,5.230328718271865e-05
44,5.2393287269567046e-05
87,5.7302269062808886e-05
33,5.9261658199034895e-05
63,6.015251865938709e-05
57,6.448403867850838e-05
79,7.859889438242146e-05
80,7.859889438242146e-05
81,7.859889438242146e-05
86,7.859889438242146e-05
71,7.85988943824284e-05
69,7.85988943824284e-05
75,7.85988943824284e-05
120,7.85988943824284e-05
105,7.85988943824284e-05
107,7.85988943824284e-05
106,7.85988943824284e-05
89,7.85988943824284e-05
112,7.85988943824284e-05
111,7.85988943824284e-05
103,7.85988943824284e-05
109,7.85988943824284e-05
101,7.85988943824284e-05
100,7.85988943824284e-05
116,7.85988943824284e-05
118,7.85988943824284e-05
114,7.85988943824284e-05
36,0.00012210297652266028
22,0.0001267651148595672
119,0.00013894726451902512
113,0.00013894726451902512
104,0.00013894726451902512
26,0.00014423442377688167
96,0.0001447733360570927
68,0.0001447733360570927
47,0.0001637034124379183
37,0.0001741568490823131
15,0.00017805476752689314
77,0.00020193242689314772
78,0.00020315051232362713
88,0.00020315051232362713
99,0.000203150512323641
60,0.00021129571029501054
83,0.00022270201939676715
91,0.00022316145714431496
98,0.00022316145714431496
55,0.00022348928206060437
49,0.00022431728787163097
45,0.00022955767452281783
70,0.00023346083412224827
3,0.00023375220568178784
5,0.0002428956817109862
85,0.0002496388917572201
43,0.0002533964890653051
64,0.00025442427070526685
74,0.0002558024680493279
93,0.00026110192951083605
115,0.00026110192951083605
117,0.00026110192951083605
92,0.00026556245802456663
48,0.0002684781066023337
31,0.00027194795331075827
82,0.0002735055621650648
52,0.0002765669093220055
13,0.00032831088761667987
51,0.00032899992081687757
1,0.0003344599673761259
28,0.00034062276841897304
58,0.00034694159219379045
41,0.00036618457424553164
29,0.00036619693546557225
108,0.0003929620754631255
39,0.00042293151537675655
34,0.000498964610509238
18,0.0005118833598848557
35,0.0005131968664194644
2,0.0005165719355687687
56,0.0005204180943907954
72,0.0005514141172464834
23,0.0005537578482566335
4,0.0005652905634324218
24,0.0006046225610057479
12,0.0006078177913786398
30,0.0006119241540250217
32,0.0006129897414899679
16,0.0006450431523720226
94,0.0007030745151052203
61,0.0007146491072346495
76,0.0008585847752350453
6,0.0008986711112589155
25,0.0009259057251247704
42,0.0010233678244961145
8,0.0010779694120593084
38,0.0011244464740611665
65,0.0011564974006430737
73,0.001345194237065167
19,0.0014116548488186734
110,0.0015266127602294871
90,0.0015266127602294871
10,0.001593275402178601
17,0.0015940510341073619
66,0.001725273255726953
20,0.0017305897946948909
27,0.0017886035912368231
46,0.0018264617932726712
11,0.001851106104716782
9,0.0018976588696362623
7,0.002066111252994853
40,0.002292353900642953
97,0.005075278968627896
