worker,WPCR
74,1.8730300731111676e-05
91,1.9438356006453578e-05
64,2.722904600997722e-05
58,3.4518129968220956e-05
72,4.113253897397931e-05
38,4.1460824271016133e-05
4,5.1817360266232654e-05
78,6.0007974152589266e-05
106,6.141967320588693e-05
56,6.847484233067289e-05
87,6.953412697503422e-05
50,7.035334431403778e-05
24,7.365780171851577e-05
21,7.465186043620689e-05
11,9.043980686617575e-05
37,9.870866706134657e-05
51,9.995762296675231e-05
43,0.00010013608653818354
70,0.00010182925786254848
18,0.00012345392004133732
40,0.00012624153280942768
46,0.00012955124406095406
47,0.0001295863084365967
55,0.00013003553605920454
57,0.00013225237690090916
84,0.0001322523769009265
89,0.00013388463729687924
41,0.0001400232344368202
1,0.00014553637674296835
53,0.00014565614224001586
48,0.00014641693838810324
44,0.0001537227787039748
2,0.00015893743868018728
96,0.0001665639733593148
15,0.00017164569823954062
102,0.00018127867106360745
28,0.0001897438890368329
29,0.0001930968370892315
113,0.00019628537421613468
119,0.00019628537421613468
95,0.0001962853742161555
83,0.00020390604460301942
92,0.00020390604460301942
75,0.00021522729434589674
34,0.00022356378415115327
7,0.00022555961252232123
61,0.0002378956334691401
63,0.00023888136338863497
80,0.00024004403419863873
81,0.00024004403419863873
69,0.00024004403419863873
103,0.00024004403419863873
98,0.00024650113166468576
101,0.00025177665398738724
67,0.00025367432624211206
36,0.0002547896420651667
32,0.0002551823053846304
115,0.0002589427776486554
93,0.0002589427776486554
109,0.0002589427776486554
88,0.000259249830922563
79,0.000259249830922563
86,0.000259249830922563
114,0.00025924983092256645
112,0.00025924983092256645
110,0.00025924983092256645
116,0.00025924983092256645
104,0.00025924983092256645
105,0.00025924983092256645
120,0.00025924983092256645
60,0.0002593601714279345
71,0.0002601147594043264
39,0.000269242369626662
97,0.000282111842083186
76,0.000282111842083186
100,0.000282111842083186
108,0.000282111842083186
118,0.000282111842083186
90,0.000282111842083186
111,0.000282111842083186
20,0.00028702312785523765
82,0.0002899778164055372
8,0.0002965021391915998
62,0.000303984421331633
85,0.00030444193892507215
33,0.0003060991052832064
22,0.00030695783476489963
65,0.00032044666878379077
25,0.000338490576208602
54,0.0003417701409306889
59,0.0003594783027316417
27,0.00036328234490131187
45,0.000365807116022427
42,0.0004266143203990394
31,0.0004598273762102985
77,0.0004619651577531213
23,0.00047658443327247904
14,0.00048279046484417387
19,0.000489710930310687
94,0.0004942888305298383
49,0.0005014004961814734
99,0.0005461945910524221
68,0.000560172940224795
30,0.0005673058312369549
52,0.0005828828764385119
73,0.0006312544896540789
9,0.0006342498989441309
5,0.0006634936064254145
26,0.0007031350170464343
3,0.0007200336887724888
35,0.0007582239588017833
16,0.000792779349847967
6,0.0009131203499688559
10,0.0009338937080001497
13,0.0009369205347491867
12,0.0010614231195035274
66,0.0011313253910629102
17,0.0011945961920864605
117,0.001882413690118146
107,0.004541962766456149
