workers,ks,sum_W,sum_W,find
106.0,4,6.857142857142856,223.72124180860268,0
104.0,5,8.57142857142857,4056.3371542540067,0
38.0,6,11.999999999999996,4994.7974022813,0
92.0,6,11.999999999999996,7339.929394223409,1
64.0,7,13.71428571428571,4843.888959533793,0
100.0,7,13.71428571428571,7076.631023581936,0
103.0,7,13.71428571428571,37166.795490096374,0
108.0,7,13.71428571428571,22599.60338751127,0
78.0,8,16.653061224489793,37647.47574582639,0
109.0,9,20.081632653061224,24205.702688175286,1
29.0,10,188.1672181654071,22050.743801027176,0
82.0,11,26.59591836734694,42847.78897300439,0
33.0,12,30.997084548104958,29634.602069374967,1
46.0,12,28.89795918367347,62381.80514121685,0
87.0,13,28.16326530612245,14490.41201655667,0
91.0,13,30.514285714285712,47441.31591430082,0
105.0,13,25.714285714285715,15733.722220792728,0
107.0,13,35.349271137026236,8836.035434593834,0
18.0,14,35.982207413577676,43652.53634613977,0
97.0,14,59.6661595083681,8163.397658395152,0
99.0,15,37.829437734277384,16953.360041740423,0
75.0,16,41.12886297376094,25801.851074329727,0
86.0,17,40.695043731778426,13402.1778687184,0
67.0,18,49.97797584339859,13795.16821919287,0
26.0,18,76.22245189090454,7539.0275883811855,0
79.0,19,45.220198250728856,13649.764306503466,0
84.0,19,54.11386398524424,74196.60247259114,0
95.0,19,54.3463556851312,31081.667923574852,0
96.0,19,46.670553935860056,26579.11261304813,0
98.0,19,39.67346938775511,55332.099997868536,0
58.0,20,324.93851566138005,3310.9813290841726,0
74.0,21,48.92361516034986,19915.732155731883,0
85.0,21,79.36539965490566,7521.246295088332,0
83.0,22,66.76118284048312,76935.07904056892,0
102.0,22,69.75140548580946,18789.397551420225,1
2.0,23,255.26999050722267,38290.97951621342,0
32.0,23,104.6024250649692,78456.3067698493,0
14.0,24,192.49318772730823,47431.10151967779,0
71.0,24,67.41495043731778,45006.051529101685,0
80.0,24,82.18810189631867,44659.869270165334,0
81.0,24,93.66000356994104,74433.14236769,0
3.0,25,523.6192405836239,54198.997669536715,0
48.0,25,202.66478491226073,50396.25625250287,0
37.0,26,519.7960258387963,38313.35879337741,0
89.0,27,106.34888796334853,23535.486651302508,0
88.0,27,148.8000558601069,83593.4181584254,1
7.0,28,164.5062490880611,79834.44709438249,0
62.0,28,182.22809903824793,82459.61715369945,0
68.0,28,99.79815306304585,64726.19746792046,0
65.0,28,196.1731810518517,49170.695300110805,0
70.0,28,165.81030709056654,82695.90936507004,0
72.0,28,164.49126513941798,52614.915417065364,0
52.0,28,1332.9036129508777,47517.81554749902,0
77.0,28,166.08658508033744,79106.91764092812,0
4.0,28,1447.028711343252,85809.97388726496,1
66.0,28,359.3294152925433,54165.016222994454,0
94.0,28,244.00945447756374,55702.110422190875,0
42.0,28,2874.07898593606,84781.80913064063,0
45.0,28,368.6509520128043,74591.934770301,0
28.0,28,2612.0192996400406,59415.113801078965,0
49.0,28,217.21992940216458,20143.14245481865,0
57.0,28,138.5760777630324,77612.73437037683,0
30.0,28,822.7492569527053,80916.60630243635,0
56.0,28,100147.51329850599,83148.24143522412,1
76.0,28,241.5845553704065,62270.21518163489,0
90.0,28,323.8200901662485,86425.17971848503,0
9.0,28,16815.67221384168,87069.8427428553,0
21.0,28,7125.078196744802,87343.62457224439,0
23.0,28,2006035.7417186168,54561.050285338664,1
41.0,28,1362662.8072455274,65755.58994578317,1
13.0,28,232615.06379231135,84716.91172126828,0
25.0,28,11966.97499360322,87243.61243711594,0
50.0,28,4256.290541678324,55889.0232761286,0
34.0,28,257603.81474725457,84566.21583266598,0
35.0,29,7363.154073705109,69223.65250833795,0
10.0,30,2213.0627874122047,58884.173170193186,0
24.0,30,194.37120808227783,82593.6845960952,0
16.0,31,7261.050453507204,81711.46214979528,0
44.0,31,593.86783870283,80782.98760937565,0
5.0,31,824.0309658335298,65096.4011056568,0
61.0,31,477.04286589072035,41924.7850833303,0
11.0,31,877.7572605343322,83590.77649237984,0
51.0,31,4451.224788823496,86773.55898060666,0
59.0,31,811.7209970261084,43570.46956381865,0
60.0,31,4624.21854407403,87480.7191514153,0
6.0,31,2894.636405686455,87663.70185652329,0
12.0,31,472314.34224745247,81531.58664579697,1
15.0,31,1183.9764804960446,84437.63742693153,0
20.0,31,85005.73327423914,52763.433168989584,0
36.0,31,11802.558009438735,87706.36366162583,0
40.0,31,37770.331611551235,87414.72021716788,0
47.0,31,245676.2885760804,84234.70979024243,0
53.0,31,405.9106555283456,53783.9175631761,0
73.0,32,400.7833725727551,71506.02609379274,0
31.0,32,1995.305100531255,53092.39693222867,0
8.0,32,527.3827130162362,58774.93481330033,0
54.0,32,39198.13689148978,85477.27621408363,0
63.0,32,447.49218523062507,26541.972535985984,0
1.0,33,10194.19141143328,55860.360788071455,0
17.0,33,447015.5724688135,80647.82868987427,1
19.0,33,496.81996525175924,63072.029555874724,0
22.0,33,969.5087003556246,64908.90186941456,0
27.0,33,47626.769426210645,84834.54966129422,0
39.0,33,1207.4638820362948,85580.21565021358,0
43.0,33,270634.4242530322,84105.5384755807,0
55.0,33,2049.7555738056517,31653.49411953706,0
69.0,33,313.88278327685276,79182.12407325696,0
