Acc,Pre,Rec,f1_score
0.601625,0.04923599320882852,0.027294117647058823,0.03511958825310324
0.73125,0.5611267605633803,0.4207858048162231,0.4809270883631096
0.71225,0.5397183098591549,0.39214081047891935,0.4542437174016121
0.892125,0.9758389261744966,0.7294314381270903,0.8348325358851675
0.746,0.6353158137390502,0.5261550210003818,0.5756056808688388
0.819625,0.889554794520548,0.636837266319338,0.7422754063225576
0.766875,0.5869033047735618,0.44625407166123776,0.50700502246894
0.6365,0.4552238805970149,0.3835059171597633,0.416298675230831
0.684,0.4398766700924974,0.37314734088927637,0.40377358490566034
0.821125,0.9124643196955281,0.417319408181027,0.5727082711257092
0.8215,0.7420212765957447,0.5966638152266894,0.6614509246088194
0.779125,0.7858407079646018,0.5805818895063747,0.6677946982515511
0.763,0.6894502228826151,0.6364883401920439,0.6619115549215406
0.806,0.7414414414414414,0.6272865853658537,0.6796036333608588
0.711375,0.4578194375925012,0.43405051449953225,0.4456182472989196
0.810125,0.7346341463414634,0.6070133010882709,0.664753917457515
0.800875,0.7770137524557956,0.5814038956266079,0.6651250788311961
0.700875,0.4065992549228313,0.37414299706170423,0.389696505993369
0.626125,0.27502876869965476,0.21638750565866907,0.24220927286546745
0.8005,0.945645055664702,0.4883327696990193,0.6440677966101694
0.715125,0.5249469214437368,0.41677201854193,0.46464646464646464
0.692625,0.2065972222222222,0.1334828939988783,0.16218057921635434
0.871125,0.9642689233662435,0.6823020625415835,0.7991428014806157
0.832875,0.7801724137931034,0.6091712242322255,0.6841483581384361
0.705625,0.530113297555158,0.36197068403908794,0.43019598354706023
0.76425,0.5198577356253705,0.44905273937532003,0.48186813186813193
0.826875,0.781634446397188,0.6670416197975253,0.7198057859599433
0.674625,0.3049962714392245,0.19663461538461538,0.23911137094416837
0.80975,0.8830409356725146,0.5856496444731739,0.7042363000388653
0.635,0.24758620689655172,0.1640767824497258,0.19736118746564044
