Acc,Pre,Rec,f1_score
0.845375,0.8051248571894891,0.9913585209003215,0.888588669728902
0.786125,0.7272125723738627,0.9860924181247196,0.8370941635723128
0.80675,0.7419802323565112,0.9866267004842056,0.8469912905779889
0.624125,0.5268107573007754,0.9582833133253301,0.6798679867986799
0.708125,0.6030872959545777,0.9719759794109236,0.7443337348078397
0.858375,0.8228571428571428,0.9905660377358491,0.8989565682689735
0.78475,0.7335397653194263,0.9810374891020053,0.8394255874673628
0.617625,0.534170375079466,0.9633132702780166,0.6872507923525202
0.733625,0.6273653566229985,0.9764939110733504,0.7639304309294339
0.761875,0.6970254010695187,0.9784189537884119,0.814091929345174
0.70175,0.6418940106616494,0.9756911344137273,0.7743521846037451
0.753125,0.6691768826619965,0.9779882262605579,0.7946345014037641
0.6705,0.5935535858178888,0.9699762970766395,0.7364527094581084
0.6865,0.5907316245119674,0.9728823036063741,0.7351077313054499
0.7885,0.7236163630113441,0.9804378202142524,0.8326740506329113
0.781625,0.7118468701500259,0.9819219790675547,0.8253523942817155
0.76175,0.7098834424397253,0.980374862183021,0.8234858307093906
0.66425,0.5802469135802469,0.9628516798688883,0.7241166803615448
0.76725,0.6905379692094793,0.9820418204182042,0.8108876701198455
0.720125,0.6515429524603836,0.9630177514792899,0.7772360959108545
0.783625,0.7183937383018547,0.9823173569101907,0.8298771498771499
0.693625,0.6275290743985981,0.9721125370187562,0.7627069416206796
0.671375,0.5711872994426617,0.9740783410138248,0.7201107207494942
0.76475,0.6921768707482994,0.9826170931916949,0.8122131311115547
0.72625,0.6316526610644257,0.9767190037899296,0.7671698915585796
0.8135,0.7642642642642643,0.9830472103004292,0.8599587009573869
0.67525,0.5734865374721317,0.9678726483357453,0.7202239931079044
0.69375,0.6346062430676597,0.96529284164859,0.765774378585086
0.7215,0.6297864831480501,0.9648553663152203,0.7621183002348921
0.734875,0.6472452033092765,0.9691618344754876,0.7761477572559367
