workers,ks,sum_W,sum_W,find
101.0,1,1.714285714285714,1162882.1658302818,1
104.0,2,10.285714285714283,6870.175915532232,0
103.0,3,11.999999999999996,1.0666296581572334e+16,1
106.0,3,11.999999999999996,1.0666296571660482e+16,1
38.0,4,13.71428571428571,1.066629657126216e+16,0
92.0,4,13.71428571428571,1638666.4678436387,0
108.0,4,13.71428571428571,67312539675.99015,1
64.0,5,15.428571428571423,2.2878486011720708e+16,1
78.0,5,16.653061224489793,1173139.5133391211,0
100.0,5,15.428571428571423,59110576374.31489,1
33.0,6,27.47055393586006,11710891.30179207,0
82.0,6,25.959183673469386,13484.726116973057,0
95.0,6,28.695043731778426,67312515326.97456,1
109.0,6,24.73469387755102,2.2878553314356176e+16,1
97.0,7,35.048156601416075,1.2212256755634156e+16,1
91.0,8,34.42565597667639,2.2878486011893916e+16,1
75.0,9,37.70029154518951,1.221218943011222e+16,0
87.0,9,31.738775510204082,1.0666355668019672e+16,0
46.0,10,37.02857142857143,2.2878545099237664e+16,0
105.0,10,30.85714285714286,2.2878486001417748e+16,0
71.0,11,39.18367346938776,1.0666304797613722e+16,1
98.0,11,36.734693877551024,8227474869.195941,0
99.0,12,45.99503540191587,1.221218943040867e+16,0
79.0,13,52.56013994169096,1.2212197659089182e+16,1
86.0,13,44.375510204081635,1.0666363896668622e+16,0
96.0,13,51.32361516034986,1.0666355668042706e+16,1
84.0,14,74.75551798995313,2.2878545111075664e+16,1
102.0,15,74.40446671029923,1683714.1042968724,0
83.0,16,72.60178925447727,2.287855331385474e+16,0
32.0,17,100.39460689396904,1.2212256754348188e+16,0
80.0,17,80.2279073321004,2.2878553312795764e+16,0
85.0,17,119.78994466591293,2.2878553327177596e+16,1
18.0,18,100.79675318957231,2.287855331540373e+16,1
74.0,18,67.28396501457726,2.2878553324435056e+16,1
29.0,19,7213.627866178665,2.287855332718447e+16,1
107.0,19,69.66997084548105,2.287855331442031e+16,1
14.0,20,227.6206026671898,8227423664.539137,0
2.0,20,312.1960242819266,8217359292.778989,0
26.0,21,471.27783756240296,2.287855332717494e+16,1
89.0,21,100.14947105372757,1.2212256755883608e+16,0
52.0,21,1304.0703629980173,1.0666304799109512e+16,0
58.0,21,2175799.1768866084,2.2878553327135164e+16,1
70.0,21,236.2362048993538,2.2878553325722236e+16,1
35.0,21,6922.911617295005,8226317393.733201,0
68.0,21,95.92977619869268,2.287855332676834e+16,0
28.0,21,2372.218037536705,1.066629658187614e+16,0
44.0,21,430.46144512310195,2762608.05532652,0
48.0,21,173.25844797207728,2.287855332713283e+16,0
67.0,21,180.56052936155123,2.287855332696269e+16,1
88.0,21,179.08810535318747,1.2212248529292316e+16,0
7.0,21,262.76827978247996,2.287849422903357e+16,0
77.0,21,166.66722314780932,2.2878494227970116e+16,0
4.0,22,580.3209738238731,8214858412.119185,0
62.0,23,163.05478810805758,59098122223.23171,0
49.0,24,159.19157564947932,1.0666304797957602e+16,0
61.0,25,371.5946704313729,8214925300.5416975,0
45.0,25,278.58703747963614,1.2212256743879398e+16,0
66.0,25,352.80226485855036,2.28785533271432e+16,0
90.0,25,328.25852792800566,2.2878553315659136e+16,1
17.0,25,892.2327778496494,2.287849422815879e+16,0
57.0,25,354.53716001548776,2.2878553327197876e+16,1
94.0,25,251.94366505794636,1.0666363897031416e+16,0
16.0,25,6527.24565071754,67324390738.65296,0
19.0,25,315401.92653616937,2.287855332718317e+16,1
24.0,25,273.31928754762805,2.287855332714785e+16,1
59.0,25,839.8602204264273,2.287855332602976e+16,0
55.0,25,1647.5157452152353,2.2878553314161504e+16,0
69.0,25,290.5638938166997,2.287855332714293e+16,0
73.0,25,365.43457255082944,1.2212248542509356e+16,0
81.0,25,155.2771615908337,2.287855332550547e+16,1
23.0,25,101324.94892926748,2.287855332707943e+16,0
6.0,25,31059.213716861726,2.2878553327200572e+16,1
27.0,25,7114.753554528384,2.287855332714597e+16,0
43.0,25,248875.79885392264,2.287848601461737e+16,0
34.0,25,249404.15829759807,2.2878553327154764e+16,0
36.0,25,11811.330281273962,2.2878553327204096e+16,0
47.0,25,395227.5542954702,2.287855332714518e+16,0
50.0,25,768.4969558936637,2.287855332720193e+16,0
30.0,26,256.4091115215272,2.28784860019242e+16,0
11.0,27,775.2804547661098,1.0666363895573258e+16,0
56.0,27,401.0900339336383,1.066636388422564e+16,0
13.0,27,202398.4203947122,1.0666363885514108e+16,0
60.0,27,4291.356322771147,2.2878494216466676e+16,0
65.0,27,196.4560666819786,1.0666304787580376e+16,0
8.0,27,474.3926943741044,1.0666363896929636e+16,0
9.0,27,12502.377127732272,1.0666363885535438e+16,0
10.0,27,783775628.7535427,2.2878553315674776e+16,1
37.0,27,77913105.11062889,2.28785533260389e+16,1
39.0,27,4471900.126867485,2.2878553327134056e+16,1
51.0,27,4636.874258649483,2.2878553325509696e+16,0
25.0,28,11881.91185128901,1.0666363882896562e+16,0
31.0,28,4077748958391.841,2.287849422938745e+16,1
76.0,28,253.8667935529214,2.2878494229305384e+16,0
1.0,28,7169.054492919986,2.2878494229381944e+16,0
3.0,28,8.426410706765919e+17,1.0666363897103278e+16,1
15.0,28,1046.8751855764285,2.2878494217791724e+16,0
22.0,28,648957713282.1486,2.2878545112544256e+16,1
41.0,28,440656.2255289414,2.2878553327193692e+16,1
63.0,28,472.61312251526846,2.2878553314461896e+16,0
