woekers,ks,Ki,find
107.0,1,0.2694982503663434,0
113.0,2,1.4207907968633662,0
100.0,3,1.714684129314426,0
93.0,4,2.0023662017662067,0
97.0,4,2.0023662017662067,0
117.0,5,2.172829495251503,0
118.0,6,2.316670531477394,0
111.0,6,2.3682066240473008,0
105.0,6,2.4137485386978725,0
112.0,7,2.502452309693635,0
115.0,7,2.574932353917708,0
116.0,8,2.5805821315446744,0
120.0,8,2.607911337813607,0
99.0,8,2.672678363909558,0
119.0,9,2.6773295602407146,0
95.0,9,2.6773295602407146,0
109.0,9,2.715424129419488,0
114.0,10,2.8051682227278962,0
108.0,10,2.8682391231105937,0
101.0,12,2.9310729214909528,0
80.0,11,2.9391593511137533,0
106.0,12,2.951550803909363,0
104.0,13,3.016616516170031,0
102.0,12,3.0266732407084946,0
110.0,14,3.072399283514342,0
103.0,13,3.076851193770622,0
79.0,14,3.107875151500484,0
91.0,13,3.1473679073398477,1
90.0,14,3.163997545533595,1
73.0,13,3.19472536445,0
81.0,15,3.257414651074486,0
94.0,14,3.3079023152791427,0
82.0,15,3.3462065368275855,0
96.0,16,3.3482298153013463,0
67.0,17,3.369612071620993,0
76.0,15,3.387440507777364,0
89.0,16,3.3957708449917963,0
98.0,18,3.445809250866148,0
68.0,18,3.4600960298018544,0
92.0,18,3.466757544197383,0
84.0,16,3.5305342643149222,0
52.0,16,3.5334660622080474,0
86.0,20,3.540662809550409,0
43.0,17,3.5654335565630535,0
61.0,17,3.586484832390694,1
70.0,16,3.5978629353731133,0
87.0,18,3.6252450047670344,0
66.0,18,3.656074076972053,0
77.0,20,3.6664520279702844,0
4.0,15,3.6916509489020966,0
56.0,18,3.716595396278935,0
88.0,18,3.761885663253712,0
75.0,24,3.7633468980333182,0
22.0,17,3.8110791219194247,0
21.0,16,3.819886782510247,0
63.0,20,3.822308664979521,0
69.0,17,3.82646791839397,1
71.0,25,3.862532945218738,0
64.0,18,3.865653131134268,1
83.0,25,3.9028559329141466,0
40.0,18,3.9107975642215282,0
62.0,22,3.9337850359325954,0
85.0,25,3.9426983249259857,0
74.0,25,3.9765224072199397,0
45.0,21,3.9909452802787824,0
42.0,20,4.044578332384388,0
78.0,25,4.047980390836534,0
72.0,22,4.055526425308251,0
59.0,25,4.056953236945316,0
47.0,22,4.0695272275440075,0
54.0,25,4.131298060900357,0
23.0,16,4.132614755084368,0
11.0,18,4.138873212359009,0
46.0,18,4.148101154231827,0
57.0,22,4.18863458858854,0
20.0,18,4.193049089258746,0
50.0,27,4.194011833805732,0
58.0,26,4.200522617349022,0
9.0,20,4.26226720027374,0
65.0,26,4.294505809584496,1
35.0,20,4.303190998801703,0
34.0,25,4.3128317342608256,0
27.0,26,4.316396621237455,0
1.0,19,4.329964645392511,0
28.0,23,4.36238994124318,0
37.0,26,4.477939698350139,0
51.0,26,4.499114218331965,0
53.0,26,4.536560507932176,0
25.0,26,4.573170894912002,0
12.0,24,4.574915666151734,0
39.0,27,4.626864618824872,0
44.0,26,4.632338222371121,0
49.0,26,4.751665735068368,0
26.0,26,4.786507208242559,0
60.0,26,4.806362127159345,0
30.0,26,4.840813662258485,0
13.0,25,4.883161508947412,0
33.0,26,4.921411440334149,0
55.0,27,5.114717072267789,1
48.0,28,5.409293753831349,1
31.0,27,5.541862421957829,0
19.0,26,5.574545146321239,0
36.0,28,5.8057424714078,0
38.0,28,5.931224685459299,0
18.0,28,6.560021545693379,0
32.0,26,6.826848056423083,0
3.0,27,6.850336950673572,0
41.0,26,7.338989764338491,0
29.0,28,7.381615574195267,0
7.0,28,9.658462171029985,0
16.0,28,9.757031977360803,0
15.0,26,10.190579937371888,0
14.0,26,10.373794425440346,1
17.0,26,10.917045897529409,0
10.0,28,11.04303003537976,1
8.0,26,11.079474598083346,0
5.0,27,11.64853677645397,1
6.0,27,11.79915808321118,1
2.0,26,12.358512709183314,0
24.0,28,12.390288830256768,0
