workers,ks,KKKj,find
107.0,1,0.6450895406211945,1
113.0,2,2.2002594667138995,0
93.0,3,3.2663433107982884,0
105.0,3,5.265812673548293,0
101.0,8,6.22572898808015,0
112.0,5,6.4462703865457645,0
21.0,15,6.9212203460603146,0
117.0,3,7.027999243297613,0
111.0,3,7.060675431199889,0
97.0,4,7.136713662014193,0
94.0,13,7.259843511332026,0
66.0,18,7.40161281825114,0
40.0,18,7.404649584136598,0
103.0,8,7.548097757001324,0
59.0,22,7.744120925040207,0
79.0,12,7.777674543689805,0
46.0,18,7.849885709345018,0
5.0,22,8.039995429546229,0
72.0,18,8.413675574714192,0
63.0,18,8.451434221081051,0
78.0,18,8.518624562677193,0
9.0,18,8.540654898363854,0
54.0,19,8.620723152752785,0
58.0,18,8.643998854808295,0
119.0,6,8.778763336858137,0
28.0,18,8.815800060619852,0
65.0,18,8.829287973765501,0
25.0,18,8.869405000052447,0
90.0,5,8.87494119755057,0
1.0,20,8.882915297522384,0
33.0,18,8.931513776490073,0
80.0,8,8.982725113008629,0
49.0,18,9.029338078426752,0
73.0,11,9.228379973292455,0
52.0,15,9.50319701160313,0
92.0,17,9.524950668054124,0
82.0,12,9.552130875604693,0
19.0,18,9.584215032621216,0
76.0,12,9.588437807318172,0
43.0,17,9.654855705486879,0
69.0,18,9.669594120760852,0
22.0,16,9.70472648792863,0
85.0,18,9.776477026971694,0
62.0,20,9.802914646485426,0
45.0,18,9.841470613107166,0
47.0,18,9.873927371725447,0
83.0,18,9.887010232410816,0
57.0,18,9.894717664210644,0
42.0,18,9.896798309204137,0
109.0,4,10.037164912696202,1
118.0,4,10.081859451729553,0
13.0,18,10.288630161568166,0
120.0,6,10.316248874638953,0
99.0,4,10.316446415796415,0
116.0,7,10.370211015484106,0
108.0,8,10.373709324211255,0
100.0,9,10.491774763720482,1
26.0,18,10.495300951830355,0
102.0,10,10.499913019552233,0
104.0,12,10.544648473988453,0
95.0,7,10.544648845891174,0
91.0,12,10.634186609121791,0
115.0,7,10.653673181925006,0
106.0,9,10.671109620294928,0
114.0,9,10.698225997560384,0
64.0,15,10.860349865790624,0
68.0,18,10.874074952364126,0
89.0,15,10.901268079079433,0
96.0,16,10.904728218814968,0
110.0,14,10.908589505069042,0
87.0,18,10.957161136408672,0
36.0,24,10.979005462493362,0
56.0,17,11.001845837534487,0
75.0,22,11.009892766693552,0
70.0,17,11.018614453209233,0
88.0,18,11.036023152541992,0
81.0,15,11.047690402081283,0
86.0,15,11.069343600913534,1
67.0,17,11.106229427922791,0
98.0,18,11.236356103844955,1
84.0,17,11.244762428011182,0
50.0,22,11.254831324325062,0
77.0,18,11.26094195942719,0
61.0,15,11.27625747762383,1
23.0,15,11.30278273449603,0
20.0,18,11.345578252389917,0
27.0,18,11.350930024704281,0
71.0,18,11.368319497317675,1
34.0,18,11.393548391657081,0
35.0,18,11.413748458166861,0
74.0,18,11.414037153231229,0
51.0,18,11.42132308858847,0
18.0,25,11.493894371814637,0
37.0,24,11.556820937245082,0
53.0,18,11.563173900150815,0
44.0,22,11.602682535823906,0
30.0,18,11.66956880730784,0
39.0,25,11.747770051790118,0
12.0,18,11.785288546824571,0
60.0,18,11.930217100237595,0
6.0,21,12.067408443505833,0
55.0,18,12.208372767614177,0
31.0,18,12.241507454727369,0
48.0,18,12.397251936546315,1
38.0,22,12.414380910231857,0
10.0,22,12.727128487894966,0
32.0,25,13.384665470868887,0
29.0,18,13.615014834058803,0
41.0,25,13.727723177969725,0
7.0,25,14.950683326582476,0
16.0,25,15.011388367050472,0
15.0,23,15.425478243136176,0
17.0,18,15.698432234554662,0
8.0,25,15.917721948671234,0
24.0,18,16.95854218065716,0
2.0,25,17.06680923483163,0
11.0,18,18.339301173337304,1
14.0,22,18.35929281800987,1
4.0,16,19.346385509893988,1
3.0,18,19.513985949126194,1
